N	2gram	Vygotskiy__4	DiskursI
1	в себе	6	19
2	при этом	2	17
3	и в	33	16
4	может быть	22	16
5	как и	5	16
6	в этом	28	16
7	и не	13	15
8	а не	6	14
9	в частности	4	12
10	то есть	13	12
11	в мире	3	11
12	представляет собой	2	11
13	но и	3	11
14	но в	2	11
15	том что	22	10
16	не только	7	10
17	со стороны	2	10
18	так и	3	9
19	не может	10	9
20	в том	21	8
21	как в	3	8
22	прежде всего	2	7
23	в нем	7	7
24	ни в	3	7
25	но не	3	7
26	с его	2	6
27	себя в	4	6
28	все же	5	6
29	в своей	4	6
30	то же	9	6
31	тем самым	3	6
32	в своих	3	6
33	а с	2	5
34	что в	21	5
35	в своем	7	5
36	с другой	2	5
37	же время	2	5
38	то что	44	5
39	и на	5	5
40	в то	3	5
41	в одном	3	4
42	к этому	4	4
43	в пределах	3	4
44	одной стороны	3	4
45	как бы	25	4
46	рассказа как	4	4
47	с одной	3	4
48	в рассказе	8	4
49	потому что	24	4
50	в основе	3	4
51	одно из	2	4
52	точки зрения	6	4
53	в этой	9	4
54	и то	2	4
55	о том	20	4
56	не является	2	4
57	перед нами	6	3
58	и может	5	3
59	в них	2	3
60	столь же	2	3
61	это не	6	3
62	из этих	2	3
63	и все	12	3
64	мире в	2	3
65	и как	5	3
66	не в	2	3
67	здесь в	3	3
68	можно сказать	2	3
69	например в	3	3
70	он не	11	3
71	в его	10	3
72	в русской	2	3
73	в котором	2	3
74	принадлежит к	2	3
75	из них	4	3
76	жизни и	4	3
77	и ее	2	3
78	не было	3	3
79	иначе говоря	2	3
80	все эти	6	3
81	и наконец	2	3
82	также и	2	3
83	как на	6	3
84	и его	5	3
85	как будто	8	3
86	только в	4	3
87	его в	3	3
88	место в	2	2
89	что ни	2	2
90	как все	4	2
91	же как	3	2
92	по словам	2	2
93	никогда не	5	2
94	в целом	5	2
95	это в	4	2
96	с таким	2	2
97	идет о	3	2
98	к которой	3	2
99	в той	3	2
100	что он	20	2
101	который не	2	2
102	всякий раз	6	2
103	такой же	2	2
104	времени и	2	2
105	содержание рассказа	2	2
106	для рассказа	3	2
107	несет в	3	2
108	в ней	6	2
109	далеко не	3	2
110	рассказа в	3	2
111	ни одно	2	2
112	что и	3	2
113	с ее	3	2
114	с точки	4	2
115	с той	2	2
116	вместе с	8	2
117	рассказ не	2	2
118	не на	2	2
119	именно в	2	2
120	сводится к	2	2
121	все это	13	2
122	другой стороны	2	2
123	и для	3	2
124	должно быть	3	2
125	а в	4	2
126	той же	4	2
127	тому как	2	2
128	в результате	2	2
129	их в	3	2
130	и с	2	2
131	говорить о	3	2
132	и это	5	2
133	на примере	2	2
134	мы имеем	2	2
