N	2gram	Propp_Isto_6	Formalny
1	и в	26	38
2	в этом	12	27
3	т е	22	26
4	может быть	11	23
5	и его	7	21
6	таким образом	12	20
7	и не	10	20
8	прежде всего	4	15
9	не в	3	15
10	и т	10	14
11	не может	6	14
12	в нем	8	13
13	но и	9	13
14	с его	4	11
15	с тем	4	11
16	в том	12	11
17	вовсе не	2	11
18	в его	5	10
19	и с	6	9
20	как и	5	9
21	при этом	3	9
22	не только	10	9
23	что и	4	8
24	все же	8	8
25	так и	5	8
26	тем что	5	8
27	что в	12	7
28	в своей	3	7
29	в других	4	7
30	как мы	4	7
31	уже не	7	7
32	не было	3	6
33	все время	2	6
34	то что	6	6
35	и ее	3	6
36	в ней	5	6
37	в этой	2	6
38	было бы	2	6
39	вместе с	8	6
40	то же	5	6
41	все эти	8	6
42	а не	2	6
43	могут быть	3	6
44	он не	2	6
45	только в	5	6
46	а в	3	6
47	должна быть	3	5
48	если бы	3	5
49	что он	9	5
50	что же	2	5
51	с этим	2	5
52	и только	3	5
53	т д	8	5
54	сводится к	2	5
55	говорит он	2	5
56	в то	5	5
57	во всяком	2	5
58	всяком случае	2	5
59	независимо от	3	4
60	к этому	3	4
61	к тому	2	4
62	мы видели	11	4
63	что они	2	4
64	здесь и	2	4
65	как бы	4	4
66	в некоторых	2	4
67	как в	6	4
68	другой стороны	8	4
69	что оно	4	4
70	что не	2	4
71	и наконец	3	4
72	там где	5	4
73	здесь не	2	4
74	от нее	2	4
75	они не	3	4
76	ничего не	2	4
77	так как	18	4
78	но в	7	4
79	же как	3	3
80	главным образом	3	3
81	и др	2	3
82	с другой	10	3
83	из этих	4	3
84	мы знаем	2	3
85	и как	2	3
86	но все	2	3
87	зависимости от	2	3
88	он становится	2	3
89	например в	7	3
90	в ином	6	3
91	его с	3	3
92	то это	5	3
93	не есть	2	3
94	жизни и	2	3
95	и до	2	3
96	так в	6	3
97	то и	2	3
98	такой же	3	3
99	именно на	2	3
100	того что	2	3
101	мы не	6	3
102	или в	3	3
103	и на	12	3
104	он и	2	3
105	его в	5	3
106	что это	2	3
107	от этого	3	3
108	борьбы с	3	2
109	и другие	3	2
110	никогда не	13	2
111	в этих	2	2
112	в качестве	3	2
113	перед нами	2	2
114	это не	4	2
115	в одной	2	2
116	представление о	9	2
117	первый план	2	2
118	в тех	3	2
119	на котором	3	2
120	том что	10	2
121	но это	4	2
122	от него	3	2
123	но не	2	2
124	или же	2	2
125	но как	4	2
126	еще одну	2	2
127	и другое	2	2
128	кроме того	3	2
129	она не	3	2
130	на первый	3	2
131	не происходит	3	2
132	даже в	2	2
133	не так	2	2
134	он был	2	2
135	один из	3	2
136	и тем	4	2
137	не будет	5	2
138	ни в	2	2
139	ее в	6	2
140	со стороны	3	2
141	а именно	9	2
142	его не	2	2
143	становится и	2	2
144	должны были	2	2
145	и других	3	2
146	превращается в	7	2
147	тем самым	2	2
148	не имеет	2	2
149	и по	4	2
150	с ними	2	2
151	и то	3	2
152	их в	3	2
153	сказать что	3	2
154	и от	3	2
155	при помощи	3	2
156	и это	8	2
157	из этого	3	2
158	и этим	5	2
159	потому что	13	2
160	как это	5	2
161	с ним	8	2
162	отметить что	2	2
163	та же	3	2
164	из него	2	2
