N	2gram	Vygotskiy__6	Literetu
1	а не	3	20
2	и в	28	19
3	может быть	13	17
4	то же	7	12
5	и не	11	11
6	в том	28	10
7	как и	6	10
8	но и	10	10
9	состоит в	2	9
10	не может	19	9
11	в этом	27	9
12	в то	6	9
13	с другой	2	8
14	не только	16	8
15	том что	19	7
16	то что	28	7
17	так и	6	7
18	и т.д	3	7
19	не менее	2	6
20	в себе	4	6
21	при этом	3	6
22	и на	5	6
23	для всех	2	5
24	я не	4	5
25	у нас	2	5
26	но не	10	5
27	в качестве	4	5
28	он не	7	5
29	на фоне	3	5
30	вместе с	7	5
31	того что	24	5
32	что в	17	4
33	в частности	4	4
34	в сфере	12	4
35	прежде всего	2	4
36	не в	4	4
37	того же	7	4
38	для него	6	4
39	в его	3	4
40	еще в	2	4
41	один из	3	4
42	и других	7	4
43	так что	6	4
44	другой стороны	2	4
45	мы не	6	4
46	по отношению	10	4
47	тем что	8	4
48	точки зрения	13	4
49	в области	6	4
50	никогда не	8	3
51	в себя	3	3
52	что он	18	3
53	в нем	7	3
54	по существу	2	3
55	и как	6	3
56	одним из	2	3
57	но это	2	3
58	в этой	5	3
59	этот путь	2	3
60	в сущности	7	3
61	во всех	4	3
62	и др	2	3
63	не с	2	3
64	отношению к	10	3
65	себе и	2	3
66	в их	3	3
67	этом отношении	3	3
68	так как	10	3
69	но с	2	3
70	тем самым	8	3
71	с точки	10	3
72	как на	3	3
73	а в	2	3
74	и его	3	3
75	и то	4	3
76	в данном	2	3
77	в другом	2	3
78	на этом	4	2
79	к жизни	4	2
80	же как	6	2
81	с тем	5	2
82	у него	2	2
83	в нашем	4	2
84	для этого	2	2
85	в них	3	2
86	с этой	2	2
87	в конце	2	2
88	в одном	2	2
89	в каждом	3	2
90	в такой	2	2
91	из того	5	2
92	и к	6	2
93	слово не	2	2
94	для нас	2	2
95	этом случае	2	2
96	очевидно что	3	2
97	до конца	3	2
98	еще не	8	2
99	было бы	9	2
100	к объекту	14	2
101	не по	3	2
102	как бы	11	2
103	что и	4	2
104	все же	2	2
105	в целом	3	2
106	из них	2	2
107	могут быть	5	2
108	мысли и	2	2
109	как раз	6	2
110	и только	3	2
111	той же	4	2
112	но только	2	2
113	и что	6	2
114	для того	8	2
115	и наконец	2	2
116	не станем	2	2
117	речь в	2	2
118	друг друга	4	2
119	не видит	2	2
120	не знает	3	2
121	в своих	3	2
122	то в	5	2
123	потому что	22	2
124	в основе	3	2
125	но как	3	2
126	что я	2	2
127	ту же	3	2
128	что нам	2	2
129	представляет собой	3	2
130	в каждой	4	2
131	как это	3	2
132	с ним	2	2
133	но в	5	2
