N	2gram	Losev_Vlad_1	Problema
1	и в	31	30
2	в своей	4	22
3	то есть	3	21
4	то что	18	18
5	не только	24	18
6	том что	14	17
7	в этом	14	17
8	и даже	15	14
9	но и	19	13
10	таким образом	3	13
11	потому что	11	13
12	в том	11	12
13	в его	12	12
14	и не	17	12
15	а именно	2	12
16	также и	10	12
17	о том	11	12
18	в своем	4	11
19	у него	15	11
20	так что	10	11
21	в виде	3	10
22	для нас	4	10
23	точки зрения	2	10
24	в этой	4	10
25	все же	3	9
26	сказать что	7	9
27	но в	12	9
28	и вообще	4	9
29	только в	9	9
30	и все	4	9
31	в конце	9	8
32	вовсе не	5	8
33	никак не	4	8
34	хотя и	4	8
35	никогда не	9	7
36	что он	12	7
37	у нас	6	7
38	как и	4	7
39	в дальнейшем	8	7
40	но не	3	7
41	может быть	6	7
42	вместе с	3	7
43	так и	6	7
44	в связи	3	7
45	не в	5	7
46	здесь не	3	7
47	в результате	2	7
48	с другой	3	6
49	можно сказать	6	6
50	уже не	3	6
51	и как	4	6
52	несмотря на	4	6
53	и для	2	6
54	конце концов	3	6
55	в нем	4	6
56	что и	5	6
57	другой стороны	3	6
58	тут же	7	6
59	и что	6	6
60	а в	9	6
61	и его	7	6
62	и на	3	6
63	мы читаем	2	6
64	так как	8	6
65	не менее	2	5
66	нисколько не	2	5
67	с тем	2	5
68	что в	14	5
69	что у	4	5
70	в которой	4	5
71	тем не	2	5
72	в самом	2	5
73	и о	2	5
74	еще в	4	5
75	для себя	2	5
76	не может	6	5
77	в году	30	5
78	и у	4	5
79	и притом	3	5
80	что этот	3	5
81	и то	10	5
82	но он	5	5
83	он и	6	5
84	как раз	7	5
85	за это	2	5
86	и с	14	5
87	если не	3	4
88	еще и	7	4
89	в частности	2	4
90	отнюдь не	3	4
91	но даже	2	4
92	ни в	2	4
93	ясно что	2	4
94	об этом	7	4
95	при этом	2	4
96	того же	6	4
97	было бы	2	4
98	и сам	6	4
99	в качестве	6	4
100	разного рода	6	4
101	а с	5	4
102	в период	5	4
103	и к	6	4
104	не мог	3	4
105	и он	3	4
106	необходимо сказать	2	4
107	даже и	9	4
108	под названием	2	4
109	в себе	4	4
110	в то	8	4
111	из этого	2	4
112	едва ли	3	4
113	учение о	2	3
114	он сам	2	3
115	в отношении	3	3
116	о котором	2	3
117	но только	3	3
118	что его	4	3
119	в начале	3	3
120	что они	3	3
121	тот же	3	3
122	совсем не	4	3
123	то время	2	3
124	указывает на	2	3
125	еще не	2	3
126	для того	2	3
127	обратить внимание	2	3
128	он не	10	3
129	а также	5	3
130	жизнь в	2	3
131	на первом	2	3
132	того что	2	3
133	и никогда	2	3
134	к нему	4	3
135	жизнь и	3	3
136	он в	3	3
137	что касается	3	3
138	этом смысле	4	3
139	и который	2	3
140	с ним	5	3
141	я не	4	2
142	мы будем	2	2
143	уже и	2	2
144	по этому	2	2
145	в них	2	2
146	хотя бы	2	2
147	как в	3	2
148	уже в	7	2
149	раз и	3	2
150	один из	4	2
151	к этому	6	2
152	и был	6	2
153	на то	5	2
154	к тому	3	2
155	то же	6	2
156	как мы	9	2
157	он был	14	2
158	да и	4	2
159	по существу	2	2
160	мы и	4	2
161	него не	3	2
162	кроме того	7	2
163	по поводу	12	2
164	в это	2	2
165	жизни и	5	2
166	на его	3	2
167	такого рода	4	2
168	конечно не	2	2
169	иной раз	6	2
170	всяком случае	2	2
171	в котором	6	2
172	из них	2	2
173	когда он	5	2
174	и за	2	2
175	на него	3	2
176	и до	2	2
177	все что	2	2
178	и речи	3	2
179	он пишет	3	2
180	отношение к	3	2
181	и свое	2	2
182	то и	2	2
183	своего сына	2	2
184	все эти	3	2
185	всякого рода	2	2
186	он говорит	2	2
187	того чтобы	2	2
188	в те	8	2
189	свидетельствует о	3	2
190	в науке	3	2
191	и тут	2	2
192	по его	2	2
193	во всяком	2	2
194	больше чем	2	2
195	тем что	2	2
196	и сейчас	2	2
197	и просто	3	2
198	это время	3	2
199	обстоятельство что	2	2
200	по своей	4	2
201	его на	2	2
202	дело в	4	2
203	те времена	5	2
204	в чем	2	2
205	ничего не	3	2
206	это конечно	3	2
