N	2gram	Losev_Vlad_1	Myslijsy
1	потому что	11	46
2	то есть	3	34
3	в том	11	32
4	и в	31	30
5	может быть	6	28
6	то же	6	23
7	не только	24	21
8	только в	9	21
9	для нас	4	20
10	но и	19	19
11	том что	14	18
12	то что	18	18
13	того что	2	18
14	что в	14	17
15	в себе	4	16
16	не в	5	15
17	и не	17	15
18	таким образом	3	14
19	что и	5	13
20	так как	8	13
21	вместе с	3	12
22	а в	9	12
23	так и	6	11
24	как и	4	10
25	как в	3	10
26	и что	6	10
27	в этом	14	10
28	в то	8	10
29	из этих	2	9
30	для него	7	9
31	было бы	2	9
32	в нем	4	9
33	в самом	2	8
34	только что	2	8
35	что мы	2	8
36	и то	10	8
37	с другой	3	7
38	вовсе не	5	7
39	к тому	3	7
40	как мы	9	7
41	так что	10	7
42	с тем	2	7
43	но не	3	7
44	тем самым	2	7
45	тем что	2	7
46	и теперь	4	6
47	что он	12	6
48	но это	3	6
49	из них	2	6
50	указывает на	2	6
51	то и	2	6
52	не может	6	6
53	там же	13	6
54	уже не	3	6
55	с ним	5	6
56	же с	11	6
57	уже в	7	5
58	в них	2	5
59	в каком	2	5
60	и как	4	5
61	же время	4	5
62	в своем	4	5
63	еще не	2	5
64	не менее	2	5
65	как на	2	5
66	сказать что	7	5
67	и т	2	5
68	что я	2	5
69	к ней	4	5
70	и от	5	4
71	все это	5	4
72	все что	2	4
73	то время	2	4
74	в его	12	4
75	в котором	6	4
76	тем более	2	4
77	один из	4	4
78	другой стороны	3	4
79	на это	2	4
80	и его	7	4
81	он не	10	4
82	не было	5	4
83	если не	3	4
84	для того	2	4
85	и по	8	4
86	что для	4	4
87	по поводу	12	4
88	мы должны	2	4
89	и это	2	4
90	и потому	6	4
91	для меня	4	4
92	место в	2	3
93	и все	4	3
94	что все	2	3
95	к этому	6	3
96	тем не	2	3
97	а к	22	3
98	более или	3	3
99	можно сказать	6	3
100	при этом	2	3
101	никак не	4	3
102	что она	2	3
103	для себя	2	3
104	в целом	3	3
105	с и	2	3
106	на него	3	3
107	со стороны	2	3
108	или менее	3	3
109	только на	3	3
110	т д	2	3
111	того чтобы	2	3
112	к нему	4	3
113	и на	3	3
114	это можно	3	3
115	образом в	2	3
116	в начале	3	3
117	и вообще	4	3
118	ответ на	2	3
119	в чем	2	3
120	в которой	4	3
121	это было	6	3
122	прибавить что	2	3
123	нужно прибавить	2	2
124	во многом	2	2
125	во время	3	2
126	время и	2	2
127	не были	2	2
128	об этом	7	2
129	со своей	3	2
130	от нее	2	2
131	так например	2	2
132	не столько	2	2
133	он как	3	2
134	на все	2	2
135	его к	2	2
136	на то	5	2
137	отношение к	3	2
138	ему в	2	2
139	одной из	2	2
140	что с	2	2
141	в этой	4	2
142	что они	3	2
143	от него	2	2
144	по своему	3	2
145	но как	5	2
146	у него	15	2
147	но что	3	2
148	и тот	2	2
149	несмотря на	4	2
150	этого последнего	2	2
151	и мы	2	2
152	и если	5	2
153	на его	3	2
154	выше мы	2	2
155	он говорит	2	2
156	том чтобы	2	2
157	и о	2	2
158	мы уже	7	2
159	в свое	5	2
160	но этот	3	2
161	за пределы	3	2
162	даже в	2	2
163	собственно говоря	3	2
164	но мы	2	2
165	его жизни	6	2
166	все же	3	2
167	в свой	2	2
168	жизни и	5	2
169	в своей	4	2
170	и до	2	2
171	что же	5	2
172	мысли и	4	2
173	в нас	4	2
174	в виде	3	2
175	а с	5	2
176	на свою	3	2
177	это и	2	2
178	к своему	3	2
179	но только	3	2
180	что такое	2	2
181	и даже	15	2
182	и притом	3	2
183	той же	2	2
184	тут же	7	2
185	ни в	2	2
186	с в	3	2
187	точки зрения	2	2
188	то он	6	2
189	у меня	2	2
190	о том	11	2
191	и с	14	2
