N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	22
2	мы имеем	2	19
3	в этом	15	17
4	и т	14	16
5	что в	7	15
6	не только	9	14
7	но и	9	12
8	и не	42	12
9	и пр	2	11
10	может быть	26	11
11	в этих	2	11
12	или в	2	11
13	еще не	7	10
14	таким образом	10	10
15	но в	4	10
16	что он	2	9
17	в нем	15	9
18	что и	2	9
19	в том	8	9
20	том что	3	8
21	как мы	7	8
22	другой стороны	4	7
23	с другой	7	7
24	к этому	2	7
25	но не	12	7
26	то что	8	7
27	и здесь	2	7
28	мы должны	2	7
29	там где	6	7
30	связи с	2	6
31	в них	5	6
32	это не	5	6
33	не вполне	2	6
34	не все	2	6
35	связь с	3	6
36	а в	6	6
37	то же	5	6
38	а не	5	6
39	мы можем	6	6
40	ничего не	6	6
41	если бы	3	6
42	не менее	4	5
43	в частности	2	5
44	тем не	3	5
45	все же	6	5
46	он не	3	5
47	здесь мы	2	5
48	того что	2	5
49	к нему	10	5
50	могут быть	5	5
51	в некоторых	2	5
52	и другие	2	4
53	не всегда	6	4
54	как это	2	4
55	у нас	2	4
56	не в	7	4
57	в дальнейшем	3	4
58	в пределах	6	4
59	только в	13	4
60	на этом	2	4
61	в свою	2	4
62	она не	2	4
63	они не	3	4
64	отношение к	10	4
65	мы здесь	4	4
66	и его	16	4
67	и на	3	4
68	в данном	4	4
69	не может	27	4
70	тем что	2	4
71	все эти	5	4
72	в других	4	4
73	и с	17	4
74	я не	2	3
75	и от	3	3
76	и все	3	3
77	прежде всего	13	3
78	можно только	6	3
79	от них	2	3
80	и к	3	3
81	как и	7	3
82	и как	8	3
83	но это	3	3
84	все что	3	3
85	было бы	8	3
86	мы увидим	3	3
87	в его	43	3
88	никогда не	5	3
89	в целом	3	3
90	не будем	3	3
91	данном случае	4	3
92	в связи	2	3
93	и у	2	3
94	его не	2	3
95	с ними	4	3
96	сказать что	4	3
97	их и	2	3
98	и ее	2	3
99	далеко не	5	3
100	о том	4	3
101	его в	9	3
102	здесь не	4	3
103	в чем	2	3
104	как только	3	2
105	не было	2	2
106	независимо от	13	2
107	и есть	2	2
108	и др	8	2
109	характерно для	2	2
110	связь и	2	2
111	вовсе не	2	2
112	но конечно	4	2
113	в тех	3	2
114	можно сказать	2	2
115	как таковой	2	2
116	ни в	11	2
117	от него	3	2
118	и более	2	2
119	но они	4	2
120	одна из	2	2
121	с одной	3	2
122	как в	4	2
123	при этом	5	2
124	с миром	4	2
125	не дает	2	2
126	одной стороны	3	2
127	совершенно не	7	2
128	например в	3	2
129	и о	5	2
130	да и	3	2
131	хотя и	3	2
132	в ней	4	2
133	и потому	4	2
134	относится к	4	2
135	и он	2	2
136	в котором	2	2
137	для нее	8	2
138	не имеет	9	2
139	не с	4	2
140	отношению к	19	2
141	и это	3	2
142	но она	2	2
143	так и	5	2
144	не имеют	2	2
145	по отношению	21	2
146	в своем	5	2
147	в особенности	2	2
148	на самом	4	2
149	и что	2	2
150	что не	4	2
151	и даже	3	2
152	есть только	2	2
153	и для	11	2
154	дело с	6	2
155	между тем	7	2
156	в виде	2	2
157	точки зрения	8	2
158	в другом	2	2
159	в то	4	2
160	где находится	2	2
161	большинстве случаев	5	2
162	в него	2	2
