N	3gram	Vygotskiy__5	Vvedenie
1	для того чтобы	14	20
2	о том что	4	12
3	в том что	11	12
4	не может быть	3	8
5	в самом деле	2	6
6	до сих пор	3	6
7	мере в какой	3	5
8	той мере в	3	5
9	с другой стороны	2	5
10	в той мере	3	5
11	на этот вопрос	4	4
12	с одной стороны	3	4
13	можно было бы	3	4
14	по сравнению с	5	4
15	само по себе	2	4
16	в этом случае	3	4
17	в этом отношении	5	4
18	по отношению к	12	4
19	именно в этом	2	3
20	в свое время	2	3
21	можно сказать что	5	3
22	как мы видели	2	3
23	вместе с тем	2	3
24	сама по себе	4	3
25	что представляет собой	2	3
26	в известном смысле	7	3
27	вопрос о том	3	3
28	заключается в том	5	3
29	но все же	2	3
30	не до конца	2	2
31	в другом месте	4	2
32	ответ на этот	2	2
33	самой своей природе	2	2
34	вообще не может	2	2
35	с точки зрения	9	2
36	то же самое	4	2
37	по самой своей	2	2
38	состоит в том	3	2
39	на вопрос о	3	2
40	тем или иным	2	2
41	подобно тому как	4	2
42	потому что он	5	2
