N	2gram	Trubetskoy_1	Problema
1	и в	26	44
2	и не	8	35
3	то есть	4	34
4	может быть	10	28
5	потому что	7	25
6	то что	7	23
7	в том	11	21
8	только в	4	19
9	а не	5	18
10	в этом	15	17
11	сказать что	2	16
12	и даже	3	14
13	не только	10	14
14	не в	2	13
15	то же	4	13
16	так что	3	12
17	той или	2	12
18	но в	7	12
19	том что	7	12
20	не менее	3	10
21	но и	9	10
22	в виду	2	10
23	тем не	3	10
24	так и	6	10
25	и от	4	9
26	в нем	4	9
27	не имеет	5	9
28	и с	10	9
29	же самое	2	9
30	как бы	12	9
31	так как	9	9
32	что он	4	9
33	в то	4	9
34	в его	5	9
35	что и	6	9
36	во всяком	6	9
37	и это	2	9
38	таким образом	22	9
39	что в	9	8
40	или иной	2	8
41	того что	3	8
42	что мы	2	8
43	он не	4	8
44	в себе	6	8
45	связи с	9	8
46	с другой	8	7
47	не может	4	7
48	в связи	3	7
49	уже не	3	7
50	все эти	6	7
51	и что	4	7
52	мы должны	6	7
53	и потому	6	7
54	ничего общего	2	7
55	никогда не	5	6
56	для этого	2	6
57	то ни	2	6
58	можно сказать	3	6
59	и если	3	6
60	но если	2	6
61	всяком случае	6	6
62	жизни и	2	6
63	и только	4	6
64	ясно что	3	6
65	и к	5	6
66	о том	6	6
67	все же	6	6
68	мы можем	2	6
69	в виде	4	6
70	не было	2	5
71	в конце	6	5
72	крайней мере	5	5
73	с тем	18	5
74	как о	3	5
75	все это	6	5
76	в своем	3	5
77	а в	4	5
78	точки зрения	13	5
79	и здесь	2	5
80	по крайней	5	5
81	в таком	3	5
82	еще не	2	5
83	и о	3	5
84	с ней	3	5
85	так же	5	5
86	при этом	3	4
87	отличается от	2	4
88	и является	2	4
89	бы то	2	4
90	а также	2	4
91	на этот	4	4
92	или по	2	4
93	уже в	2	3
94	же как	3	3
95	и другие	3	3
96	что это	3	3
97	из себя	2	3
98	точно так	3	3
99	прежде всего	2	3
100	на то	2	3
101	к тому	6	3
102	ни было	2	3
103	и как	3	3
104	но все	7	3
105	в этой	4	3
106	для него	3	3
107	случае не	3	3
108	в самом	4	3
109	и больше	2	3
110	быть даже	2	3
111	с этой	3	3
112	в которых	4	3
113	конце концов	3	3
114	очень много	2	3
115	если бы	3	3
116	но не	8	3
117	в качестве	3	3
118	общего с	2	3
119	быть и	2	3
120	из этого	2	3
121	иной раз	2	3
122	если не	2	3
123	и все	2	3
124	и тогда	4	3
125	хотя бы	3	3
126	то или	2	3
127	с другими	4	3
128	или иное	2	2
129	именно в	2	2
130	в этих	4	2
131	в отношении	6	2
132	того же	6	2
133	что все	4	2
134	самой этой	2	2
135	до сих	5	2
136	и нет	3	2
137	в котором	4	2
138	при таком	2	2
139	из них	7	2
140	с одной	7	2
141	что оно	4	2
142	этой точки	2	2
143	и по	4	2
144	его не	2	2
145	как на	8	2
146	к одной	2	2
147	в результате	3	2
148	в начале	2	2
149	мы имеем	2	2
150	в самой	2	2
151	но когда	2	2
152	очень мало	4	2
153	по существу	2	2
154	мы видели	2	2
155	и при	3	2
156	по своему	2	2
157	том виде	2	2
158	и после	2	2
159	во всех	2	2
160	и особенно	2	2
161	по сравнению	2	2
162	когда он	3	2
163	в процессе	2	2
164	вместе с	15	2
165	сих пор	5	2
166	только что	2	2
167	а с	7	2
168	и сами	2	2
169	из которых	4	2
170	и у	8	2
171	и для	5	2
172	с точки	6	2
173	у них	3	2
174	ничем не	4	2
175	еще на	2	2
176	но с	3	2
177	он в	2	2
178	сравнению с	2	2
179	в которой	3	2
180	из него	2	2
