N	3gram	Potebnia_M_1	Psycholo
1	для того чтобы	2	19
2	в том что	13	14
3	с одной стороны	3	12
4	мы увидим что	3	6
5	к тому что	2	6
6	с другой стороны	5	5
7	заключает в себе	2	4
8	не только не	2	4
9	и как бы	3	4
10	и что в	3	3
11	таким образом что	2	3
12	с самого начала	3	3
13	на этот вопрос	2	3
14	и т д	4	3
15	с тем что	3	3
16	и т п	2	3
17	по его мнению	4	2
18	друг от друга	2	2
19	одного и того	2	2
20	и того же	2	2
21	не что иное	2	2
22	с точки зрения	3	2
23	и той же	3	2
24	в том и	2	2
25	не может быть	9	2
26	что иное как	2	2
27	не только в	3	2
28	само по себе	4	2
29	потому что в	4	2
30	все то что	2	2
31	одной и той	3	2
