N	2gram	Voloshinov_1	Problemy
1	и в	12	35
2	как бы	13	31
3	и не	10	27
4	в его	2	21
5	но в	5	19
6	не может	16	18
7	как и	5	18
8	в нем	6	16
9	то же	5	15
10	и все	2	15
11	но и	3	14
12	для него	3	14
13	может быть	14	14
14	все это	3	14
15	и его	13	14
16	в этом	4	14
17	к нему	4	13
18	он не	2	13
19	прежде всего	8	12
20	и с	3	12
21	и к	4	12
22	в пределах	3	11
23	в то	2	11
24	слова и	6	11
25	не в	4	10
26	самом деле	3	10
27	не только	4	10
28	то что	5	10
29	героя и	5	10
30	в отношении	2	9
31	на самом	4	9
32	так и	4	8
33	себя и	2	8
34	к герою	3	8
35	все же	4	8
36	и слово	2	8
37	и для	3	8
38	так же	3	7
39	и наконец	3	7
40	точки зрения	14	7
41	с ним	3	7
42	с его	2	7
43	еще не	3	7
44	отношению к	11	7
45	отношении к	3	7
46	там где	2	7
47	таким образом	12	7
48	что в	2	6
49	но это	2	6
50	и что	2	6
51	отношение к	4	6
52	в самом	4	6
53	и на	4	6
54	но не	2	6
55	по отношению	11	6
56	только в	6	6
57	в том	6	5
58	да и	3	5
59	как к	3	5
60	на него	2	5
61	как в	5	5
62	внутренней речи	3	5
63	и то	2	5
64	в себе	3	5
65	все время	6	4
66	никогда не	5	4
67	с другой	4	4
68	в такой	3	4
69	но зато	2	4
70	сливается с	2	4
71	но все	2	4
72	до конца	2	4
73	между тем	3	4
74	и так	2	4
75	ведь и	3	4
76	его в	4	4
77	так как	9	4
78	в них	3	4
79	по себе	3	4
80	в своей	3	4
81	только на	3	4
82	а не	5	4
83	что не	4	4
84	в творчестве	3	4
85	в чем	2	4
86	уже в	2	3
87	то ни	3	3
88	его к	2	3
89	такой же	2	3
90	словом и	2	3
91	ни было	4	3
92	тому же	2	3
93	в виду	5	3
94	бы то	3	3
95	другой стороны	2	3
96	в форме	2	3
97	все эти	3	3
98	это как	3	3
99	того что	3	3
100	это не	2	3
101	для других	2	3
102	сказать что	7	3
103	нуждается в	3	3
104	в котором	3	3
105	том что	5	3
106	со словом	2	3
107	одно и	2	3
108	за пределы	4	3
109	что и	2	3
110	когда он	3	3
111	уже не	4	3
112	ничего не	2	3
113	не менее	3	2
114	в душе	2	2
115	в этих	2	2
116	с этой	2	2
117	ни в	3	2
118	но что	2	2
119	при этом	6	2
120	совпадает с	2	2
121	можем сказать	2	2
122	речи в	2	2
123	к слову	2	2
124	в своем	2	2
125	те же	2	2
126	и по	3	2
127	но для	3	2
128	в ней	6	2
129	ни на	2	2
130	о том	3	2
131	слово в	3	2
132	и та	2	2
133	в жизни	5	2
134	этих двух	2	2
135	конечно в	2	2
136	но конечно	2	2
137	точек зрения	3	2
138	конечно не	3	2
139	вместе с	2	2
140	быть и	3	2
141	бы не	2	2
142	хотя бы	5	2
143	с точки	2	2
144	с другими	2	2
145	мы можем	2	2
146	и вообще	3	2
147	и самое	2	2
148	из этого	3	2
