N	2gram	Propp_Isto_2	Myslijsy
1	потому что	9	52
2	и в	15	39
3	может быть	17	27
4	в том	6	26
5	только в	6	25
6	что в	12	22
7	не может	5	22
8	а не	5	21
9	так как	14	21
10	не только	18	21
11	в нем	7	20
12	но и	14	20
13	и не	11	18
14	том что	7	16
15	так что	6	16
16	не в	7	15
17	в этом	11	15
18	отношению к	3	13
19	так и	5	13
20	по отношению	3	13
21	в себе	4	13
22	таким образом	7	13
23	было бы	5	12
24	точно так	6	11
25	мы не	3	10
26	то что	12	10
27	как в	5	10
28	и что	6	10
29	могут быть	2	9
30	для нас	4	9
31	как и	2	9
32	тем что	4	9
33	но в	6	9
34	в одном	5	8
35	но не	2	8
36	вместе с	7	8
37	того что	3	8
38	с другой	2	7
39	в ней	4	7
40	с этим	5	7
41	это не	2	7
42	в этих	11	7
43	по мере	3	6
44	еще не	9	6
45	как бы	6	6
46	что и	6	6
47	все же	9	6
48	и т	19	6
49	то же	10	6
50	при этом	4	6
51	и по	2	6
52	того как	4	6
53	зависит от	2	5
54	с тем	9	5
55	но это	4	5
56	что при	5	5
57	в его	6	5
58	то это	6	5
59	другой стороны	2	5
60	во всех	2	5
61	так же	13	5
62	а в	12	5
63	и для	2	5
64	и его	3	5
65	никогда не	15	4
66	тем самым	2	4
67	вопрос о	4	4
68	прежде всего	5	4
69	мы видели	2	4
70	мы видим	8	4
71	к тому	5	4
72	увидим что	3	4
73	т д	18	4
74	не было	2	4
75	тому как	3	4
76	из этих	3	4
77	что мы	3	4
78	что это	6	3
79	и это	3	3
80	в жизни	2	3
81	показывает что	4	3
82	самого начала	2	3
83	мере того	2	3
84	как она	4	3
85	с самого	2	3
86	в этой	4	3
87	оно и	2	3
88	мы увидим	8	3
89	она не	5	3
90	одной стороны	3	3
91	в другой	4	3
92	и их	2	3
93	в состоянии	3	3
94	связи с	8	3
95	на него	5	3
96	с одной	4	3
97	хотя в	3	3
98	не мог	3	3
99	к этой	4	3
100	той же	2	3
101	и то	2	3
102	сказать что	2	3
103	одно из	2	3
104	он не	8	3
105	подобно тому	3	3
106	мы должны	4	3
107	то не	2	3
108	к которому	5	3
109	и с	4	3
110	слова в	2	2
111	могла бы	2	2
112	нисколько не	2	2
113	и более	2	2
114	и есть	5	2
115	но он	4	2
116	он должен	2	2
117	но с	2	2
118	ключ к	2	2
119	связь с	4	2
120	и вместе	2	2
121	уже с	2	2
122	на то	3	2
123	не что	2	2
124	но если	3	2
125	о его	2	2
126	но все	5	2
127	то чего	3	2
128	после этого	4	2
129	и может	2	2
130	того чтобы	2	2
131	мог бы	3	2
132	мы в	2	2
133	в сущности	2	2
134	между прочим	3	2
135	и если	2	2
136	к ней	2	2
137	в виду	2	2
138	не все	2	2
139	с ее	2	2
140	в их	3	2
141	не могла	2	2
142	и только	2	2
143	в разных	2	2
144	или в	2	2
145	хотя бы	2	2
146	в таких	2	2
147	иное как	2	2
148	что иное	2	2
149	видно что	6	2
150	как будто	3	2
151	его на	2	2
152	о том	3	2
153	при помощи	2	2
154	нет ничего	2	2
155	так сказать	2	2
156	когда мы	2	2
157	заметить что	2	2
158	в которой	2	2
159	в других	3	2
160	то мы	2	2
161	из него	2	2
162	мы можем	8	2
