N	2gram	Bakhtin_Fr_8	KFilosof
1	может быть	3	43
2	в его	18	39
3	в нем	8	31
4	не может	2	27
5	и не	9	26
6	и в	56	22
7	в котором	2	21
8	в себе	4	21
9	в ее	6	17
10	а не	2	17
11	и его	12	17
12	только в	9	16
13	точки зрения	6	13
14	в этом	14	13
15	ни в	2	12
16	для него	2	12
17	но не	5	12
18	все эти	15	11
19	в своей	2	11
20	не в	3	11
21	к нему	2	11
22	в едином	3	10
23	в своем	3	10
24	это не	2	10
25	все это	8	10
26	во всех	8	10
27	с точки	2	10
28	но и	9	9
29	в их	3	9
30	как бы	11	9
31	и все	6	9
32	и для	2	9
33	не было	5	8
34	если бы	2	8
35	было бы	2	8
36	и здесь	3	7
37	во всем	4	7
38	вовсе не	6	7
39	конечно не	4	7
40	что и	3	7
41	то что	3	7
42	в том	13	6
43	но это	2	6
44	момент в	2	6
45	в мире	2	6
46	этот момент	2	6
47	и их	8	6
48	он не	5	6
49	уже не	3	6
50	никогда не	5	5
51	то же	11	5
52	его как	2	5
53	в основе	4	5
54	его в	2	5
55	с ним	2	5
56	но в	6	5
57	как и	5	5
58	не только	8	5
59	все же	2	5
60	там где	3	5
61	времени и	4	4
62	что в	5	4
63	ни было	2	4
64	здесь мы	3	4
65	при этом	4	4
66	к ним	2	4
67	в своих	4	4
68	между тем	3	4
69	в одном	2	4
70	не как	2	4
71	мира и	2	4
72	том что	8	4
73	это мир	2	4
74	во всей	2	4
75	а в	2	4
76	в каком	2	4
77	и т.д	3	4
78	бы и	2	3
79	что это	4	3
80	до конца	11	3
81	нем и	2	3
82	себе и	2	3
83	был бы	3	3
84	здесь нет	3	3
85	рядом с	3	3
86	и на	7	3
87	и совершенно	2	3
88	людей и	2	3
89	в ней	4	3
90	в то	12	3
91	о том	4	3
92	мы не	2	3
93	всех этих	3	3
94	по своему	8	3
95	еще не	10	3
96	на самом	2	3
97	культуры и	2	3
98	самом деле	2	3
99	для того	2	3
100	в другом	3	3
101	то ни	2	2
102	прежде всего	6	2
103	его к	3	2
104	и конечно	2	2
105	и как	2	2
106	чтобы стать	2	2
107	совсем не	2	2
108	же время	10	2
109	события и	2	2
110	его жизни	2	2
111	вся эта	2	2
112	как к	2	2
113	и других	4	2
114	все остальные	2	2
115	потому что	6	2
116	на волю	3	2
117	он и	2	2
118	той или	2	2
119	события так	2	2
120	с его	5	2
121	и то	2	2
122	с тем	2	2
123	из нее	2	2
124	к этому	2	2
125	что он	2	2
126	конечно в	2	2
127	смыслу и	2	2
128	бы то	2	2
129	в качестве	4	2
130	и потому	4	2
131	и эти	2	2
132	дело не	2	2
133	живы в	2	2
134	в процессе	5	2
135	так и	13	2
136	в ту	4	2
137	в виде	2	2
138	того чтобы	4	2
139	и эта	2	2
140	в данном	2	2
141	в этой	6	2
142	дело в	2	2
143	не потому	2	2
144	в области	5	2
