N	2gram	Voloshinov_2	Myslijsy
1	то есть	2	42
2	и в	19	39
3	в языке	7	33
4	может быть	28	27
5	в том	7	26
6	только в	8	25
7	что в	2	22
8	не может	18	22
9	а не	9	21
10	так как	3	21
11	не только	13	21
12	в нем	11	20
13	но и	10	20
14	и не	19	18
15	языка и	15	17
16	том что	10	16
17	не в	10	15
18	в этом	15	15
19	если бы	11	14
20	отношению к	8	13
21	так и	10	13
22	по отношению	8	13
23	в себе	4	13
24	таким образом	14	13
25	было бы	4	12
26	в душе	4	11
27	мы не	2	10
28	по себе	3	10
29	что не	2	10
30	не есть	3	10
31	то что	4	10
32	речи и	13	10
33	могут быть	3	9
34	как и	9	9
35	мысли и	3	9
36	тем что	2	9
37	но в	7	9
38	но не	2	8
39	вместе с	2	8
40	того что	4	8
41	в слове	4	8
42	о происхождении	2	8
43	точки зрения	17	8
44	происхождении языка	2	7
45	с другой	3	7
46	язык как	6	7
47	должно быть	3	7
48	в ней	3	7
49	в истории	3	7
50	с этим	3	7
51	должны быть	2	7
52	это не	4	7
53	в этих	3	7
54	независимо от	2	6
55	по мере	4	6
56	и как	6	6
57	еще не	3	6
58	как бы	19	6
59	что и	3	6
60	все же	5	6
61	бы не	2	6
62	то же	16	6
63	при этом	9	6
64	языка в	3	6
65	в каком	3	6
66	язык не	3	5
67	языка не	3	5
68	вовсе не	11	5
69	языка как	9	5
70	и потому	2	5
71	в его	5	5
72	во всех	6	5
73	не имеют	3	5
74	так же	5	5
75	а в	3	5
76	и для	7	5
77	не имеет	3	5
78	друг друга	2	5
79	и его	16	5
80	в таком	7	5
81	не следует	2	5
82	между тем	6	5
83	если же	2	5
84	никогда не	7	4
85	вопрос о	2	4
86	прежде всего	7	4
87	в свою	6	4
88	в смысле	6	4
89	мы видели	4	4
90	от него	2	4
91	свою очередь	5	4
92	же время	8	4
93	для него	9	4
94	слов и	3	4
95	каждый раз	3	4
96	к тому	6	4
97	слова для	3	4
98	не было	3	4
99	и даже	2	4
100	в более	2	4
101	в то	8	4
102	слова и	6	4
103	там где	2	4
104	бы в	4	4
105	находятся в	2	3
106	что это	2	3
107	во внутренней	2	3
108	тому что	4	3
109	столь же	3	3
110	и от	3	3
111	и это	3	3
112	в жизни	2	3
113	из одного	4	3
114	самого начала	5	3
115	с самого	5	3
116	в этой	3	3
117	в своем	2	3
118	в противном	2	3
119	того же	5	3
120	если мы	6	3
121	мы увидим	2	3
122	одной стороны	3	3
123	только на	4	3
124	все более	2	3
125	в своей	3	3
126	и их	4	3
127	история языка	2	3
128	относится к	3	3
129	для того	6	3
130	для себя	4	3
131	и тем	4	3
132	связи с	13	3
133	в самом	6	3
134	восприятия и	2	3
135	или же	2	3
136	то ни	5	3
137	с одной	3	3
138	не так	2	3
139	как на	2	3
140	той же	3	3
141	должна быть	4	3
142	и то	3	3
143	сказать что	4	3
144	во всяком	3	3
145	он не	3	3
146	противном случае	2	3
147	с точки	13	3
148	и все	6	3
149	языка а	2	3
150	и с	2	3
151	но как	2	3
152	слова в	8	2
153	не существует	3	2
154	более и	2	2
155	и более	7	2
156	в единстве	4	2
157	в определении	2	2
158	по крайней	2	2
159	одного и	4	2
160	бы то	4	2
161	на все	2	2
162	связь с	4	2
163	значение и	2	2
164	в собственном	2	2
165	стороны и	2	2
166	на то	4	2
167	а как	4	2
168	как мы	15	2
169	ни было	6	2
170	жизни и	2	2
171	следовательно и	2	2
172	у нас	3	2
173	сравнительно с	2	2
174	не будет	3	2
175	истории языка	3	2
176	того чтобы	6	2
177	если б	3	2
178	в сущности	14	2
179	значительной степени	2	2
180	за пределы	3	2
181	и о	2	2
182	одним из	2	2
183	и следовательно	6	2
184	крайней мере	2	2
185	в живой	2	2
186	в их	5	2
187	только что	3	2
188	тем более	5	2
189	и того	5	2
190	что оно	3	2
191	еще более	2	2
192	ко всем	2	2
193	тем же	4	2
194	речь и	4	2
195	или в	2	2
196	хотя бы	6	2
197	которых и	2	2
198	иное как	2	2
199	мы постараемся	3	2
200	даже и	2	2
201	влияние на	4	2
202	в начале	2	2
203	все то	2	2
204	его к	2	2
205	о том	3	2
206	совершенно справедливо	2	2
207	б мы	2	2
208	таком случае	3	2
209	так сказать	14	2
210	это будет	2	2
211	то мы	2	2
212	из него	2	2
213	мы можем	6	2
