N	2gram	Bakhtin_Fr_1	NovoeSre
1	не может	3	16
2	и в	65	16
3	нового времени	13	12
4	и не	22	11
5	что в	3	9
6	в эпоху	9	9
7	истории и	2	9
8	жизни и	7	8
9	он не	2	8
10	в том	16	8
11	средние века	4	7
12	культуры и	8	7
13	как и	5	7
14	в этом	15	7
15	может быть	6	7
16	с его	5	6
17	никогда не	6	6
18	не знает	6	6
19	не в	4	6
20	но это	3	6
21	в нем	13	5
22	все это	9	5
23	в жизни	4	5
24	культуры в	4	5
25	xix века	5	5
26	и к	4	5
27	в ней	6	5
28	не только	10	5
29	то что	3	4
30	перестает быть	3	4
31	в них	5	4
32	это не	3	4
33	и все	5	4
34	новое время	3	4
35	и для	2	4
36	потому что	5	4
37	по своему	8	4
38	xix и	2	4
39	прежде всего	11	4
40	о том	2	4
41	и потому	10	4
42	к жизни	2	3
43	но и	10	3
44	в средние	4	3
45	в своей	5	3
46	жизни в	5	3
47	с другой	3	3
48	и начало	2	3
49	в духе	8	3
50	во всех	9	3
51	и пр	5	3
52	эти формы	3	3
53	к тому	2	3
54	в ее	3	3
55	в основе	8	3
56	как в	5	3
57	еще не	6	3
58	в наши	2	3
59	наряду с	2	3
60	за пределы	8	3
61	сказать что	6	3
62	в новое	3	3
63	это было	2	3
64	жизни как	3	2
65	времени и	6	2
66	на протяжении	5	2
67	жизнью в	2	2
68	века и	6	2
69	так и	10	2
70	мысли и	4	2
71	и т.п	17	2
72	формы и	7	2
73	и от	2	2
74	мир и	3	2
75	средневековья и	9	2
76	с одной	2	2
77	все эти	10	2
78	этот мир	2	2
79	стремление к	2	2
80	уже не	3	2
81	нет и	2	2
82	роль в	2	2
83	одной стороны	2	2
84	и даже	8	2
85	от всякого	2	2
86	но не	2	2
87	ни к	2	2
88	том что	6	2
89	сама жизнь	3	2
90	связана с	5	2
91	связаны с	3	2
92	есть в	5	2
93	и с	3	2
94	могут быть	2	2
95	и на	11	2
96	не к	2	2
97	в себе	3	2
98	с их	5	2
99	самой жизни	3	2
100	и это	2	2
101	xviii века	2	2
102	мира и	4	2
103	но для	3	2
104	хотя и	2	2
105	но в	14	2
