N	2gram	Vinokur_Ku_2	Myshleni
1	в том	19	28
2	и в	23	28
3	то что	9	28
4	в этом	18	27
5	того что	3	24
6	потому что	25	22
7	не может	9	19
8	том что	11	19
9	таким образом	5	18
10	что он	5	18
11	только в	5	18
12	что в	10	17
13	в силу	7	17
14	не только	20	16
15	так же	4	15
16	по сравнению	2	15
17	может быть	15	13
18	с помощью	7	13
19	сказать что	4	13
20	точки зрения	14	13
21	мы могли	2	12
22	в сфере	3	12
23	и не	16	11
24	как бы	4	11
25	что мы	6	11
26	в отношении	2	10
27	к тому	4	10
28	как мы	3	10
29	но и	7	10
30	от того	4	10
31	так как	15	10
32	но не	6	10
33	того чтобы	11	10
34	с точки	8	10
35	могли бы	2	9
36	было бы	15	9
37	в процессе	3	9
38	никогда не	2	8
39	в самом	12	8
40	мы видели	2	8
41	еще не	5	8
42	тем самым	2	8
43	для того	9	8
44	тем что	3	8
45	того же	3	7
46	если бы	12	7
47	в нем	4	7
48	письменной речи	21	7
49	в сущности	9	7
50	в своем	2	7
51	заключается в	2	7
52	что оно	3	7
53	он не	3	7
54	вместе с	5	7
55	то же	6	7
56	можно было	9	7
57	там где	5	7
58	же как	2	6
59	и что	8	6
60	не имеет	4	6
61	в то	4	6
62	как и	2	6
63	можно сказать	4	6
64	так и	4	6
65	приводит к	5	6
66	как раз	3	6
67	в области	11	6
68	не могут	5	5
69	это не	6	5
70	вопрос о	9	5
71	в пределах	4	5
72	и тем	5	5
73	на этой	4	5
74	языка и	8	5
75	и на	6	5
76	и все	2	5
77	но в	11	5
78	речи и	5	5
79	что все	5	5
80	с тем	2	5
81	в зависимости	4	5
82	зависимости от	5	5
83	того как	2	5
84	могут быть	4	5
85	в этой	6	5
86	я не	5	4
87	именно в	3	4
88	в частности	2	4
89	в нашем	7	4
90	на то	4	4
91	что на	4	4
92	мы знаем	4	4
93	не в	8	4
94	на этом	3	4
95	но что	2	4
96	на этот	2	4
97	целый ряд	5	4
98	с этим	3	4
99	который мы	2	4
100	и следовательно	2	4
101	мы имеем	5	4
102	знаем что	3	4
103	ясно что	5	4
104	в качестве	8	4
105	оно не	2	4
106	что и	3	4
107	в той	2	4
108	той же	2	4
109	и то	5	4
110	за собой	2	3
111	как это	5	3
112	очевидно что	2	3
113	слов и	2	3
114	есть в	3	3
115	отличается от	3	3
116	до конца	3	3
117	в нашей	4	3
118	при этом	2	3
119	хотя и	4	3
120	в их	2	3
121	этом отношении	3	3
122	те же	3	3
123	и по	3	3
124	в своих	2	3
125	образом в	2	3
126	нуждается в	2	3
127	и здесь	5	3
128	на примере	2	3
129	а это	2	3
130	от этого	2	3
131	в них	4	3
132	на фоне	3	3
133	связанные с	2	3
134	представить себе	2	3
135	по себе	10	3
136	это и	3	3
137	связи с	3	3
138	мы должны	2	3
139	один из	5	3
140	в его	5	3
141	для данного	2	3
142	как в	3	3
143	а не	10	3
144	что такое	3	3
145	и его	3	3
146	этот вопрос	6	3
147	ту же	6	3
148	не знает	3	3
149	отношения к	2	3
150	не менее	7	2
151	казалось бы	3	2
152	для этого	3	2
153	с другой	8	2
154	с этой	2	2
155	в конце	4	2
156	это в	2	2
157	была бы	4	2
158	прежде всего	8	2
159	а только	3	2
160	для нас	4	2
161	но это	3	2
162	и более	2	2
163	самом деле	9	2
164	этого вопроса	3	2
165	несмотря на	5	2
166	и от	2	2
167	в возможности	3	2
168	если мы	4	2
169	все это	5	2
170	другой стороны	7	2
171	в связи	4	2
172	мы говорим	2	2
173	которых мы	2	2
174	все эти	12	2
175	этой области	4	2
176	но только	4	2
177	на том	2	2
178	с ними	2	2
179	в которых	2	2
180	что у	2	2
181	состоит в	2	2
182	у него	3	2
183	языка в	3	2
184	этом смысле	5	2
185	различие между	3	2
186	этом случае	2	2
187	у нас	12	2
188	по существу	5	2
189	последнее время	3	2
190	чем в	3	2
191	бы сказать	2	2
192	она не	2	2
193	устной и	2	2
194	в своей	2	2
195	что если	2	2
196	этого слова	5	2
197	все же	7	2
198	не на	2	2
199	речи в	6	2
200	а в	3	2
201	уже из	2	2
202	речь в	5	2
203	вот почему	3	2
204	в данном	4	2
205	не хватает	2	2
206	что я	4	2
207	в другом	2	2
208	и вообще	2	2
209	что они	2	2
210	что эта	2	2
