N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	49
2	и в	38	24
3	может быть	23	23
4	то что	6	20
5	и не	20	19
6	а не	6	18
7	в том	11	18
8	что в	7	16
9	по себе	7	15
10	не только	9	15
11	при этом	9	13
12	было бы	6	13
13	не в	15	13
14	в слове	5	13
15	но не	2	12
16	не может	14	12
17	то же	6	12
18	если бы	5	11
19	что и	8	11
20	вместе с	6	11
21	мы не	3	11
22	только в	6	11
23	таким образом	20	11
24	для него	7	10
25	звука и	5	10
26	как в	4	10
27	так как	4	10
28	независимо от	4	9
29	вовсе не	11	9
30	в нем	13	9
31	как бы	4	9
32	но и	13	9
33	то и	3	9
34	а только	2	8
35	а в	6	8
36	том что	2	8
37	и на	3	8
38	в этом	27	8
39	могут быть	6	8
40	не могут	7	7
41	прежде всего	15	7
42	во всяком	5	7
43	всяком случае	5	7
44	сами по	2	7
45	во всех	5	7
46	или же	2	7
47	как и	9	7
48	того что	3	7
49	тем что	8	7
50	с этим	5	7
51	в чем	2	7
52	связи с	13	6
53	с другой	3	6
54	не есть	3	6
55	и как	3	6
56	и т	14	6
57	звук и	2	6
58	не было	6	6
59	не имеет	2	6
60	есть только	2	6
61	между тем	2	6
62	между двумя	2	6
63	в то	5	6
64	и только	5	6
65	слова в	3	5
66	уже в	2	5
67	столь же	2	5
68	с ним	2	5
69	что они	4	5
70	что не	4	5
71	и их	3	5
72	так и	8	5
73	для того	3	5
74	все остальные	2	5
75	с другими	10	5
76	из них	4	5
77	все же	8	5
78	в которой	2	5
79	сам по	3	4
80	место в	3	4
81	главным образом	3	4
82	никогда не	2	4
83	из этих	3	4
84	и звук	2	4
85	что он	5	4
86	уже не	7	4
87	такой же	3	4
88	и другое	2	4
89	в самом	16	4
90	в котором	2	4
91	в некоторых	4	4
92	так в	3	4
93	что оно	4	4
94	тем самым	2	4
95	к другому	2	4
96	в таком	2	4
97	они не	4	4
98	от него	2	4
99	одним словом	4	4
100	там где	4	4
101	том смысле	3	4
102	так сказать	3	4
103	с тем	11	4
104	в других	7	4
105	но в	4	4
106	звуком и	5	3
107	что это	3	3
108	это не	2	3
109	оно не	4	3
110	не как	4	3
111	и от	2	3
112	и все	3	3
113	хотя и	3	3
114	то это	3	3
115	что на	2	3
116	очевидно что	2	3
117	и может	3	3
118	но это	2	3
119	мы в	2	3
120	например в	3	3
121	к другим	2	3
122	в ней	6	3
123	если в	3	3
124	его в	3	3
125	и тем	2	3
126	слова и	7	3
127	в целом	3	3
128	со стороны	2	3
129	находится в	2	3
130	языка и	12	3
131	в языке	6	3
132	т п	9	3
133	мы говорим	4	3
134	т д	5	3
135	если мы	5	3
136	тем же	3	3
137	не так	2	3
138	и для	5	3
139	его не	2	3
140	что для	2	3
141	с ними	2	3
142	вряд ли	2	3
143	и то	2	3
144	от одного	2	3
145	как например	2	3
146	в этих	2	3
147	самый предмет	2	2
148	самого начала	2	2
149	всех этих	3	2
150	время и	3	2
151	этом смысле	2	2
152	как увидим	2	2
153	и его	21	2
154	в какой	3	2
155	превращается в	2	2
156	хотя бы	6	2
157	не столько	4	2
158	и это	2	2
159	а к	2	2
160	предмета в	2	2
161	с нею	2	2
162	языка мы	2	2
163	звук в	3	2
164	между ними	2	2
165	состоит в	2	2
166	к этому	4	2
167	значение и	3	2
168	с его	11	2
169	мы знаем	3	2
170	бы в	5	2
171	но все	3	2
172	все эти	6	2
173	совсем не	2	2
174	перехода от	2	2
175	же время	5	2
176	было в	2	2
177	в общем	5	2
178	в его	10	2
179	для нее	2	2
180	если это	2	2
181	его с	3	2
182	один из	2	2
183	с теми	2	2
184	разница между	2	2
185	слово как	2	2
186	все это	3	2
187	другой стороны	4	2
188	в связи	10	2
189	восприятия и	4	2
190	точке зрения	2	2
191	и других	2	2
192	между звуком	5	2
193	на самом	3	2
194	самом деле	8	2
195	с самого	2	2
196	того чтобы	3	2
197	и по	2	2
198	должно быть	2	2
199	как это	2	2
200	или в	3	2
201	и здесь	3	2
202	их в	2	2
203	сказать что	2	2
204	тому что	2	2
205	ничем не	2	2
206	даже и	4	2
207	не то	3	2
208	на этом	2	2
209	само собою	2	2
210	это было	3	2
