N	2gram	Losev_Prob_3	Myshleni
1	в том	21	42
2	том что	12	35
3	в процессе	2	27
4	таким образом	9	25
5	точки зрения	5	24
6	в этом	17	24
7	в качестве	3	21
8	и в	44	20
9	что в	8	19
10	заключается в	4	18
11	в основе	2	17
12	то же	13	16
13	то что	23	15
14	не только	14	15
15	что они	5	14
16	как мы	8	13
17	с другой	7	12
18	при этом	4	12
19	в их	2	12
20	потому что	25	12
21	может быть	28	12
22	в целом	6	11
23	так же	5	11
24	в его	9	11
25	мы должны	7	11
26	с точки	2	11
27	этого слова	5	11
28	того что	8	10
29	так как	9	10
30	в отношении	2	10
31	если мы	16	10
32	и то	14	10
33	в себе	8	10
34	только в	19	10
35	и другие	3	9
36	мы могли	4	9
37	и как	3	9
38	но и	10	9
39	другой стороны	5	9
40	с одной	2	9
41	могли бы	4	9
42	как это	2	9
43	как и	10	9
44	того же	2	9
45	что и	9	9
46	и не	35	8
47	и тем	9	8
48	и что	7	8
49	в результате	2	8
50	было бы	8	8
51	вместе с	2	8
52	и более	2	7
53	как бы	9	7
54	что мы	8	7
55	же самое	9	7
56	в своей	5	7
57	самом деле	3	7
58	тем самым	5	7
59	а не	18	7
60	тем что	4	7
61	могут быть	2	7
62	уже в	3	6
63	к тому	3	6
64	же как	3	6
65	такого рода	6	6
66	мы видели	2	6
67	в самом	3	6
68	не может	7	6
69	сказать что	16	6
70	его в	3	6
71	с тем	5	6
72	что он	9	6
73	одно и	3	6
74	можно было	4	6
75	перед нами	8	5
76	в частности	2	5
77	никогда не	6	5
78	это не	9	5
79	на то	3	5
80	что такое	3	5
81	не является	11	5
82	если бы	3	5
83	и его	5	5
84	с этим	2	5
85	и к	6	5
86	все же	6	5
87	о том	6	5
88	мы уже	4	5
89	так и	10	5
90	как в	5	5
91	все эти	7	5
92	мы можем	6	5
93	слова и	3	5
94	в нашем	5	4
95	тому что	4	4
96	в своем	5	4
97	первый план	2	4
98	для нас	16	4
99	является не	2	4
100	из них	2	4
101	в первую	3	4
102	и только	6	4
103	что оно	2	4
104	этой точки	2	4
105	друг друга	2	4
106	с этой	3	4
107	и с	9	4
108	нашего исследования	2	4
109	на первый	4	4
110	и при	2	4
111	по своему	2	4
112	первую очередь	3	4
113	этот предмет	2	4
114	по сравнению	2	4
115	только что	2	4
116	во всей	3	4
117	нами в	2	4
118	тем же	2	4
119	не в	13	4
120	и для	2	4
121	во всяком	9	4
122	не менее	10	3
123	в этих	2	3
124	формы и	3	3
125	и от	9	3
126	точно так	3	3
127	что все	2	3
128	а только	5	3
129	это значение	2	3
130	так что	12	3
131	с первого	3	3
132	в этой	3	3
133	но что	2	3
134	первого взгляда	3	3
135	не имеют	4	3
136	которые мы	3	3
137	от того	2	3
138	почти всегда	2	3
139	в условиях	3	3
140	и является	4	3
141	в виду	10	3
142	всяком случае	6	3
143	в связи	7	3
144	именно в	2	3
145	к одной	2	3
146	но в	12	3
147	отнюдь не	10	3
148	в настоящем	3	3
149	сравнению с	2	3
150	и во	2	3
151	этом случае	5	3
152	бы в	2	3
153	по существу	2	3
154	но не	3	3
155	от тех	2	3
156	не являются	2	3
157	мы говорили	2	3
158	только к	2	3
159	себя в	2	3
160	когда он	2	3
161	совершенно не	4	3
162	на этот	4	3
163	нас к	2	3
164	виде и	3	3
165	нас в	4	3
166	ни в	8	3
167	является в	2	3
168	в виде	6	3
169	связи с	8	3
170	ничего общего	7	3
171	в чем	4	3
172	в которой	2	3
173	как только	3	2
174	содержит в	3	2
175	данное слово	5	2
176	мы будем	2	2
177	по типу	2	2
178	отвлеченных понятий	2	2
179	в наших	2	2
180	прежде всего	3	2
181	в настоящее	2	2
182	находятся в	3	2
183	мы и	2	2
184	для него	3	2
185	в нашей	2	2
186	случае не	3	2
187	что это	3	2
188	и у	2	2
189	в ней	5	2
190	когда это	2	2
191	в нем	9	2
192	предметов с	2	2
193	другими словами	6	2
194	образов и	3	2
195	данном случае	7	2
196	нам не	2	2
197	с полным	4	2
198	отличается от	4	2
199	в отличие	2	2
200	по мнению	2	2
201	не просто	23	2
202	не имеет	9	2
203	а в	5	2
204	также и	16	2
205	к другой	2	2
206	в данном	9	2
207	и здесь	5	2
208	но как	4	2
209	в начале	2	2
210	самого себя	3	2
211	что здесь	5	2
212	настоящее время	2	2
213	том смысле	3	2
214	когда мы	15	2
215	мы имеем	2	2
216	в известном	2	2
217	нисколько не	2	2
218	это в	2	2
219	выражается в	3	2
220	ничего кроме	2	2
221	что слово	2	2
222	ясно что	6	2
223	том виде	2	2
224	с той	5	2
225	мы возьмем	3	2
226	что при	2	2
227	указывает на	7	2
228	еще не	5	2
229	и сами	2	2
230	мы в	4	2
231	никак не	9	2
232	а также	4	2
233	не есть	35	2
234	только на	5	2
235	и тогда	3	2
236	путь от	2	2
237	а с	2	2
238	если не	3	2
239	в той	3	2
240	в слове	2	2
241	в таком	5	2
242	это значит	4	2
243	в каком	4	2
244	на котором	2	2
245	как оно	3	2
246	и это	9	2
247	рассматривать как	2	2
248	здесь не	8	2
249	которое мы	5	2
250	едва ли	5	2
251	отличие от	3	2
252	же не	2	2
253	значит что	7	2
254	из него	2	2
