N	2gram	Propp_Isto_3	KulturaY
1	т е	16	38
2	и т	16	33
3	в том	9	30
4	и в	22	24
5	потому что	3	23
6	том что	8	21
7	что в	15	17
8	и пр	11	15
9	было бы	3	15
10	т д	15	14
11	в этом	17	14
12	точки зрения	2	14
13	может быть	11	13
14	все же	5	12
15	таким образом	10	12
16	в его	3	12
17	и не	12	12
18	не в	4	11
19	только в	4	11
20	вовсе не	2	10
21	в силу	2	10
22	у нас	4	10
23	не только	14	10
24	если бы	6	9
25	то что	7	9
26	прежде всего	3	9
27	отношению к	2	9
28	того что	5	9
29	о том	3	9
30	так как	7	9
31	по отношению	2	8
32	то же	6	8
33	уже не	7	8
34	а не	6	8
35	тем что	4	8
36	не менее	5	7
37	в них	6	7
38	с другой	7	7
39	связи с	6	7
40	в качестве	2	7
41	вместе с	9	7
42	не может	4	7
43	это не	6	7
44	так и	2	7
45	что он	9	6
46	при этом	2	6
47	в ней	2	6
48	но и	12	6
49	другой стороны	7	6
50	все эти	4	6
51	в которых	2	6
52	мы имеем	19	6
53	с тем	2	5
54	к тому	3	5
55	но не	7	5
56	еще не	10	5
57	что не	2	5
58	например в	2	5
59	всяком случае	2	5
60	и что	2	5
61	целый ряд	3	5
62	а в	6	5
63	и его	4	5
64	во всяком	2	5
65	между тем	2	5
66	и с	4	5
67	в частности	5	4
68	в этих	11	4
69	и потому	2	4
70	в нем	9	4
71	в тех	2	4
72	указать на	2	4
73	же в	2	4
74	что они	8	4
75	в пределах	4	4
76	из них	7	4
77	один из	5	4
78	что и	9	4
79	тем не	5	4
80	в целом	3	4
81	сих пор	5	4
82	со стороны	3	4
83	до сих	5	4
84	как в	2	4
85	с этим	8	4
86	стоит в	2	4
87	так что	5	4
88	так же	3	4
89	роль в	2	4
90	с ними	3	4
91	и на	4	4
92	в данном	4	4
93	из этих	3	4
94	в русском	2	4
95	там где	7	4
96	если не	2	3
97	состоит в	3	3
98	на себя	2	3
99	представление о	3	3
100	то это	2	3
101	можно сказать	2	3
102	в этой	5	3
103	в свою	4	3
104	мы увидим	3	3
105	связано с	4	3
106	не имеют	2	3
107	на том	3	3
108	и эти	3	3
109	в котором	2	3
110	даже в	2	3
111	не с	2	3
112	на его	3	3
113	что она	5	3
114	в своем	2	3
115	в связи	3	3
116	в особенности	2	3
117	не было	2	3
118	с большим	5	3
119	и даже	2	3
120	и он	2	3
121	той же	2	3
122	и здесь	7	3
123	и то	2	3
124	то мы	2	3
125	хотя и	2	3
126	себе в	2	3
127	они не	4	3
128	здесь не	3	3
129	а если	3	3
130	как это	4	3
131	в одном	2	3
132	не все	6	2
133	я не	3	2
134	и более	2	2
135	для них	3	2
136	и есть	2	2
137	можно ли	3	2
138	никогда не	3	2
139	или чтобы	2	2
140	именно так	2	2
141	превращается в	3	2
142	и все	3	2
143	на месте	2	2
144	на самом	2	2
145	не раз	2	2
146	и говорит	9	2
147	не всегда	4	2
148	что было	2	2
149	не знаю	8	2
150	вопрос о	2	2
151	в то	2	2
152	для нас	4	2
153	этом случае	5	2
154	как и	3	2
155	и как	3	2
156	но все	2	2
157	в сторону	2	2
158	а то	2	2
159	ли это	2	2
160	между прочим	3	2
161	очень много	2	2
162	одним из	4	2
163	как таковой	2	2
164	относится к	2	2
165	себе и	2	2
166	к жизни	2	2
167	эти случаи	3	2
168	ее в	3	2
169	ни в	2	2
170	а именно	4	2
171	то и	6	2
172	и было	2	2
173	он не	5	2
174	и для	2	2
175	все равно	3	2
176	не мог	2	2
177	этих случаях	7	2
178	не имеет	2	2
179	после чего	10	2
180	во многих	2	2
181	или в	11	2
182	иное как	3	2
183	во все	2	2
184	видно что	2	2
185	ничего не	6	2
186	но в	10	2
