N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	49
2	то есть	9	32
3	прежде всего	6	19
4	в его	6	18
5	не только	26	17
6	и его	3	17
7	и не	14	15
8	в этом	13	15
9	только в	11	13
10	но и	15	13
11	во время	2	12
12	как и	4	11
13	как бы	6	11
14	и т.п	6	11
15	вовсе не	2	10
16	в этой	4	10
17	для него	4	9
18	в нем	5	9
19	все же	6	7
20	один из	3	7
21	жизни и	4	7
22	не может	8	7
23	таким образом	5	7
24	то же	4	7
25	все эти	3	7
26	на протяжении	5	7
27	именно в	2	6
28	то что	8	6
29	в литературе	4	6
30	в себя	4	6
31	же время	3	6
32	времени и	4	6
33	так и	9	6
34	сказать что	3	6
35	но он	2	6
36	точки зрения	5	6
37	в то	5	6
38	с его	3	5
39	никогда не	6	5
40	в своем	6	5
41	из этих	2	5
42	в начале	2	5
43	но не	3	5
44	при этом	14	5
45	может быть	10	5
46	в своей	4	5
47	с точки	2	5
48	роль в	2	5
49	и более	2	4
50	с другой	5	4
51	нового времени	2	4
52	в жизни	6	4
53	и к	6	4
54	в себе	8	4
55	том что	13	4
56	одна из	3	4
57	в своих	2	4
58	в форме	5	4
59	а в	9	4
60	как на	2	4
61	в области	2	4
62	характер и	3	4
63	с ним	4	4
64	но в	6	4
65	место в	5	3
66	с одной	5	3
67	о чем	2	3
68	в течение	2	3
69	жизни в	6	3
70	превращается в	2	3
71	что он	5	3
72	же в	4	3
73	в ее	4	3
74	в том	14	3
75	да и	3	3
76	одной стороны	5	3
77	было бы	2	3
78	несмотря на	2	3
79	в самом	2	3
80	раз в	2	3
81	этом отношении	3	3
82	и все	4	3
83	можно было	2	3
84	далеко не	5	3
85	о том	5	3
86	видит в	2	3
87	это был	2	2
88	человек в	3	2
89	что в	4	2
90	на фоне	2	2
91	в нашем	2	2
92	в качестве	14	2
93	точку зрения	3	2
94	зрения на	2	2
95	вследствие этого	2	2
96	на то	2	2
97	можно сказать	6	2
98	но это	2	2
99	эти два	2	2
100	что они	3	2
101	все что	4	2
102	ничего не	6	2
103	еще не	2	2
104	со всеми	2	2
105	по поводу	2	2
106	по словам	2	2
107	такого рода	12	2
108	в произведениях	3	2
109	у него	6	2
110	хотя и	5	2
111	в ней	2	2
112	к ней	3	2
113	в него	2	2
114	себе и	2	2
115	из наиболее	2	2
116	в мире	4	2
117	должен был	2	2
118	на самом	2	2
119	того чтобы	3	2
120	и даже	3	2
121	так же	2	2
122	тому как	2	2
123	подобно тому	2	2
124	как к	3	2
125	в другом	4	2
126	и т.д	4	2
127	в конце	4	2
128	здесь не	2	2
