N	2gram	Voloshinov_1	Literetu
1	не только	27	24
2	при этом	9	19
3	в качестве	4	17
4	но и	13	17
5	а не	6	16
6	в том	2	16
7	в частности	3	15
8	том что	3	14
9	может быть	13	13
10	и не	14	12
11	в этом	10	12
12	прежде всего	21	11
13	то что	8	10
14	не в	6	8
15	в целом	4	8
16	и в	38	8
17	только в	6	8
18	как это	5	8
19	в его	6	7
20	как бы	28	7
21	уже не	4	7
22	в себе	9	7
23	я и	2	7
24	в жизни	2	6
25	как и	10	6
26	и сам	2	6
27	связи с	3	6
28	себя в	4	6
29	того что	4	6
30	точки зрения	10	6
31	то есть	4	6
32	с его	7	5
33	что он	2	5
34	же время	7	5
35	как в	2	5
36	не может	12	5
37	то же	14	5
38	уже в	5	5
39	тем самым	7	5
40	на наш	2	5
41	в то	9	5
42	это не	3	4
43	в конце	6	4
44	представляет собой	2	4
45	но не	2	4
46	еще не	3	4
47	и тем	6	4
48	все же	7	4
49	из них	3	4
50	в своей	2	4
51	так и	6	4
52	и т.п	21	4
53	никогда не	7	4
54	в связи	2	4
55	лишь в	4	4
56	друг друга	2	4
57	и его	7	4
58	в своих	2	4
59	в этой	6	4
60	с собой	2	4
61	в основе	2	3
62	не было	2	3
63	в душе	2	3
64	общественного сознания	2	3
65	такие как	2	3
66	не должен	2	3
67	да и	4	3
68	художественного творчества	5	3
69	в самом	4	3
70	несмотря на	2	3
71	не мог	3	3
72	один из	4	3
73	жизни и	3	3
74	всего в	3	3
75	ли не	2	3
76	при всем	2	3
77	бы не	2	3
78	а в	5	3
79	таким образом	7	3
80	еще и	2	3
81	тем же	3	3
82	и даже	3	3
83	той же	5	3
84	потому что	5	3
85	нуждается в	2	3
86	но в	5	3
87	по своей	2	3
88	также и	2	3
89	его в	4	3
90	в области	5	3
91	в виду	3	3
92	для них	2	2
93	отнюдь не	10	2
94	однако в	2	2
95	та же	3	2
96	и нет	2	2
97	но при	3	2
98	своего героя	2	2
99	в мире	2	2
100	к тому	4	2
101	или иную	3	2
102	тому же	2	2
103	чуть ли	2	2
104	или иной	4	2
105	и само	3	2
106	для него	3	2
107	ту или	3	2
108	было бы	7	2
109	о своем	3	2
110	мы в	3	2
111	на другого	4	2
112	относится к	2	2
113	и является	5	2
114	не является	5	2
115	должен быть	2	2
116	в нем	4	2
117	не к	3	2
118	общения людей	2	2
119	то он	3	2
120	только на	3	2
121	не говоря	2	2
122	этом отношении	2	2
123	все эти	2	2
124	самом деле	4	2
125	что такое	4	2
126	хотя бы	18	2
127	с точки	5	2
128	не обладает	2	2
129	роль в	3	2
130	в слове	3	2
131	можно было	4	2
132	и то	3	2
133	между тем	3	2
134	тем что	2	2
135	себе в	2	2
136	на это	4	2
137	о том	4	2
138	нет ничего	2	2
139	в сознании	3	2
