N	2gram	Bakhtin_KF_1	Istorich
1	что он	2	24
2	не только	5	18
3	может быть	45	17
4	никогда не	5	15
5	и в	24	15
6	мы имеем	5	15
7	но и	9	14
8	что в	4	12
9	а в	4	12
10	то что	7	12
11	и не	26	11
12	в этом	14	11
13	его в	5	10
14	то же	5	10
15	с тем	2	9
16	еще не	4	9
17	все же	5	9
18	и здесь	7	9
19	в другом	3	9
20	потому что	2	9
21	один из	2	8
22	он не	6	8
23	том что	4	7
24	и пр	3	7
25	в нем	28	7
26	не в	12	7
27	ничего не	3	7
28	что это	3	6
29	в его	40	6
30	как бы	9	6
31	что и	7	6
32	мы здесь	2	6
33	в том	6	6
34	только в	16	6
35	но в	5	6
36	и есть	9	5
37	прежде всего	2	5
38	в одном	4	5
39	но все	5	5
40	как в	2	5
41	было бы	8	5
42	в котором	24	5
43	так и	2	5
44	не может	27	5
45	а не	17	5
46	к нему	12	5
47	имеем в	2	5
48	его и	2	4
49	вопрос о	2	4
50	для нас	4	4
51	но это	6	4
52	в этой	2	4
53	при этом	4	4
54	в ней	3	4
55	о нем	4	4
56	дело не	2	4
57	не должен	3	4
58	тем что	3	4
59	и на	3	4
60	в себе	21	4
61	все эти	10	4
62	всех этих	3	3
63	в качестве	2	3
64	и его	17	3
65	и она	2	3
66	о том	3	3
67	отношению к	22	3
68	я буду	3	3
69	в их	8	3
70	все это	10	3
71	по отношению	26	3
72	в себя	7	3
73	того что	3	3
74	мы не	3	3
75	что этот	3	3
76	он и	2	3
77	и это	12	3
78	я его	2	3
79	здесь мы	4	3
80	я не	6	2
81	не было	8	2
82	могут быть	3	2
83	себя и	2	2
84	со мной	4	2
85	но есть	2	2
86	это не	10	2
87	ко мне	6	2
88	в жизни	2	2
89	к себе	2	2
90	на самом	3	2
91	не знает	5	2
92	нисколько не	4	2
93	и эти	2	2
94	ни в	12	2
95	именно в	5	2
96	как и	5	2
97	но не	12	2
98	есть на	2	2
99	могла бы	4	2
100	и может	3	2
101	того чтобы	2	2
102	и для	9	2
103	и когда	2	2
104	был бы	3	2
105	здесь нет	2	2
106	хотя бы	4	2
107	с ее	2	2
108	во всех	11	2
109	и их	6	2
110	и именно	2	2
111	и только	6	2
112	он имеет	2	2
113	нигде не	3	2
114	а с	2	2
115	если ты	3	2
116	самом деле	3	2
117	тем самым	4	2
118	случае мы	2	2
119	к чему	3	2
120	ясно и	3	2
121	с ними	3	2
122	и то	2	2
123	и ее	2	2
124	это только	2	2
125	слова в	2	2
126	его на	2	2
127	что эта	2	2
128	здесь не	3	2
129	только с	3	2
130	в него	2	2
131	в виду	3	2
132	из него	3	2
