N	2gram	Vygotskiy__6	Hudozhes
1	в качестве	4	19
2	состоит в	2	16
3	и не	11	16
4	в том	28	15
5	и в	28	15
6	не только	16	15
7	в частности	4	13
8	может быть	13	13
9	при этом	3	12
10	а в	2	12
11	и его	3	12
12	но не	10	11
13	в этом	27	11
14	в себе	4	11
15	представляет собой	3	10
16	как бы	11	10
17	отношению к	10	10
18	но и	10	10
19	так и	6	10
20	по отношению	10	10
21	то же	7	10
22	а не	3	10
23	в его	3	9
24	точки зрения	13	9
25	с другой	2	7
26	в то	6	7
27	но в	5	7
28	в основе	3	6
29	с его	3	6
30	что в	17	6
31	том что	19	6
32	не в	4	6
33	отношение к	7	6
34	приводит к	6	6
35	не может	19	6
36	по своей	3	6
37	могут быть	5	5
38	можно сказать	6	5
39	только в	18	5
40	тем самым	8	5
41	в самом	8	5
42	того что	24	5
43	в нем	7	5
44	то что	28	5
45	между ними	7	5
46	другой стороны	2	5
47	в их	3	5
48	в этих	2	4
49	прежде всего	2	4
50	к тому	10	4
51	а только	2	4
52	в ходе	3	4
53	и как	6	4
54	в другом	2	4
55	для него	6	4
56	еще не	8	4
57	например в	4	4
58	хотя и	3	4
59	он не	7	4
60	и тем	5	4
61	в своей	2	4
62	отношения к	3	4
63	и то	4	4
64	сказать что	13	4
65	речи и	5	4
66	мы имеем	4	4
67	не знает	3	4
68	и т.д	3	4
69	как это	3	4
70	к которому	2	4
71	не менее	2	3
72	если бы	7	3
73	в отношении	10	3
74	он должен	4	3
75	это не	5	3
76	одного и	4	3
77	этом смысле	2	3
78	была бы	2	3
79	что он	18	3
80	и к	6	3
81	к его	2	3
82	и того	4	3
83	в пределах	5	3
84	по своему	2	3
85	того же	7	3
86	мог бы	3	3
87	имеет место	2	3
88	иначе говоря	3	3
89	как раз	6	3
90	в целом	3	3
91	не на	2	3
92	таким образом	18	3
93	как и	6	3
94	в той	4	3
95	и что	6	3
96	во втором	3	3
97	с точки	10	3
98	потому что	22	3
99	но он	2	3
100	в данном	2	3
101	его в	6	3
102	в которой	7	3
103	в области	6	3
104	на этом	4	2
105	я не	4	2
106	но на	2	2
107	и составляет	3	2
108	и более	2	2
109	из которого	2	2
110	в нашем	4	2
111	тому что	11	2
112	в своем	7	2
113	в них	3	2
114	в одном	2	2
115	по себе	3	2
116	есть в	3	2
117	в значительной	2	2
118	имеем дело	2	2
119	несмотря на	2	2
120	во всех	4	2
121	совпадает с	4	2
122	другим и	2	2
123	к жизни	4	2
124	втором случае	2	2
125	оно не	4	2
126	не могло	2	2
127	и др	2	2
128	могут оказаться	2	2
129	принадлежит к	2	2
130	как в	3	2
131	при котором	2	2
132	именно в	4	2
133	все эти	2	2
134	это и	3	2
135	в себя	3	2
136	до известной	3	2
137	того чтобы	10	2
138	для того	8	2
139	и по	3	2
140	к другому	4	2
141	так же	15	2
142	с ним	2	2
143	в иной	2	2
144	с другими	2	2
145	и на	5	2
146	в силу	17	2
147	между двумя	2	2
148	у него	2	2
149	языка в	2	2
150	известной степени	2	2
151	но как	3	2
152	в этой	5	2
153	отношении к	3	2
154	для возникновения	2	2
155	из этого	2	2
156	в чем	6	2
