N	2gram	Bakhtin_Fr_2	formyVre
1	и в	49	50
2	то есть	32	33
3	в романе	9	32
4	в этом	15	25
5	в нем	9	24
6	и его	17	16
7	в литературе	6	16
8	прежде всего	19	15
9	и не	15	14
10	как мы	7	14
11	вовсе не	10	13
12	в его	18	13
13	по существу	2	12
14	так и	6	12
15	человека и	3	11
16	может быть	5	11
17	таким образом	7	11
18	мы уже	6	11
19	то же	7	11
20	времени и	6	10
21	но в	4	10
22	в конце	2	9
23	в том	3	9
24	же время	6	9
25	и др	9	9
26	в особенности	5	9
27	все эти	7	9
28	в то	6	9
29	не только	17	9
30	с его	5	9
31	роль в	5	9
32	ничего не	2	9
33	в самом	3	8
34	но и	13	8
35	и на	17	8
36	жизни в	3	8
37	как и	11	8
38	жизни и	7	8
39	ни в	3	8
40	не было	4	7
41	характер и	4	7
42	и во	4	7
43	в условиях	2	7
44	все же	7	6
45	в дальнейшем	2	6
46	с ее	3	6
47	в их	2	6
48	не может	7	6
49	лишь в	4	6
50	так же	2	6
51	так как	6	6
52	у него	2	6
53	и все	3	6
54	в жизни	4	6
55	связи с	2	6
56	во всех	6	6
57	то что	6	6
58	в ее	3	6
59	что в	2	5
60	и другие	2	5
61	в пределах	2	5
62	значение в	4	5
63	и до	4	5
64	этот процесс	4	5
65	до нас	8	5
66	в связи	2	5
67	точки зрения	6	5
68	всех этих	3	5
69	но все	4	5
70	но не	5	5
71	еще не	2	5
72	в основном	5	5
73	того чтобы	2	5
74	могут быть	2	5
75	в последующие	4	4
76	понятно что	2	4
77	в своем	5	4
78	характерно что	2	4
79	до конца	2	4
80	и следовательно	2	4
81	на этой	2	4
82	все это	9	4
83	и с	6	4
84	в ней	2	4
85	в них	13	4
86	на площади	2	4
87	вполне понятно	2	4
88	раз в	3	4
89	и т.п	11	4
90	жизнь и	2	4
91	том что	4	4
92	только в	13	4
93	и это	3	4
94	здесь не	2	4
95	например у	3	3
96	человек в	2	3
97	мы еще	2	3
98	в этих	4	3
99	в отношении	2	3
100	вследствие этого	2	3
101	да и	3	3
102	связаны с	2	3
103	при этом	5	3
104	xviii века	6	3
105	себе и	2	3
106	в новое	2	3
107	хотя и	2	3
108	в виду	3	3
109	один из	7	3
110	со всеми	2	3
111	в форме	4	3
112	отношения к	4	3
113	этом отношении	3	3
114	с одной	3	3
115	именно в	6	3
116	и других	3	3
117	а в	4	3
118	их в	3	3
119	сказать что	6	3
120	в начале	5	3
121	в одном	3	3
122	но они	3	3
123	для них	2	3
124	в какой-то	2	3
125	в xvii	10	3
126	на фоне	2	3
127	же в	3	3
128	уже говорили	5	3
129	в качестве	2	3
130	одной из	2	3
131	в сущности	8	3
132	по преимуществу	2	3
133	и потому	5	3
134	вместе с	2	3
135	сих пор	4	3
136	во всяком	2	3
137	в себе	4	3
138	до сих	4	3
139	место в	3	2
140	уже в	5	2
141	никогда не	5	2
142	в течение	3	2
143	в нашем	2	2
144	до наших	2	2
145	точку зрения	2	2
146	с другой	4	2
147	никто не	2	2
148	на материале	2	2
149	и были	2	2
150	с их	6	2
151	лишь как	2	2
152	есть в	2	2
153	для него	9	2
154	одной стороны	3	2
155	xvii века	9	2
156	жизни это	3	2
157	отношение к	8	2
158	мы находим	4	2
159	в самой	2	2
160	на основе	2	2
161	и даже	2	2
162	рядом с	6	2
163	также и	3	2
164	но он	6	2
165	и еще	2	2
166	во всем	3	2
167	в истории	6	2
168	мы должны	2	2
169	тех же	2	2
170	с ним	4	2
171	xvii веке	11	2
172	мире и	3	2
173	весь роман	2	2
174	очень характерно	2	2
175	сравнению с	2	2
176	его целом	3	2
177	и к	4	2
178	сочетается с	2	2
179	одна из	4	2
180	во все	2	2
181	здесь в	6	2
182	не были	2	2
183	было бы	3	2
184	к ней	2	2
185	по сравнению	2	2
186	этого момента	2	2
187	в своей	5	2
188	как бы	11	2
189	ее в	2	2
190	и прежде	2	2
191	совершенно не	2	2
192	были в	2	2
193	в значительной	3	2
194	и эта	2	2
195	с точки	5	2
196	автора и	2	2
197	тем что	4	2
198	на литературу	2	2
199	выражение в	5	2
200	и вообще	3	2
201	далеко не	3	2
202	там где	4	2
