N	2gram	Propp_Isto_5	Problemy
1	и не	11	31
2	и в	25	29
3	в его	12	24
4	может быть	17	24
5	а не	2	22
6	в этом	10	22
7	т е	16	21
8	как бы	2	19
9	в нем	7	19
10	точки зрения	2	19
11	не только	13	15
12	то что	7	15
13	не как	4	14
14	но и	13	14
15	и его	9	14
16	то же	4	14
17	в пределах	4	13
18	уже не	11	13
19	как и	7	12
20	не может	6	12
21	таким образом	9	12
22	в то	3	10
23	только в	7	10
24	героя и	3	10
25	там где	6	10
26	это не	6	9
27	все же	10	9
28	но не	5	9
29	о нем	3	9
30	все эти	8	9
31	если бы	2	9
32	по себе	2	8
33	что он	22	8
34	что в	8	8
35	отношению к	2	8
36	в своей	2	8
37	по отношению	2	8
38	потому что	7	8
39	в том	6	8
40	прежде всего	6	7
41	вовсе не	2	7
42	а как	2	7
43	том что	8	7
44	не в	6	7
45	она не	2	7
46	в форме	3	7
47	входит в	5	7
48	и как	3	7
49	а в	3	7
50	с другими	4	7
51	и на	8	7
52	все это	4	6
53	в целом	3	6
54	несмотря на	2	6
55	к нему	3	6
56	одним из	2	6
57	как в	6	6
58	самом деле	2	6
59	так же	5	6
60	могут быть	6	6
61	его в	9	6
62	и потому	2	6
63	так как	11	6
64	перед нами	2	5
65	и др	3	5
66	но все	5	5
67	еще не	8	5
68	у него	2	5
69	он не	4	5
70	и это	4	5
71	с ним	4	5
72	ничего не	2	5
73	или как	2	5
74	превращается в	7	4
75	о герое	2	4
76	что и	6	4
77	но это	7	4
78	и с	3	4
79	даже в	2	4
80	в свете	3	4
81	и т	20	4
82	и для	2	4
83	тем что	10	4
84	как мы	5	4
85	они не	3	4
86	героя в	9	4
87	их в	3	4
88	в этой	3	4
89	человека в	3	4
90	уже в	2	3
91	в другой	3	3
92	никогда не	3	3
93	с другой	9	3
94	таким же	2	3
95	только у	2	3
96	по существу	2	3
97	одна из	2	3
98	и пр	3	3
99	ним и	2	3
100	он может	2	3
101	на него	8	3
102	другой стороны	8	3
103	например в	5	3
104	в себя	3	3
105	друг друга	3	3
106	и здесь	7	3
107	сказать что	2	3
108	за ним	4	3
109	мы должны	4	3
110	и этим	2	3
111	все его	2	3
112	что герой	3	2
113	связи с	8	2
114	уже и	2	2
115	его и	2	2
116	с этой	2	2
117	вопрос о	2	2
118	его к	3	2
119	жизни и	2	2
120	же в	2	2
121	так что	2	2
122	мы видим	8	2
123	не потому	2	2
124	от них	2	2
125	на себя	3	2
126	социальной жизни	2	2
127	со своими	2	2
128	и сам	2	2
129	друг с	2	2
130	до сих	2	2
131	один из	2	2
132	как можно	2	2
133	сих пор	2	2
134	но эти	3	2
135	данном случае	2	2
136	мы уже	4	2
137	находится в	2	2
138	или же	3	2
139	также не	2	2
140	здесь мы	5	2
141	и что	8	2
142	именно на	2	2
143	из которых	2	2
144	бросает в	2	2
145	в данном	3	2
146	в которых	3	2
147	в ней	5	2
148	но он	2	2
149	в истории	4	2
150	его на	4	2
151	героя но	2	2
152	в которой	4	2
153	е в	3	2
154	с этим	5	2
