N	2gram	Bakhtin_Fr_1	DiskursI
1	в себе	3	19
2	при этом	6	17
3	и в	65	16
4	может быть	6	16
5	как и	5	16
6	в этом	15	16
7	и не	22	15
8	в частности	5	12
9	и т.п	17	12
10	в отличие	4	12
11	отличие от	5	12
12	то есть	45	12
13	но и	10	11
14	но в	14	11
15	том что	6	10
16	не только	10	10
17	так и	10	9
18	не может	3	9
19	в том	16	8
20	как в	5	8
21	прежде всего	11	7
22	в нем	13	7
23	но не	2	7
24	при всей	2	7
25	с его	5	6
26	еще не	6	6
27	все же	6	6
28	в своей	5	6
29	в своих	5	6
30	по своей	3	6
31	ни к	2	5
32	в противоположность	2	5
33	что в	3	5
34	в своем	8	5
35	с другой	3	5
36	нового времени	13	5
37	для него	5	5
38	то что	3	5
39	и на	11	5
40	в одном	5	4
41	одной стороны	2	4
42	как бы	22	4
43	этом отношении	3	4
44	с одной	2	4
45	роль в	2	4
46	потому что	5	4
47	в основе	8	4
48	одно из	6	4
49	точки зрения	7	4
50	в этой	4	4
51	о том	2	4
52	мира и	4	4
53	не является	3	4
54	жизни в	5	3
55	могут быть	2	3
56	в этих	2	3
57	в них	5	3
58	это не	3	3
59	из этих	2	3
60	и все	5	3
61	или иной	5	3
62	уже не	3	3
63	не в	4	3
64	здесь в	8	3
65	можно сказать	2	3
66	например в	2	3
67	но одновременно	3	3
68	он не	2	3
69	той или	5	3
70	в его	9	3
71	к жизни	2	3
72	из них	4	3
73	жизни и	7	3
74	приводит к	2	3
75	все эти	10	3
76	и наконец	2	3
77	и его	10	3
78	но это	3	3
79	не знает	6	3
80	только в	7	3
81	жизни но	2	3
82	его в	7	3
83	мира в	3	3
84	никогда не	6	2
85	и одновременно	5	2
86	не подлежит	2	2
87	в большинстве	2	2
88	в целом	2	2
89	это в	4	2
90	интерес к	2	2
91	в той	5	2
92	что он	3	2
93	основе своей	2	2
94	картине мира	3	2
95	есть в	5	2
96	времени и	6	2
97	отношение к	4	2
98	с их	5	2
99	свое время	2	2
100	в ряду	3	2
101	в ней	6	2
102	далеко не	3	2
103	в свое	2	2
104	с точки	3	2
105	не к	2	2
106	время в	2	2
107	и прежде	3	2
108	входит в	4	2
109	себе самому	2	2
110	в себя	3	2
111	все это	9	2
112	жизни как	3	2
113	и для	2	2
114	их в	2	2
115	и с	3	2
116	и это	2	2
117	дело в	2	2
118	в области	7	2
119	между тем	5	2
120	но при	2	2
