N	2gram	Propp_Russ_1	Myshleni
1	то что	6	26
2	в этом	12	25
3	потому что	10	21
4	таким образом	6	19
5	в том	17	18
6	не может	4	18
7	точки зрения	3	18
8	что в	19	16
9	и в	36	16
10	того что	4	16
11	так как	15	16
12	не только	22	16
13	так же	3	15
14	том что	19	15
15	между собой	2	13
16	и не	6	12
17	и что	4	12
18	в области	3	12
19	в его	2	11
20	но не	2	10
21	как мы	10	10
22	а не	2	10
23	в силу	2	10
24	только в	4	10
25	может быть	8	9
26	с точки	3	9
27	о том	8	8
28	как это	8	8
29	как и	10	8
30	мы должны	2	8
31	то же	3	8
32	в нем	2	7
33	так и	7	7
34	представляет собой	4	7
35	приводит к	3	7
36	переход от	2	7
37	в какой	2	6
38	но и	16	6
39	и на	10	6
40	как он	2	6
41	но в	2	6
42	у него	2	6
43	состоит в	8	6
44	связанные с	3	6
45	к тому	4	6
46	этот вопрос	2	6
47	мы можем	2	6
48	тому что	4	5
49	в своем	3	5
50	на все	2	5
51	показывает что	5	5
52	что они	7	5
53	как бы	5	5
54	с ним	2	5
55	как в	5	5
56	того как	5	5
57	тем что	4	5
58	ничего не	3	5
59	значит что	2	5
60	все эти	2	4
61	это не	10	4
62	так что	2	4
63	в свою	3	4
64	при этом	6	4
65	на этот	3	4
66	в целом	2	4
67	и их	4	4
68	в свете	2	4
69	стоит в	2	4
70	не имеет	6	4
71	и по	8	4
72	не означает	2	4
73	мы видим	2	4
74	в качестве	3	4
75	как известно	2	4
76	еще не	4	4
77	вместе с	10	4
78	могут быть	2	4
79	такой же	2	4
80	не менее	3	3
81	в частности	2	3
82	как уже	4	3
83	и как	2	3
84	но это	4	3
85	свою очередь	2	3
86	но что	2	3
87	до конца	2	3
88	нас к	2	3
89	как они	2	3
90	если в	3	3
91	его и	2	3
92	в их	4	3
93	а в	9	3
94	и с	2	3
95	в этих	3	3
96	между тем	7	3
97	мы не	6	3
98	между двумя	2	3
99	и более	2	3
100	к жизни	3	3
101	с тем	8	3
102	с этим	2	3
103	в одном	3	3
104	к этому	4	3
105	таким же	3	3
106	этом случае	5	3
107	все же	5	3
108	по существу	4	3
109	чем в	2	3
110	еще в	4	3
111	что и	7	3
112	не на	2	3
113	на этом	3	3
114	связи с	4	3
115	ничего общего	2	3
116	только для	2	2
117	до того	2	2
118	и другие	13	2
119	себя и	2	2
120	что у	2	2
121	но все	3	2
122	предположить что	2	2
123	имеет место	2	2
124	в ней	2	2
125	из них	8	2
126	представляют собой	7	2
127	что она	2	2
128	все это	6	2
129	и другими	2	2
130	к ним	3	2
131	в своих	2	2
132	и здесь	2	2
133	их в	3	2
134	в более	2	2
135	но они	3	2
136	в этот	10	2
137	о чем	3	2
138	их и	3	2
139	в них	6	2
140	в жизни	2	2
141	в различных	2	2
142	не с	3	2
143	и к	3	2
144	у нас	8	2
145	приводит нас	2	2
146	и из	3	2
147	они же	2	2
148	когда он	2	2
149	и потому	2	2
150	и другим	2	2
151	во всех	4	2
152	находится в	2	2
153	только на	3	2
154	а с	4	2
155	должны были	2	2
156	такое же	2	2
157	вывод что	3	2
158	как будто	5	2
159	которые не	3	2
160	и поэтому	2	2
