N	2gram	Voloshinov_1	Problema
1	то что	3	38
2	и не	4	37
3	и в	16	35
4	не есть	2	33
5	сказать что	7	24
6	не только	7	24
7	том что	3	19
8	о том	2	18
9	может быть	17	18
10	что такое	5	18
11	в этом	9	17
12	но и	4	16
13	и вообще	2	16
14	что мы	2	14
15	только в	4	14
16	не менее	2	13
17	во всяком	3	13
18	не может	8	13
19	в том	3	12
20	хотя бы	4	12
21	что в	3	11
22	прежде всего	9	11
23	и даже	4	11
24	не будет	2	11
25	всяком случае	3	10
26	и с	8	10
27	говорить о	2	10
28	еще не	5	10
29	если мы	2	9
30	для нас	2	9
31	в этой	4	9
32	едва ли	3	9
33	только на	3	9
34	было бы	2	8
35	совсем не	2	7
36	все эти	5	7
37	в его	4	7
38	так и	4	7
39	так как	4	7
40	мы не	2	7
41	другими словами	2	6
42	можно сказать	4	6
43	ни в	5	6
44	но это	2	6
45	но как	2	6
46	не существует	2	6
47	по крайней	3	6
48	крайней мере	3	6
49	и для	2	6
50	мы можем	9	6
51	но в	4	6
52	в области	3	6
53	в частности	2	5
54	в самом	2	5
55	отнюдь не	4	5
56	с этим	2	5
57	так же	2	5
58	и на	4	5
59	между собой	2	5
60	и все	4	5
61	этом смысле	3	5
62	как и	2	5
63	по своему	2	5
64	то же	2	5
65	как мы	4	5
66	что не	2	5
67	с другими	3	5
68	и это	6	5
69	для меня	2	5
70	не могут	2	4
71	и есть	3	4
72	в этих	3	4
73	что на	2	4
74	и как	3	4
75	есть в	2	4
76	не можем	2	4
77	в общем	3	4
78	между собою	2	4
79	как бы	5	4
80	все это	4	4
81	и только	9	4
82	таким образом	9	4
83	в область	2	4
84	а в	3	4
85	вообще не	2	4
86	этой теории	2	4
87	и значение	3	4
88	их в	3	4
89	что он	2	4
90	на первый	2	4
91	до сих	3	4
92	и о	2	4
93	сих пор	3	4
94	на самом	4	4
95	самом деле	6	4
96	в каком	2	4
97	из этих	2	3
98	мы уже	2	3
99	один из	2	3
100	но мы	4	3
101	только то	2	3
102	и их	4	3
103	для этого	2	3
104	только и	2	3
105	при этом	6	3
106	и наконец	4	3
107	в науке	2	3
108	и по	2	3
109	не знает	2	3
110	в основе	3	3
111	но ведь	2	3
112	его в	4	3
113	и к	6	3
114	все что	4	3
115	только как	3	3
116	и этот	2	3
117	нет и	2	3
118	оно не	2	3
119	даже не	3	3
120	с самого	4	3
121	и притом	3	3
122	в голову	2	2
123	самого начала	4	2
124	но зато	2	2
125	войти в	2	2
126	и мы	2	2
127	в него	5	2
128	и др	3	2
129	нам кажется	2	2
130	на этой	3	2
131	а может	2	2
132	сводится к	2	2
133	что оно	2	2
134	в одно	2	2
135	может иметь	2	2
136	точки зрения	8	2
137	об его	2	2
138	и действительно	2	2
139	сознания и	2	2
140	для всех	4	2
141	в них	2	2
142	с нею	2	2
143	учение о	3	2
144	конечно не	6	2
145	он не	2	2
146	с историей	2	2
147	что и	2	2
148	во всех	3	2
149	вместе с	3	2
150	мысли и	4	2
151	совершенно не	8	2
152	сознание и	5	2
153	и ее	4	2
154	существует только	2	2
