N	2gram	Bakhtin_Fr_2	Vladivir
1	и в	49	30
2	в году	13	24
3	то что	6	20
4	в этом	15	20
5	у него	2	19
6	в том	3	18
7	и не	15	18
8	и с	6	14
9	что он	3	13
10	в конце	2	13
11	же с	2	13
12	том что	4	12
13	что в	2	12
14	там же	2	12
15	не только	17	12
16	в его	18	11
17	а в	4	11
18	как мы	7	11
19	сказать что	6	11
20	и вообще	3	10
21	и даже	2	10
22	не было	4	10
23	для него	9	9
24	было бы	3	9
25	все же	7	9
26	не может	7	9
27	в то	6	9
28	связи с	2	8
29	в своем	5	8
30	вместе с	2	8
31	но и	13	8
32	в связи	2	8
33	но в	4	8
34	никогда не	5	7
35	точки зрения	6	7
36	и все	3	7
37	ни в	3	7
38	до конца	2	7
39	может быть	5	7
40	то есть	32	7
41	хотя и	2	6
42	прежде всего	19	6
43	и к	4	6
44	он был	2	6
45	только в	13	6
46	всяком случае	2	6
47	во всяком	2	6
48	в себе	4	6
49	жизни и	7	6
50	и его	17	6
51	также и	3	6
52	о чем	3	6
53	как и	11	5
54	в дальнейшем	2	5
55	при этом	5	5
56	тот же	5	5
57	в своей	5	5
58	в основном	5	5
59	как бы	11	5
60	другими словами	3	5
61	так и	6	5
62	все это	9	5
63	в течение	3	5
64	все эти	7	5
65	так как	6	5
66	с ним	4	5
67	содержит в	2	4
68	с его	5	4
69	именно в	6	4
70	вовсе не	10	4
71	можно сказать	2	4
72	в этой	10	4
73	на его	2	4
74	несмотря на	3	4
75	и о	4	4
76	в ней	2	4
77	в нем	9	4
78	в этих	4	4
79	то же	7	4
80	ко всему	2	4
81	так же	2	4
82	по поводу	2	4
83	и на	17	4
84	но это	2	4
85	в начале	5	4
86	мы должны	2	4
87	о том	3	4
88	здесь не	2	4
89	отношение к	8	4
90	под влиянием	2	3
91	учение о	2	3
92	уже в	5	3
93	всех этих	3	3
94	должен был	2	3
95	в них	13	3
96	в отношении	2	3
97	из этих	5	3
98	что касается	2	3
99	это в	2	3
100	же время	6	3
101	был и	3	3
102	да и	3	3
103	по существу	2	3
104	но не	5	3
105	вплоть до	2	3
106	и особенно	3	3
107	с точки	5	3
108	во всех	6	3
109	отношения к	4	3
110	таким образом	7	3
111	и вот	3	3
112	наконец в	3	3
113	даже и	2	3
114	к ней	2	3
115	но он	6	3
116	под названием	2	3
117	и это	3	3
118	в области	4	3
119	к нему	3	2
120	еще в	2	2
121	очень много	2	2
122	жизни в	3	2
123	себе в	2	2
124	на все	3	2
125	мы видели	3	2
126	не был	3	2
127	здесь в	6	2
128	же в	3	2
129	есть для	2	2
130	без всякого	2	2
131	на первом	3	2
132	мы сказали	2	2
133	мы уже	6	2
134	себе и	2	2
135	такого рода	2	2
136	в самом	3	2
137	в сущности	8	2
138	на то	2	2
139	и потому	5	2
140	в виду	3	2
141	даже в	3	2
142	к числу	2	2
143	и до	4	2
144	он пишет	3	2
145	в их	2	2
146	как к	2	2
147	того как	2	2
148	на земле	3	2
149	но все	4	2
150	мы находим	4	2
151	того чтобы	2	2
152	перед смертью	2	2
153	к этим	3	2
154	и прежде	2	2
155	что для	3	2
156	можно было	3	2
157	в своих	4	2
158	их в	3	2
159	и во	4	2
160	он дает	2	2
161	здравого смысла	2	2
162	на эту	2	2
163	ничего не	2	2
