N	2gram	Tiupa_Anal_3	Istorich
1	и в	18	28
2	может быть	9	25
3	не может	2	15
4	а не	9	15
5	никогда не	5	14
6	мы имеем	5	13
7	что в	9	12
8	то же	3	12
9	не только	22	12
10	только в	2	11
11	что он	4	10
12	все же	4	10
13	прежде всего	5	10
14	но и	13	10
15	мы не	3	10
16	в том	9	9
17	о том	6	9
18	то что	2	9
19	и не	12	9
20	не в	6	9
21	так и	14	9
22	не всегда	3	8
23	таким образом	4	8
24	в этом	14	8
25	но в	2	8
26	это не	2	7
27	том что	12	7
28	еще не	6	7
29	было бы	3	7
30	в ней	2	7
31	а в	10	7
32	и здесь	2	7
33	что мы	2	7
34	с другой	7	6
35	не менее	4	6
36	к тому	6	6
37	тем не	2	6
38	о смерти	3	6
39	что и	5	6
40	когда он	2	6
41	в этой	6	6
42	его в	3	6
43	вместе с	2	6
44	в одном	4	5
45	не должен	2	5
46	в дальнейшем	2	5
47	что они	3	5
48	восходит к	3	5
49	но не	7	5
50	например в	2	5
51	в качестве	12	5
52	что она	2	5
53	дело не	3	5
54	другой стороны	5	5
55	в своем	4	5
56	сказать что	2	5
57	в его	7	5
58	все это	3	4
59	с тем	2	4
60	там где	2	4
61	в пределах	4	4
62	об этом	2	4
63	представляет собой	5	4
64	в большинстве	2	4
65	одной стороны	2	4
66	даже в	2	4
67	один из	2	4
68	связь с	2	4
69	так в	3	4
70	с этим	3	4
71	с одной	2	4
72	как и	14	4
73	и даже	8	4
74	и для	2	4
75	в иной	2	4
76	и на	4	4
77	могут быть	2	4
78	как правило	5	4
79	все эти	2	4
80	здесь не	3	4
81	не как	2	3
82	перед нами	4	3
83	по себе	4	3
84	не с	2	3
85	именно в	3	3
86	в начале	6	3
87	при этом	11	3
88	и по	2	3
89	отношению к	7	3
90	в форме	2	3
91	в их	6	3
92	уже не	5	3
93	и его	13	3
94	ключ к	3	3
95	и он	2	3
96	как это	3	3
97	по отношению	7	3
98	тем что	2	3
99	во всем	3	3
100	в то	3	3
101	на эту	2	3
102	могли бы	2	3
103	дело в	2	3
104	дело с	3	2
105	но они	2	2
106	в рамках	3	2
107	отличие от	2	2
108	в частности	12	2
109	к этому	3	2
110	были бы	3	2
111	поэтому в	2	2
112	столь же	4	2
113	и от	2	2
114	пока же	2	2
115	и потому	2	2
116	как уже	2	2
117	в тех	2	2
118	его как	3	2
119	в ее	3	2
120	и как	4	2
121	по своей	2	2
122	одна из	2	2
123	не более	2	2
124	для него	6	2
125	в глубине	2	2
126	мысль о	3	2
127	что не	3	2
128	с героем	2	2
129	как бы	10	2
130	чистом виде	2	2
131	а для	2	2
132	в нем	2	2
133	не есть	4	2
134	говорит о	2	2
135	себя в	4	2
136	в целом	3	2
137	во всех	2	2
138	в русской	7	2
139	указывает на	3	2
140	со стороны	9	2
141	как в	3	2
142	как раз	7	2
143	в отличие	2	2
144	в особенности	3	2
145	отношения к	2	2
146	он не	6	2
147	еще и	3	2
148	и вот	2	2
149	приводит к	4	2
150	для всех	2	2
151	по его	3	2
152	ничего не	3	2
153	между тем	5	2
154	однако в	5	2
155	вступает в	3	2
156	в себе	2	2
157	в конечном	2	2
158	ответ на	3	2
159	когда мы	2	2
