N	2gram	Tiupa_Narr_2	Vladivir
1	и в	13	31
2	не только	26	24
3	а к	3	22
4	но и	15	19
5	то что	8	18
6	и не	14	17
7	у него	6	15
8	и даже	3	15
9	том что	13	14
10	что в	4	14
11	в этом	13	14
12	что он	5	12
13	по поводу	2	12
14	в его	6	12
15	но в	6	12
16	с его	3	11
17	в том	14	11
18	потому что	2	11
19	о том	5	11
20	он не	5	10
21	никогда не	6	9
22	а в	9	9
23	в течение	2	9
24	только в	11	9
25	в конце	4	9
26	и по	3	8
27	в то	5	8
28	для него	4	7
29	об этом	4	7
30	о нем	3	7
31	как раз	3	7
32	и его	3	7
33	как это	4	7
34	сказать что	3	7
35	и к	6	6
36	можно сказать	6	6
37	у нас	2	6
38	в качестве	14	6
39	и сам	3	6
40	может быть	10	6
41	в котором	5	6
42	его жизни	2	6
43	так и	9	6
44	не может	8	6
45	то же	4	6
46	и что	2	6
47	это был	2	5
48	а с	2	5
49	вовсе не	2	5
50	на то	2	5
51	не в	8	5
52	которой он	3	5
53	со своим	2	5
54	видно что	2	5
55	а также	6	5
56	что и	2	5
57	жизни и	4	5
58	в своих	2	5
59	но он	2	5
60	с ним	4	5
61	я не	5	4
62	же время	3	4
63	в своем	6	4
64	что у	2	4
65	и все	4	4
66	в нем	5	4
67	для нас	2	4
68	к ней	3	4
69	в себе	8	4
70	да и	3	4
71	как и	4	4
72	в этой	4	4
73	по своей	3	4
74	такого рода	12	4
75	никак не	3	4
76	хотя и	5	4
77	один из	3	4
78	в нашем	2	4
79	себя в	2	4
80	в своей	4	4
81	и у	4	4
82	несмотря на	2	4
83	как он	2	4
84	только к	3	3
85	к тому	9	3
86	в виде	2	3
87	отнюдь не	4	3
88	со своей	2	3
89	с другой	5	3
90	в жизни	6	3
91	со своими	2	3
92	как в	5	3
93	к своему	2	3
94	но не	3	3
95	но это	2	3
96	что они	3	3
97	по своему	2	3
98	ничего не	6	3
99	все же	6	3
100	в целом	3	3
101	на него	5	3
102	только на	2	3
103	собственно говоря	2	3
104	таким образом	5	3
105	все эти	3	3
106	если не	2	3
107	о которой	3	3
108	уже не	4	3
109	свидетельствует о	4	3
110	и он	2	3
111	едва ли	3	3
112	к его	3	3
113	и здесь	2	3
114	в начале	2	3
115	во время	2	3
116	здесь не	2	3
117	то есть	9	3
118	место в	5	2
119	он сам	2	2
120	в ответ	3	2
121	не менее	4	2
122	в частности	11	2
123	хотя бы	2	2
124	не столько	5	2
125	но зато	2	2
126	тем не	5	2
127	тому же	4	2
128	тем более	2	2
129	что я	3	2
130	все что	4	2
131	как было	2	2
132	что с	2	2
133	еще не	2	2
134	при этом	14	2
135	того что	6	2
136	было бы	2	2
137	в самом	2	2
138	нас нет	2	2
139	ему в	2	2
140	для себя	3	2
141	в детстве	2	2
142	и т	2	2
143	со стороны	6	2
144	что она	2	2
145	только что	2	2
146	то и	3	2
147	как к	3	2
148	и для	3	2
149	тем самым	5	2
150	того чтобы	3	2
151	по его	2	2
152	как на	2	2
153	той же	2	2
154	и личность	2	2
155	с ними	3	2
156	в результате	2	2
157	пока еще	3	2
158	за границей	2	2
159	точки зрения	5	2
160	к себе	7	2
161	из этих	2	2
162	у меня	2	2
163	о котором	3	2
164	ответ на	5	2
165	в чем	2	2
