N	2gram	Vinokur_St_2	Myslijsy
1	потому что	9	46
2	в том	27	32
3	и в	29	30
4	может быть	2	28
5	то же	2	23
6	не только	19	21
7	только в	2	21
8	но и	19	19
9	том что	27	18
10	то что	11	18
11	того что	5	18
12	что в	19	17
13	по себе	3	16
14	в себе	2	16
15	не в	4	15
16	и не	9	15
17	а не	5	15
18	таким образом	10	14
19	что и	2	13
20	так как	2	13
21	вместе с	7	12
22	если бы	2	12
23	так и	9	11
24	как и	2	10
25	как в	3	10
26	и что	6	10
27	в этом	21	10
28	в то	2	10
29	для него	4	9
30	было бы	5	9
31	в нем	4	9
32	между тем	5	9
33	в самом	7	8
34	в ней	7	8
35	только что	2	8
36	с другой	4	7
37	вовсе не	6	7
38	к тому	10	7
39	так что	3	7
40	с тем	7	7
41	но не	3	7
42	в языке	5	7
43	тем что	3	7
44	и теперь	2	6
45	что он	13	6
46	но это	3	6
47	с этим	3	6
48	из них	3	6
49	например в	3	6
50	не может	2	6
51	не имеет	2	6
52	в них	2	5
53	в каком	2	5
54	и как	2	5
55	в своем	9	5
56	языка в	2	5
57	очевидно что	2	5
58	если б	4	5
59	только по	2	5
60	не менее	3	5
61	как на	9	5
62	сказать что	2	5
63	и т	9	5
64	что я	2	5
65	до того	4	4
66	что это	3	4
67	это слово	3	4
68	оно не	3	4
69	что именно	2	4
70	все это	11	4
71	в его	13	4
72	была бы	5	4
73	в котором	7	4
74	не к	2	4
75	другой стороны	3	4
76	на это	2	4
77	и его	6	4
78	он не	9	4
79	не было	3	4
80	если не	2	4
81	для того	7	4
82	тем же	2	4
83	и по	3	4
84	по поводу	8	4
85	того как	7	4
86	в один	2	4
87	и это	2	4
88	и потому	2	4
89	есть еще	2	3
90	тому что	7	3
91	прежде всего	5	3
92	в образе	3	3
93	к этому	4	3
94	связь с	2	3
95	тем не	2	3
96	именно в	4	3
97	а к	2	3
98	него самого	2	3
99	более или	2	3
100	такое же	2	3
101	бы ни	2	3
102	до сих	6	3
103	при этом	2	3
104	никак не	2	3
105	только потому	2	3
106	как бы	5	3
107	искусства и	2	3
108	с и	2	3
109	со стороны	2	3
110	или менее	2	3
111	том смысле	2	3
112	т д	6	3
113	того чтобы	6	3
114	так же	3	3
115	и на	6	3
116	в начале	3	3
117	и вообще	2	3
118	его в	2	3
119	там где	2	3
120	в которой	11	3
121	не то	3	3
122	это было	2	3
123	сих пор	5	3
124	только не	2	2
125	во многом	2	2
126	во время	2	2
127	но все	7	2
128	об этом	6	2
129	связи с	4	2
130	ближайшим образом	2	2
131	в какой	2	2
132	так например	7	2
133	не столько	7	2
134	в одном	6	2
135	с нею	3	2
136	а как	4	2
137	на то	2	2
138	не дает	2	2
139	одной из	3	2
140	что с	2	2
141	в ее	2	2
142	не нашел	2	2
143	лучше сказать	2	2
144	в этой	2	2
145	что они	2	2
146	по своему	2	2
147	несмотря на	2	2
148	на его	2	2
149	в речи	4	2
150	и о	4	2
151	том же	2	2
152	должно было	3	2
153	или лучше	2	2
154	даже в	2	2
155	все же	6	2
156	в своей	7	2
157	в их	3	2
158	т п	3	2
159	тогда как	2	2
160	а с	3	2
161	этом отношении	9	2
162	к своему	2	2
163	самом деле	3	2
164	что такое	2	2
165	и даже	3	2
166	ему не	2	2
167	появления в	3	2
168	с этой	2	2
169	ни в	3	2
170	эти слова	2	2
171	точки зрения	5	2
172	или с	2	2
173	что собственно	2	2
174	у меня	3	2
175	отношении к	3	2
176	о том	17	2
177	что эта	3	2
178	иметь в	3	2
179	в области	2	2
180	и с	4	2
181	этой мысли	2	2
