N	2gram	Voloshinov_1	Analitik
1	не только	5	22
2	и в	15	18
3	как и	6	14
4	так и	10	14
5	в этом	13	14
6	но и	4	13
7	и его	15	13
8	том что	5	12
9	в качестве	2	12
10	и не	16	12
11	при этом	7	11
12	а в	6	10
13	как бы	11	10
14	может быть	13	9
15	со стороны	2	9
16	что в	6	9
17	а не	2	9
18	в том	4	9
19	с его	8	8
20	и даже	2	8
21	но не	5	7
22	в его	9	7
23	отношению к	9	7
24	во второй	5	7
25	как раз	2	7
26	по отношению	11	7
27	к тому	4	6
28	не в	4	6
29	для него	5	6
30	еще не	7	6
31	в этой	5	6
32	он не	4	6
33	никогда не	7	5
34	не является	3	5
35	прежде всего	11	5
36	в свою	2	5
37	в самом	6	5
38	что и	2	5
39	и т.п	2	5
40	уже не	5	5
41	той же	2	5
42	между тем	2	5
43	не менее	3	4
44	отнюдь не	2	4
45	в своем	2	4
46	в одном	3	4
47	по себе	2	4
48	что он	8	4
49	можно сказать	4	4
50	и к	7	4
51	себя в	2	4
52	во втором	3	4
53	все же	5	4
54	приводит к	2	4
55	таким образом	21	4
56	и на	3	4
57	в данном	3	4
58	далеко не	4	4
59	однако и	2	3
60	из этих	4	3
61	к этому	7	3
62	не всегда	4	3
63	в ее	4	3
64	было бы	6	3
65	же время	5	3
66	с их	3	3
67	по поводу	2	3
68	во сне	2	3
69	с ее	3	3
70	в целом	2	3
71	данном случае	3	3
72	как в	3	3
73	все это	5	3
74	то же	7	3
75	не было	4	3
76	этом отношении	2	3
77	именно в	3	3
78	роль в	6	3
79	мы не	4	3
80	ничего не	2	3
81	с этим	6	3
82	точки зрения	13	3
83	он и	2	3
84	в то	6	3
85	его в	8	3
86	роли в	2	3
87	ответ на	2	3
88	я и	6	3
89	бы и	2	2
90	могут быть	6	2
91	для всех	2	2
92	все эти	9	2
93	все они	2	2
94	это не	2	2
95	о себе	2	2
96	в жизни	5	2
97	в нем	4	2
98	и ее	3	2
99	тем не	2	2
100	в дальнейшем	2	2
101	одна из	3	2
102	в большинстве	4	2
103	со всеми	3	2
104	совершенно не	2	2
105	в ней	5	2
106	об этом	4	2
107	о своих	3	2
108	и потому	8	2
109	всяком случае	3	2
110	один из	4	2
111	то что	10	2
112	в первом	2	2
113	во всех	8	2
114	вместе с	4	2
115	что она	2	2
116	связь с	4	2
117	не может	13	2
118	в глубине	2	2
119	отношения к	2	2
120	те же	4	2
121	в себя	5	2
122	и вот	6	2
123	о которой	2	2
124	сводится к	3	2
125	самом деле	7	2
126	с точки	10	2
127	и по	5	2
128	и для	2	2
129	и прежде	5	2
130	сказать что	6	2
131	во всяком	4	2
132	мы можем	12	2
133	нуждается в	2	2
134	на себя	2	2
135	в себе	4	2
136	в искусстве	3	2
137	что мы	2	2
138	только в	6	2
139	и все	4	2
140	дело в	2	2
141	так сказать	3	2
142	но в	9	2
