N	2gram	Propp_Isto_6	Morfolog
1	может быть	11	52
2	и т	10	49
3	т д	8	47
4	таким образом	12	20
5	в сказке	23	19
6	представляет собой	2	17
7	не может	6	17
8	т е	22	16
9	в этих	2	16
10	могут быть	3	15
11	с этим	2	14
12	и в	26	13
13	в этом	12	13
14	и др	2	12
15	так как	18	12
16	перед нами	2	11
17	чаще всего	5	11
18	мы видим	5	11
19	прежде всего	4	9
20	не всегда	4	9
21	этом случае	6	9
22	так и	5	9
23	то же	5	9
24	и не	10	9
25	а не	2	9
26	мы имеем	14	9
27	с другой	10	8
28	что и	4	8
29	при помощи	3	8
30	вопрос о	3	7
31	в тех	3	7
32	и этим	5	7
33	в качестве	3	7
34	нет необходимости	2	7
35	все же	8	7
36	или же	2	7
37	имеем в	4	7
38	в иное	5	6
39	это не	4	6
40	этот случай	6	6
41	в том	12	6
42	но не	2	6
43	а также	4	6
44	в форме	2	6
45	а в	3	6
46	иное царство	6	6
47	здесь можно	7	5
48	и другие	3	5
49	в образе	10	5
50	это явление	2	5
51	наряду с	3	5
52	далеко не	3	5
53	как бы	4	5
54	один из	3	5
55	то что	6	5
56	или в	3	5
57	потому что	13	5
58	можно наблюдать	2	5
59	герой получает	2	5
60	мы не	6	5
61	что в	12	4
62	и как	2	4
63	на котором	3	4
64	вовсе не	2	4
65	героя в	2	4
66	очень часто	5	4
67	отношению к	2	4
68	было бы	2	4
69	на его	4	4
70	не только	10	4
71	то это	5	4
72	в некоторых	2	4
73	как в	6	4
74	как мы	4	4
75	другой стороны	8	4
76	так же	2	4
77	по отношению	2	4
78	как и	5	4
79	там где	5	4
80	тем что	5	4
81	змея и	12	4
82	видно что	2	4
83	его в	5	4
84	оно может	2	4
85	ничего не	2	4
86	в других	4	4
87	только что	2	3
88	связана с	3	3
89	независимо от	3	3
90	если бы	3	3
91	с собой	2	3
92	в последнем	2	3
93	том что	10	3
94	но все	2	3
95	но это	4	3
96	что они	2	3
97	здесь же	4	3
98	кроме того	3	3
99	не происходит	3	3
100	он не	2	3
101	со змеем	4	3
102	случай мы	2	3
103	по воздуху	3	3
104	требует в	2	3
105	ни в	2	3
106	но и	9	3
107	на него	2	3
108	от того	3	3
109	целый ряд	2	3
110	из которых	3	3
111	и по	4	3
112	мы можем	7	3
113	в руки	2	3
114	и ее	3	3
115	большей частью	2	3
116	в то	5	3
117	мы должны	2	3
118	но в	7	3
119	значит что	2	3
120	с тем	4	2
121	в виде	6	2
122	в частности	3	2
123	однако в	2	2
124	та же	3	2
125	точно так	2	2
126	к этому	3	2
127	например на	2	2
128	что он	9	2
129	утверждать что	2	2
130	имеется в	3	2
131	можно сказать	2	2
132	так например	3	2
133	на первый	3	2
134	можно указать	2	2
135	из его	2	2
136	о похищении	2	2
137	только в	5	2
138	от него	3	2
139	есть и	4	2
140	то время	3	2
141	вопрос не	3	2
142	тех случаях	3	2
143	одной стороны	7	2
144	но есть	3	2
145	мы уже	6	2
146	никто не	2	2
147	во сне	3	2
148	коня и	3	2
149	что сказка	3	2
150	но для	2	2
151	в ином	6	2
152	же можно	3	2
153	отсюда видно	2	2
154	ни одной	2	2
155	но эти	2	2
156	и только	3	2
157	случаях когда	3	2
158	а с	2	2
159	с одной	7	2
160	все эти	8	2
161	не означает	2	2
162	и что	5	2
163	к себе	2	2
164	того что	2	2
165	уже не	7	2
166	не имеет	2	2
167	такой случай	2	2
168	после чего	6	2
169	и его	7	2
170	можно было	2	2
171	если они	3	2
172	самого себя	2	2
173	сказке о	3	2
174	что мы	2	2
175	но вот	2	2
176	о том	7	2
177	что эти	2	2
178	в свое	2	2
179	нам еще	2	2
180	здесь не	2	2
181	но здесь	4	2
182	одна из	2	2
183	сказать что	3	2
184	как это	5	2
185	время как	3	2
