N	2gram	Trubetskoy_1	Narrotol
1	не только	10	31
2	но и	9	27
3	и не	8	23
4	при этом	3	19
5	может быть	10	15
6	в качестве	3	14
7	а не	5	13
8	а в	4	13
9	только в	4	12
10	в этом	15	12
11	и в	26	11
12	состоит в	2	10
13	то что	7	9
14	то есть	4	9
15	то же	4	8
16	в том	11	8
17	не может	4	8
18	уже не	3	8
19	представляет собой	3	8
20	если бы	3	7
21	том что	7	7
22	но в	7	7
23	и т.д	6	6
24	к тому	6	6
25	а также	2	6
26	не в	2	6
27	в самом	4	6
28	как бы	12	6
29	один из	2	6
30	жизни и	2	6
31	тому же	5	6
32	в себе	6	6
33	в его	5	6
34	в этой	4	6
35	можно сказать	3	5
36	той или	2	5
37	так и	6	5
38	и на	2	5
39	потому что	7	5
40	точки зрения	13	5
41	с его	2	4
42	никогда не	5	4
43	из этих	10	4
44	или иной	2	4
45	все же	6	4
46	для него	3	4
47	но не	8	4
48	же время	2	4
49	прежде всего	2	4
50	еще не	2	4
51	к нему	7	4
52	вплоть до	2	4
53	в нем	4	4
54	в мире	5	4
55	из них	7	4
56	того что	3	4
57	того чтобы	5	4
58	в то	4	4
59	о том	6	4
60	в одном	3	4
61	не менее	3	3
62	что в	9	3
63	в своем	3	3
64	не всегда	2	3
65	что он	4	3
66	тем не	3	3
67	и как	3	3
68	в начале	2	3
69	для того	5	3
70	и о	3	3
71	он не	4	3
72	отношению к	3	3
73	начиная с	2	3
74	не было	2	3
75	этом отношении	2	3
76	именно в	2	3
77	лишь в	5	3
78	но при	2	3
79	в глазах	2	3
80	и с	10	3
81	и все	2	3
82	мы имеем	2	3
83	между тем	2	3
84	в этих	4	2
85	не могло	2	2
86	в конце	6	2
87	в свою	2	2
88	на то	2	2
89	ему в	2	2
90	по своим	2	2
91	к его	2	2
92	по своему	2	2
93	все что	2	2
94	и после	2	2
95	до сих	5	2
96	к ним	3	2
97	и является	2	2
98	не вполне	3	2
99	всяком случае	6	2
100	если в	3	2
101	к жизни	5	2
102	не имеет	5	2
103	хотя бы	3	2
104	вместе с	15	2
105	быть и	2	2
106	сих пор	5	2
107	заключает в	2	2
108	и тогда	4	2
109	только что	2	2
110	после смерти	10	2
111	в связи	3	2
112	не могла	2	2
113	и только	4	2
114	если не	2	2
115	и даже	3	2
116	с другой	8	2
117	и для	5	2
118	особенно в	2	2
119	в таком	3	2
120	друг на	2	2
121	в результате	3	2
122	сказать что	2	2
123	во всяком	6	2
124	мы можем	2	2
125	и от	4	2
126	на друга	2	2
127	связи с	9	2
128	что мы	2	2
129	же самое	2	2
130	в области	9	2
