N	2gram	Bakhtin_Pr_1	Russkaja
1	не может	27	22
2	и не	42	19
3	в том	8	17
4	в этом	15	17
5	и в	38	14
6	то что	8	13
7	таким образом	10	11
8	то же	5	11
9	точки зрения	8	11
10	же время	3	10
11	но и	9	10
12	в то	4	10
13	том что	3	9
14	не только	9	9
15	в себе	4	9
16	с точки	6	9
17	может быть	26	9
18	прежде всего	13	8
19	того чтобы	2	8
20	ни к	2	7
21	отнюдь не	19	7
22	самом деле	6	7
23	в данном	4	7
24	мы должны	2	7
25	о том	4	7
26	и с	17	7
27	если бы	3	6
28	на самом	4	6
29	что он	2	6
30	и к	3	6
31	и при	2	6
32	для того	2	6
33	все это	3	6
34	в своем	5	6
35	и для	11	6
36	в своих	2	6
37	в россии	2	6
38	себя и	3	5
39	хотя бы	4	5
40	он должен	2	5
41	на то	2	5
42	и на	3	5
43	или иной	2	5
44	при этом	5	5
45	было бы	8	5
46	конечно не	5	5
47	в своей	7	5
48	он не	3	5
49	никогда не	5	5
50	в нем	15	5
51	во всех	11	5
52	и только	4	5
53	по существу	2	5
54	из которых	2	5
55	а в	6	5
56	только в	13	5
57	между тем	7	5
58	а лишь	2	4
59	но не	12	4
60	не могут	2	4
61	что в	7	4
62	то ни	3	4
63	в мире	3	4
64	как и	7	4
65	все что	3	4
66	как бы	22	4
67	все же	6	4
68	себя в	2	4
69	бы то	3	4
70	в корне	2	4
71	в их	10	4
72	приводит к	3	4
73	не в	7	4
74	можно было	4	4
75	во всем	2	4
76	в его	43	4
77	его в	9	4
78	что это	2	3
79	в большинстве	5	3
80	что все	2	3
81	о которых	2	3
82	да и	3	3
83	и как	8	3
84	в другом	2	3
85	лишь в	2	3
86	должно быть	5	3
87	ибо в	2	3
88	лучшем случае	2	3
89	еще не	7	3
90	несмотря на	3	3
91	в самом	7	3
92	ни одна	2	3
93	одной из	3	3
94	той или	2	3
95	и потому	4	3
96	что и	2	3
97	не есть	6	3
98	и т	14	3
99	все они	5	3
100	данном случае	4	3
101	не было	2	3
102	что оно	2	3
103	в значительной	2	3
104	того что	2	3
105	в лучшем	2	3
106	или в	2	3
107	тем что	2	3
108	и во	2	3
109	в виде	2	3
110	говорить о	3	3
111	связи с	2	3
112	о котором	2	3
113	она может	3	3
114	одна из	2	3
115	место в	8	2
116	и более	2	2
117	должна быть	4	2
118	и есть	2	2
119	в частности	2	2
120	и от	3	2
121	к себе	2	2
122	ясно что	3	2
123	культуры и	3	2
124	или иного	2	2
125	ни в	11	2
126	но это	3	2
127	от него	3	2
128	не можем	2	2
129	отличается от	2	2
130	она не	2	2
131	совершенно не	7	2
132	и о	5	2
133	в ней	4	2
134	к чему	2	2
135	помнить что	3	2
136	но совершенно	2	2
137	в котором	2	2
138	на почве	3	2
139	для нее	8	2
140	и тем	3	2
141	центр тяжести	2	2
142	не к	6	2
143	в некоторых	2	2
144	но она	2	2
145	по отношению	21	2
146	отношения к	6	2
147	все эти	5	2
148	и что	2	2
149	тем самым	4	2
150	а не	5	2
151	и наконец	6	2
152	и даже	3	2
153	к нему	10	2
154	в других	4	2
155	и те	2	2
156	в таком	3	2
157	том же	2	2
158	мы можем	6	2
159	с самим	2	2
160	в начале	2	2
161	того или	2	2
162	в таких	2	2
163	в этих	2	2
164	большинстве случаев	5	2
165	с ним	5	2
166	и должно	3	2
167	отметить что	7	2
168	в области	11	2
169	себя как	5	2
170	но в	4	2
