N	2gram	Bakhtin_Fr_6	Narrotol
1	не только	10	32
2	может быть	2	25
3	но и	13	23
4	и не	3	20
5	и в	41	19
6	то есть	24	19
7	в том	2	18
8	в этом	12	17
9	в частности	2	14
10	том что	7	14
11	не в	4	14
12	а не	2	12
13	то что	10	11
14	а в	4	11
15	не может	4	10
16	точки зрения	2	10
17	при этом	3	9
18	так и	5	9
19	в его	7	9
20	с другой	4	8
21	и т.п	19	8
22	в себе	5	8
23	времени и	2	7
24	как и	7	7
25	а также	5	7
26	все же	4	7
27	как в	4	7
28	с одной	4	7
29	одной стороны	4	7
30	с его	5	6
31	что он	6	6
32	но не	2	6
33	именно в	4	6
34	в той	5	6
35	как это	2	6
36	о том	9	6
37	но в	8	6
38	и как	4	5
39	себя в	2	5
40	в форме	2	5
41	к нему	3	5
42	и его	13	5
43	в данном	3	5
44	в основе	4	5
45	к себе	2	5
46	в этой	8	5
47	мира в	2	5
48	перед нами	3	4
49	во втором	3	4
50	прежде всего	10	4
51	в нем	16	4
52	у него	7	4
53	что не	3	4
54	то же	5	4
55	же время	5	4
56	было бы	3	4
57	связи с	2	4
58	одной из	3	4
59	как бы	7	4
60	данном случае	2	4
61	другой стороны	2	4
62	в особенности	7	4
63	те же	3	4
64	не мог	3	4
65	сказать что	6	4
66	только в	3	4
67	и с	16	4
68	что в	7	3
69	никогда не	8	3
70	уже в	4	3
71	из этих	2	3
72	в третьем	3	3
73	это и	2	3
74	что они	2	3
75	в сущности	8	3
76	хотя и	2	3
77	в ней	4	3
78	он не	2	3
79	и даже	4	3
80	один из	6	3
81	в первом	3	3
82	из них	5	3
83	жизни и	3	3
84	в ее	5	3
85	в эпизоде	5	3
86	а именно	2	3
87	этом отношении	3	3
88	как мы	12	3
89	и он	5	3
90	и на	9	3
91	между тем	2	3
92	тем что	5	3
93	в то	6	3
94	что это	5	3
95	он сам	3	2
96	должна быть	2	2
97	в своем	5	2
98	первом случае	3	2
99	здесь и	8	2
100	та же	4	2
101	от всех	2	2
102	себе самом	2	2
103	в литературе	5	2
104	что именно	2	2
105	и сейчас	2	2
106	на первый	3	2
107	есть в	3	2
108	между ними	3	2
109	всех его	4	2
110	в значительной	2	2
111	как известно	2	2
112	и тот	2	2
113	например в	6	2
114	и когда	2	2
115	и потому	2	2
116	и др	10	2
117	даже в	4	2
118	и до	7	2
119	так же	5	2
120	как раз	2	2
121	не на	2	2
122	все эти	11	2
123	они не	3	2
124	самом деле	4	2
125	что мы	2	2
126	одним из	4	2
127	и для	3	2
128	с точки	2	2
129	роль в	4	2
130	или в	6	2
131	в результате	4	2
132	тем более	2	2
133	нового времени	4	2
134	каждый из	2	2
135	одну из	2	2
136	говорить о	2	2
137	все то	5	2
138	и все	9	2
139	в организации	2	2
140	это все	2	2
141	мира и	2	2
