N	2gram	Tiupa_Hudo_1	Psycholo
1	и в	14	38
2	то что	8	35
3	в том	12	25
4	в самом	4	25
5	самом деле	5	21
6	что в	6	20
7	может быть	5	19
8	и что	2	18
9	на то	4	16
10	что она	4	16
11	точки зрения	5	16
12	в ней	4	15
13	если бы	3	14
14	том что	16	14
15	как бы	7	14
16	и т	11	14
17	потому что	5	14
18	в этой	8	13
19	в этом	11	13
20	было бы	6	12
21	не только	12	12
22	не в	7	12
23	что он	9	11
24	то же	9	10
25	и не	2	10
26	и все	4	10
27	с точки	3	9
28	того чтобы	3	9
29	все же	3	8
30	перед нами	5	8
31	с этим	3	8
32	как и	9	8
33	так что	2	8
34	как раз	4	8
35	и это	4	8
36	в ее	3	7
37	а не	12	7
38	никак не	2	7
39	не может	7	7
40	что у	3	7
41	как мы	3	7
42	а в	7	7
43	между тем	8	7
44	мы уже	4	7
45	из них	4	6
46	с и	2	6
47	к тому	7	6
48	до сих	2	6
49	она не	4	6
50	один из	4	6
51	не имеет	2	6
52	тому что	4	6
53	он не	4	6
54	и его	5	6
55	и на	3	6
56	о том	12	6
57	ясно что	2	6
58	казалось бы	7	5
59	в своем	4	5
60	на этом	3	5
61	несмотря на	4	5
62	иначе говоря	2	5
63	в своей	10	5
64	но и	5	5
65	сих пор	2	5
66	и когда	3	5
67	т п	8	5
68	действующих лиц	2	5
69	мы не	2	5
70	в другом	2	5
71	о котором	2	5
72	в его	8	5
73	так сказать	2	5
74	никогда не	6	4
75	идет о	3	4
76	по своему	3	4
77	при этом	12	4
78	и для	3	4
79	речь идет	3	4
80	в нем	3	4
81	раз в	2	4
82	с той	2	4
83	в целом	2	4
84	как в	8	4
85	согласиться с	2	4
86	т д	3	4
87	все эти	3	4
88	того что	4	4
89	и даже	3	4
90	в своих	3	4
91	у него	9	4
92	только в	5	4
93	и другое	2	4
94	как будто	4	4
95	одна из	2	4
96	в себе	11	4
97	первой половине	3	3
98	каждого из	2	3
99	в речи	2	3
100	только для	2	3
101	та же	4	3
102	больше не	2	3
103	в такой	2	3
104	и к	4	3
105	она в	3	3
106	ни в	5	3
107	и о	4	3
108	наше внимание	2	3
109	все это	2	3
110	то и	3	3
111	одновременно и	5	3
112	что не	2	3
113	в таком	3	3
114	тем что	3	3
115	состоит в	2	3
116	в то	8	3
117	его в	3	3
118	здесь не	2	3
119	едва ли	3	3
120	но в	5	3
121	как все	2	2
122	к своему	2	2
123	в этих	5	2
124	отнюдь не	3	2
125	столь же	4	2
126	с этой	2	2
127	о человеке	2	2
128	своих героев	2	2
129	на самом	2	2
130	с с	4	2
131	же мере	2	2
132	только что	4	2
133	или не	3	2
134	же в	3	2
135	до конца	2	2
136	в море	2	2
137	уже не	7	2
138	своей жизни	2	2
139	такой же	3	2
140	перед собой	2	2
141	мы читаем	2	2
142	для него	10	2
143	том как	3	2
144	они не	2	2
145	в первой	6	2
146	например в	2	2
147	но он	3	2
148	по преимуществу	3	2
149	с ее	2	2
150	что когда	2	2
151	не знаем	2	2
152	со стороны	3	2
153	что же	2	2
154	по выражению	2	2
155	внимание на	2	2
156	в одной	2	2
157	по мнению	5	2
158	а с	2	2
159	и по	3	2
160	той же	2	2
161	в качестве	9	2
162	в конце	4	2
163	не имеют	3	2
164	героев в	2	2
165	автора и	2	2
166	эти слова	2	2
167	к себе	5	2
168	как к	3	2
169	но как	2	2
170	в русской	4	2
171	представляют собой	2	2
172	однако и	3	2
173	заметить что	2	2
174	к этой	3	2
175	с ним	4	2
176	ничего не	8	2
