N	2gram	Vinokur_Ku_2	Istorich
1	и в	23	24
2	что он	5	21
3	не только	20	21
4	и т	39	17
5	т е	22	16
6	т д	14	16
7	может быть	15	14
8	не может	9	14
9	что в	10	13
10	мы имеем	5	12
11	как в	3	12
12	в этом	18	12
13	и здесь	5	12
14	но и	7	11
15	это не	6	10
16	у него	3	10
17	том что	11	10
18	а в	3	10
19	и что	8	10
20	с другой	8	9
21	не в	8	9
22	все же	7	9
23	потому что	25	9
24	еще не	5	8
25	что и	3	8
26	все это	5	8
27	другой стороны	7	8
28	то же	6	8
29	а не	10	8
30	или в	4	8
31	так как	15	8
32	один из	5	7
33	в том	19	7
34	мы видели	2	7
35	то что	9	7
36	вместе с	5	7
37	к нему	2	7
38	таким образом	5	7
39	тем что	3	6
40	всех этих	3	6
41	с этой	2	6
42	об этом	5	6
43	для нас	4	6
44	как и	2	6
45	так же	4	6
46	но не	6	6
47	в нем	4	6
48	а именно	2	6
49	он не	3	6
50	и все	2	6
51	того что	3	6
52	только в	5	6
53	что это	7	6
54	ответ на	2	6
55	не менее	7	5
56	дело не	2	5
57	так и	4	5
58	с одной	2	5
59	что она	3	5
60	здесь мы	2	5
61	ничего не	4	5
62	там где	5	5
63	но в	11	5
64	никогда не	2	4
65	что у	2	4
66	не всегда	2	4
67	вовсе не	9	4
68	тем не	6	4
69	по существу	5	4
70	но все	4	4
71	при этом	2	4
72	после того	2	4
73	своего рода	4	4
74	же как	2	4
75	как бы	4	4
76	в их	2	4
77	то и	3	4
78	и не	16	4
79	не имеет	4	4
80	так в	3	4
81	точки зрения	14	4
82	в данном	4	4
83	мы должны	2	4
84	то не	2	4
85	уже в	3	3
86	в качестве	8	3
87	в них	4	3
88	превращается в	2	3
89	вопрос о	9	3
90	на то	4	3
91	что они	2	3
92	но есть	2	3
93	и если	2	3
94	между прочим	2	3
95	не все	3	3
96	данном случае	2	3
97	как мы	3	3
98	что за	2	3
99	этой точки	2	3
100	должны быть	2	3
101	и даже	2	3
102	и по	3	3
103	и его	3	3
104	но это	3	3
105	хотя и	4	3
106	знаем что	3	3
107	связи с	3	3
108	что мы	6	3
109	в конце	4	3
110	того как	2	3
111	перед нами	4	2
112	случаи когда	3	2
113	того же	3	2
114	и от	2	2
115	но здесь	2	2
116	этого не	3	2
117	к этому	4	2
118	прежде всего	8	2
119	не могут	5	2
120	их не	2	2
121	в одну	2	2
122	в целях	2	2
123	в то	4	2
124	мы знаем	4	2
125	ни в	4	2
126	в силу	7	2
127	только о	2	2
128	связанные с	2	2
129	в форме	3	2
130	она не	2	2
131	тот же	5	2
132	было бы	15	2
133	в самом	12	2
134	но оно	2	2
135	и о	4	2
136	но для	3	2
137	и тем	5	2
138	на ту	2	2
139	на том	2	2
140	со стороны	4	2
141	сюда же	2	2
142	отличается от	3	2
143	здесь не	3	2
144	точно так	3	2
145	в связи	4	2
146	уже не	8	2
147	в особенности	4	2
148	все дело	2	2
149	не просто	2	2
150	стоит в	2	2
151	что не	6	2
152	и у	2	2
153	что такое	3	2
154	на этот	2	2
155	свое место	2	2
156	это положение	2	2
157	как это	5	2
158	почти всегда	2	2
159	такие случаи	3	2
160	сказать что	4	2
161	с этим	3	2
162	и на	6	2
163	этот вопрос	6	2
164	но вот	2	2
165	в таких	3	2
166	все эти	12	2
167	и это	3	2
168	конечно не	2	2
169	а если	2	2
170	это конечно	2	2
