N	2gram	Bakhtin_Pr_5	Myshleni
1	и в	35	25
2	в том	5	23
3	том что	3	20
4	внутренней речи	5	19
5	что в	6	17
6	так же	7	17
7	таким образом	7	17
8	с тем	3	16
9	как и	18	15
10	то что	10	15
11	в его	21	15
12	в этом	14	14
13	вместе с	2	14
14	может быть	14	13
15	в целом	3	13
16	так как	4	12
17	по своему	4	11
18	что они	6	10
19	как бы	31	10
20	и не	27	10
21	и что	6	10
22	того что	3	10
23	было бы	3	10
24	что и	3	10
25	только в	6	10
26	как в	5	9
27	ни в	2	9
28	тем что	4	8
29	как мы	8	8
30	уже в	3	7
31	столь же	2	7
32	все эти	3	7
33	по себе	4	7
34	по своей	2	7
35	мы можем	2	7
36	самого начала	8	6
37	не менее	2	6
38	с другой	4	6
39	с самого	8	6
40	не в	10	6
41	высшей степени	3	6
42	и у	4	6
43	совпадает с	2	6
44	мы видели	2	6
45	не может	18	6
46	и на	6	6
47	потому что	8	6
48	в высшей	3	6
49	мы должны	3	6
50	что он	24	6
51	в отношении	9	6
52	но не	6	6
53	со всеми	3	6
54	не только	10	6
55	все же	8	6
56	благодаря этому	2	6
57	в отличие	2	6
58	точки зрения	7	6
59	все это	14	6
60	можно было	2	6
61	слова и	11	6
62	отличие от	2	6
63	так и	8	5
64	что это	4	5
65	к одному	3	5
66	и как	2	5
67	но это	6	5
68	для него	14	5
69	при этом	2	5
70	друг с	4	5
71	уже говорили	5	5
72	и по	2	5
73	с ее	3	5
74	внутренняя речь	3	5
75	слов и	3	5
76	мы уже	8	5
77	и к	12	5
78	о том	2	5
79	и т.д	3	5
80	с другом	4	5
81	никогда не	4	4
82	в своем	2	4
83	и речь	2	4
84	прежде всего	12	4
85	к тому	6	4
86	мы знаем	2	4
87	что с	2	4
88	мог бы	2	4
89	не мог	3	4
90	смысле этого	2	4
91	всяком случае	4	4
92	время как	2	4
93	из них	3	4
94	но и	14	4
95	друг друга	2	4
96	а в	7	4
97	сказать что	3	4
98	говорит он	4	4
99	в то	11	4
100	с ним	7	4
101	с этим	3	4
102	и все	15	4
103	что оно	2	4
104	и того	2	4
105	еще не	7	4
106	мы увидим	2	4
107	мы говорили	2	4
108	он не	13	4
109	приводит к	2	4
110	речи в	2	4
111	той же	2	4
112	во всяком	4	4
113	этого слова	5	4
114	и это	5	4
115	там где	7	4
116	но на	4	3
117	с этой	2	3
118	на этом	2	3
119	и сам	7	3
120	в самом	6	3
121	в него	3	3
122	в котором	3	3
123	этот процесс	2	3
124	другой стороны	3	3
125	по отношению	6	3
126	но только	3	3
127	с ними	5	3
128	в которых	2	3
129	их в	2	3
130	между тем	4	3
131	во всем	4	3
132	его в	4	3
133	как он	2	3
134	с которыми	2	3
135	не как	3	3
136	в жизни	2	3
137	но как	4	3
138	его к	3	3
139	то в	2	3
140	или иной	4	3
141	им в	2	3
142	а с	3	3
143	когда он	3	3
144	и слово	8	3
145	в виде	7	3
146	слова в	6	2
147	то же	15	2
148	все время	4	2
149	в этих	2	2
150	тому что	2	2
151	и от	3	2
152	слова мы	2	2
153	ни было	3	2
154	так что	5	2
155	но все	4	2
156	же слова	2	2
157	в построении	2	2
158	с уже	2	2
159	в реальном	3	2
160	к другим	2	2
161	хотя и	2	2
162	той или	4	2
163	в нем	16	2
164	для этого	2	2
165	должно быть	3	2
166	каждый из	2	2
167	на его	4	2
168	в начале	3	2
169	ни на	2	2
170	слово с	6	2
171	бы в	4	2
172	в плане	6	2
173	от другого	2	2
174	между двумя	2	2
175	с его	7	2
176	всех этих	2	2
177	однако в	2	2
178	в них	4	2
179	к другому	16	2
180	и во	3	2
181	и другого	2	2
182	в одном	6	2
183	этом смысле	3	2
184	конечно в	2	2
185	мы остановимся	3	2
186	очень часто	2	2
187	тот же	4	2
188	бы с	2	2
189	еще в	4	2
190	отношению к	7	2
191	в мире	4	2
192	слова не	2	2
193	в своей	4	2
194	только что	3	2
195	другого в	4	2
196	уже не	3	2
197	в речи	2	2
198	на этот	2	2
199	и для	8	2
200	и его	14	2
201	у человека	2	2
202	или в	2	2
203	с другими	2	2
204	тому как	2	2
205	и то	5	2
206	связан с	2	2
207	говорили что	4	2
208	вступает в	2	2
209	в себе	5	2
210	в чем	4	2
211	в эту	4	2
212	а как	2	2
