N	2gram	Bakhtin_Fr_2	Problemy
1	и не	15	31
2	и в	49	29
3	в его	18	24
4	может быть	5	24
5	в этом	15	22
6	как бы	11	19
7	в нем	9	19
8	точки зрения	6	19
9	для него	9	18
10	не только	17	15
11	то что	6	15
12	но и	13	14
13	и его	17	14
14	то же	7	14
15	рядом с	6	14
16	в пределах	2	13
17	с точки	5	13
18	как и	11	12
19	точка зрения	3	12
20	не может	7	12
21	таким образом	7	12
22	в одном	3	10
23	в самом	3	10
24	в то	6	10
25	только в	13	10
26	там где	4	10
27	с его	5	9
28	все же	7	9
29	в романе	9	9
30	но не	5	9
31	же время	6	9
32	все эти	7	9
33	в своем	5	8
34	до конца	2	8
35	что он	3	8
36	что в	2	8
37	в своей	5	8
38	в том	3	8
39	прежде всего	19	7
40	вовсе не	10	7
41	том что	4	7
42	лишь как	2	7
43	за пределы	2	7
44	зрения на	2	7
45	так и	6	7
46	в форме	4	7
47	а в	4	7
48	и на	17	7
49	в себе	4	7
50	но в	4	7
51	все это	9	6
52	точку зрения	2	6
53	в конце	2	6
54	его целом	3	6
55	выражение в	5	6
56	о мире	7	6
57	несмотря на	3	6
58	к нему	3	6
59	одним из	2	6
60	в самой	2	6
61	в мире	2	6
62	менее всего	3	6
63	так же	2	6
64	на мир	2	6
65	могут быть	2	6
66	и потому	5	6
67	так как	6	6
68	сознания и	2	5
69	и др	9	5
70	именно в	6	5
71	было бы	3	5
72	но все	4	5
73	сочетается с	2	5
74	еще не	2	5
75	это и	2	5
76	в сущности	8	5
77	и о	4	5
78	у него	2	5
79	на самом	2	5
80	в творчестве	6	5
81	с их	6	5
82	во всяком	2	5
83	автора и	2	5
84	и это	3	5
85	с ним	4	5
86	ничего не	2	5
87	в плане	3	5
88	перестает быть	2	4
89	превращается в	3	4
90	в литературе	6	4
91	но это	2	4
92	и с	6	4
93	и следовательно	2	4
94	даже в	3	4
95	не было	4	4
96	тем что	4	4
97	как мы	7	4
98	их в	3	4
99	в этой	10	4
100	в произведении	2	4
101	уже в	5	3
102	никогда не	5	3
103	в них	13	3
104	с другой	4	3
105	нового времени	4	3
106	на материале	2	3
107	мире в	2	3
108	ни в	3	3
109	по существу	2	3
110	одна из	4	3
111	все что	2	3
112	не дает	3	3
113	но именно	3	3
114	в произведениях	2	3
115	всяком случае	2	3
116	себе и	2	3
117	в духе	4	3
118	только то	2	3
119	и до	4	3
120	в их	2	3
121	другой стороны	3	3
122	как на	4	3
123	не во	2	3
124	этом отношении	3	3
125	в себя	6	3
126	здесь с	2	3
127	тому как	2	3
128	его творчества	3	3
129	в своих	4	3
130	сказать что	6	3
131	подобно тому	2	3
132	как к	2	3
133	мы должны	2	3
134	далеко не	3	3
135	в художественном	2	3
136	отношения к	4	3
137	особенности его	2	3
138	в противоположность	2	2
139	он понимает	2	2
140	всех этих	3	2
141	связи с	2	2
142	но они	3	2
143	и во	4	2
144	в жизни	4	2
145	вследствие этого	2	2
146	для понимания	2	2
147	в условиях	2	2
148	и к	4	2
149	жизни и	7	2
150	же в	3	2
151	при этом	5	2
152	благодаря этому	4	2
153	тот же	5	2
154	своего времени	2	2
155	и перед	3	2
156	наконец в	3	2
157	до сих	4	2
158	один из	7	2
159	и со	3	2
160	на его	2	2
161	отношение к	8	2
162	сих пор	4	2
163	но эти	3	2
164	мы уже	6	2
165	в отношении	2	2
166	и даже	2	2
167	на языке	2	2
168	в смысле	2	2
169	именно на	2	2
170	к этим	3	2
171	можно было	3	2
172	в ней	2	2
173	но он	6	2
174	в истории	6	2
175	во все	2	2
176	по преимуществу	2	2
