N	2gram	Losev_Vlad_3	Myshleni
1	то что	28	26
2	что он	5	25
3	в этом	16	25
4	потому что	11	21
5	таким образом	11	19
6	в том	18	18
7	не может	14	18
8	точки зрения	13	18
9	того чтобы	3	17
10	что в	17	16
11	и в	40	16
12	того что	7	16
13	так как	7	16
14	не только	25	16
15	так же	8	15
16	том что	18	15
17	для того	2	14
18	в сущности	2	13
19	сказать что	12	13
20	вопрос о	4	12
21	и не	25	12
22	и что	8	12
23	в его	14	11
24	но не	4	10
25	было бы	4	10
26	как мы	8	10
27	а не	8	10
28	в силу	2	10
29	только в	13	10
30	в отношении	5	9
31	может быть	8	9
32	с точки	6	9
33	должно быть	5	8
34	о том	11	8
35	как это	4	8
36	если бы	3	8
37	как и	7	8
38	мы должны	4	8
39	он не	8	8
40	то же	4	8
41	тем самым	2	8
42	же как	3	7
43	в нем	3	7
44	того же	2	7
45	так и	6	7
46	по себе	6	7
47	если мы	4	7
48	в какой	2	6
49	что все	7	6
50	не в	3	6
51	в этой	8	6
52	но если	5	6
53	но и	18	6
54	и на	6	6
55	но в	4	6
56	у него	24	6
57	к тому	7	6
58	в другом	2	6
59	должна быть	2	5
60	никогда не	11	5
61	тому что	4	5
62	в своем	8	5
63	мы и	2	5
64	для него	8	5
65	как бы	3	5
66	не является	2	5
67	но мы	2	5
68	хотя бы	6	5
69	этом отношении	2	5
70	в то	7	5
71	только что	2	5
72	можно было	5	5
73	это значит	6	5
74	тем что	5	5
75	в которой	2	5
76	ничего не	5	5
77	значит что	6	5
78	не могут	2	4
79	что если	4	4
80	все эти	5	4
81	с другой	5	4
82	это не	3	4
83	с этой	2	4
84	в теории	2	4
85	то время	4	4
86	а только	7	4
87	так что	14	4
88	это есть	10	4
89	при этом	3	4
90	в самом	4	4
91	в целом	2	4
92	именно в	3	4
93	не имеет	4	4
94	и по	2	4
95	время как	2	4
96	далеко за	2	4
97	что мы	2	4
98	же самое	3	4
99	в результате	4	4
100	бы в	2	4
101	в качестве	3	4
102	с их	3	4
103	еще не	4	4
104	за пределы	3	4
105	не есть	10	4
106	вместе с	7	4
107	и то	9	4
108	такой же	4	4
109	не менее	9	3
110	прежде всего	10	3
111	в смысле	6	3
112	мы знаем	3	3
113	и как	7	3
114	но это	6	3
115	одной стороны	3	3
116	но как	2	3
117	но что	2	3
118	до конца	4	3
119	к нему	3	3
120	и тем	3	3
121	мы видели	3	3
122	то как	3	3
123	от того	4	3
124	в их	2	3
125	еще и	18	3
126	с одной	3	3
127	как на	3	3
128	а в	7	3
129	больше чем	2	3
130	и с	9	3
131	к его	2	3
132	по своей	2	3
133	в этих	2	3
134	к этой	2	3
135	мы не	2	3
136	и более	2	3
137	с тем	7	3
138	с этим	2	3
139	в одном	5	3
140	к этому	2	3
141	все же	4	3
142	по существу	4	3
143	то в	6	3
144	чем в	4	3
145	одной из	2	3
146	никак не	4	3
147	еще в	5	3
148	с таким	2	3
149	что и	7	3
150	говорит о	4	3
151	ее в	3	3
152	не на	2	3
153	и его	10	3
154	потому и	2	3
155	имеет свою	2	3
156	связи с	2	3
157	ничего общего	5	3
158	что эта	2	3
159	в чем	3	3
160	как с	2	3
161	я не	3	2
162	мы будем	2	2
163	не иначе	2	2
164	и от	6	2
165	но все	3	2
166	не говорит	5	2
167	является не	3	2
168	не имеют	2	2
169	в ней	5	2
170	эти три	5	2
171	в виду	3	2
172	совершенно не	2	2
173	в котором	4	2
174	в своей	9	2
175	из них	2	2
176	в отличие	3	2
177	что она	2	2
178	которая в	2	2
179	другой стороны	2	2
180	то и	2	2
181	отношения к	5	2
182	но только	2	2
183	на отдельные	2	2
184	и даже	6	2
185	знания и	2	2
186	в своих	7	2
187	или не	3	2
188	и здесь	6	2
189	в истории	5	2
190	с каким	3	2
191	в этот	2	2
192	что является	2	2
193	в жизни	2	2
194	вовсе не	13	2
195	его в	2	2
196	быть в	2	2
197	стороны и	2	2
198	есть не	2	2
199	не с	4	2
200	то это	10	2
201	и к	2	2
202	же в	3	2
203	которых он	2	2
204	отличие от	3	2
205	у нас	5	2
206	во всем	6	2
207	в вопросе	2	2
208	учение о	24	2
209	общего с	2	2
210	является для	2	2
211	и потому	10	2
212	только к	2	2
213	что оба	2	2
214	находится в	3	2
215	только на	5	2
216	тому же	5	2
217	а с	4	2
218	но с	2	2
219	а тем	2	2
220	во всяком	3	2
221	ни на	2	2
222	само по	3	2
223	об отношении	2	2
224	из этого	2	2
225	учения о	4	2
226	которые не	2	2
