N	2gram	Nazirov_Tv_1	Narrotol
1	не только	7	31
2	но и	3	27
3	и не	7	23
4	при этом	7	19
5	может быть	5	15
6	в частности	2	14
7	в качестве	2	14
8	как и	12	13
9	а не	5	13
10	а в	6	13
11	только в	5	12
12	в этом	6	12
13	и в	21	11
14	в данном	2	11
15	своего рода	4	10
16	и его	6	10
17	времени и	4	9
18	то что	8	9
19	во времени	3	9
20	то есть	12	9
21	то же	13	8
22	в том	7	8
23	данном случае	2	8
24	не может	4	8
25	уже не	3	8
26	в рассказе	3	8
27	представляет собой	3	8
28	у него	7	7
29	том что	11	7
30	на протяжении	3	7
31	но в	7	7
32	одного из	2	6
33	к тому	2	6
34	об этом	2	6
35	не в	2	6
36	и он	2	6
37	в самом	3	6
38	не мог	2	6
39	как бы	17	6
40	один из	4	6
41	жизни и	3	6
42	или в	2	6
43	в себе	2	6
44	в его	13	6
45	в этой	5	6
46	перед нами	2	5
47	можно сказать	2	5
48	в соответствии	3	5
49	в своей	4	5
50	так и	2	5
51	тем самым	7	5
52	и на	7	5
53	потому что	5	5
54	с его	11	4
55	никогда не	3	4
56	в литературе	2	4
57	соответствии с	3	4
58	все же	5	4
59	для него	6	4
60	то в	2	4
61	но не	3	4
62	же время	12	4
63	прежде всего	4	4
64	в ней	2	4
65	и тем	2	4
66	в нем	3	4
67	в мире	4	4
68	в первом	2	4
69	из них	2	4
70	не по	3	4
71	как в	8	4
72	того что	3	4
73	в принципе	2	4
74	хотя и	3	4
75	в то	15	4
76	о том	6	4
77	одна из	2	4
78	мира в	2	4
79	не существует	3	3
80	не менее	6	3
81	он сам	6	3
82	что в	12	3
83	это уже	5	3
84	однако в	2	3
85	в своем	4	3
86	это не	4	3
87	в пространстве	2	3
88	в жизни	2	3
89	что он	6	3
90	тем не	2	3
91	и как	4	3
92	в целом	4	3
93	самом деле	2	3
94	он не	8	3
95	в конечном	4	3
96	еще в	2	3
97	именно в	2	3
98	и с	3	3
99	в финале	4	3
100	как будто	5	3
101	в русской	5	3
102	и все	6	3
103	зависит от	2	2
104	отнюдь не	5	2
105	в этих	2	2
106	в свою	7	2
107	а по	2	2
108	в романе	10	2
109	с ее	3	2
110	и того	2	2
111	в повести	5	2
112	до конца	2	2
113	в первой	2	2
114	и будущего	3	2
115	если в	2	2
116	к жизни	2	2
117	по сути	4	2
118	хотя бы	5	2
119	не будет	2	2
120	вместе с	2	2
121	героя и	2	2
122	дело не	3	2
123	только на	2	2
124	только что	2	2
125	жизни в	6	2
126	в отличие	2	2
127	человека в	6	2
128	в году	7	2
129	что не	2	2
130	который в	3	2
131	и даже	3	2
132	и притом	2	2
133	времени в	13	2
134	с другой	3	2
135	отличие от	2	2
136	сказать что	2	2
137	и от	4	2
138	более не	2	2
139	прошлого и	2	2
140	и внутреннего	2	2
141	дело в	3	2
142	так сказать	2	2
143	в чем	2	2
144	с ним	3	2
145	та же	4	2
