N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	23	41
2	то есть	24	24
3	и т.п	3	19
4	мы уже	2	18
5	во всех	5	17
6	таким образом	11	17
7	в нем	20	16
8	и с	4	16
9	и его	13	13
10	но и	11	13
11	как мы	5	12
12	в этом	25	12
13	все это	7	11
14	все эти	8	11
15	прежде всего	7	10
16	в самом	8	10
17	не только	13	10
18	так как	7	10
19	то что	18	10
20	кроме того	3	9
21	и на	10	9
22	и все	3	9
23	о том	2	9
24	никогда не	5	8
25	в сущности	5	8
26	в этой	4	8
27	но в	4	8
28	у него	6	7
29	в них	3	7
30	вовсе не	8	7
31	том что	9	7
32	как бы	28	7
33	как и	8	7
34	что в	8	7
35	в его	24	7
36	что он	10	6
37	мы видим	3	6
38	например в	3	6
39	один из	2	6
40	вместе с	2	6
41	сказать что	5	6
42	в то	10	6
43	то же	10	5
44	с его	6	5
45	в одном	9	5
46	в литературе	3	5
47	так же	6	5
48	же время	7	5
49	из них	2	5
50	так и	10	5
51	в своем	8	5
52	рядом с	13	5
53	большинстве случаев	2	5
54	в той	6	5
55	той же	6	5
56	тем что	3	5
57	но он	2	5
58	в себе	5	5
59	все то	4	5
60	там где	6	5
61	уже в	5	4
62	с другой	2	4
63	но они	4	4
64	роль в	2	4
65	именно в	6	4
66	и как	8	4
67	не в	6	4
68	все что	3	4
69	в большинстве	2	4
70	тот же	2	4
71	в котором	2	4
72	даже в	2	4
73	все же	5	4
74	не может	11	4
75	как в	6	4
76	самом деле	5	4
77	именно на	2	4
78	того чтобы	4	4
79	и наконец	5	4
80	и даже	3	4
81	одним из	8	4
82	а в	7	4
83	конечно и	4	4
84	более того	3	4
85	в результате	4	4
86	в основе	5	4
87	с ним	6	4
88	перед нами	4	3
89	поэтому и	2	3
90	он сам	3	3
91	в книге	3	3
92	в одной	4	3
93	романа в	4	3
94	в духе	3	3
95	но это	5	3
96	есть в	3	3
97	как у	2	3
98	с миром	2	3
99	до сих	2	3
100	было бы	6	3
101	и сам	2	3
102	и их	2	3
103	в искусстве	2	3
104	никак не	2	3
105	жизни и	6	3
106	в первой	2	3
107	сих пор	2	3
108	и для	3	3
109	этом отношении	5	3
110	при этом	3	3
111	на языке	2	3
112	и не	34	3
113	они не	3	3
114	того что	2	3
115	между ними	2	3
116	к нему	3	3
117	с другими	7	3
118	в данном	2	3
119	в плане	5	3
120	выходит за	2	3
121	только в	8	3
122	в первом	2	3
123	только с	2	3
124	потому что	12	3
125	не могут	6	2
126	всех этих	3	2
127	для его	3	2
128	ведь это	2	2
129	в этих	2	2
130	они уже	3	2
131	и во	2	2
132	в конце	5	2
133	что все	3	2
134	себе самом	6	2
135	что именно	2	2
136	для нас	3	2
137	в том	11	2
138	это и	9	2
139	но не	8	2
140	должна быть	2	2
141	до конца	5	2
142	своего времени	2	2
143	кажется что	3	2
144	может быть	21	2
145	одной плоскости	3	2
146	за пределы	6	2
147	в своей	11	2
148	он не	4	2
149	и потому	3	2
150	был бы	5	2
151	себя в	3	2
152	данном случае	2	2
153	в форме	6	2
154	другой стороны	2	2
155	как раз	4	2
156	не на	3	2
157	образ в	2	2
158	и другие	2	2
159	но эта	4	2
160	в истории	2	2
161	лишь в	3	2
162	заключается в	2	2
163	а не	20	2
164	и у	4	2
165	с точки	15	2
166	мы не	2	2
167	к себе	2	2
168	то он	3	2
169	их в	2	2
170	между тем	5	2
171	говорит он	8	2
172	он в	2	2
173	точки зрения	21	2
174	и само	2	2
175	на его	2	2
176	из этих	2	2
177	говорить о	2	2
178	как он	2	2
179	и этим	2	2
180	так сказать	3	2
181	бы в	3	2
182	но конечно	2	2
183	мира и	7	2
184	в области	3	2
185	в романе	11	2
186	мира в	6	2
