N	2gram	Potebnia_M_3	formyVre
1	и в	30	50
2	то есть	34	33
3	в этом	10	25
4	в нем	9	24
5	и его	4	16
6	прежде всего	3	15
7	и не	15	14
8	как мы	7	14
9	вовсе не	7	13
10	в его	4	13
11	так и	11	12
12	человека и	5	11
13	может быть	28	11
14	таким образом	14	11
15	мы уже	2	11
16	то же	23	11
17	и как	5	10
18	в том	32	9
19	же время	5	9
20	в других	2	9
21	в то	10	9
22	не только	21	9
23	в самом	8	8
24	его жизни	2	8
25	и т	5	8
26	но и	19	8
27	и на	3	8
28	как и	10	8
29	жизни и	2	8
30	ни в	2	8
31	т п	2	8
32	не было	4	7
33	для себя	3	7
34	так сказать	2	7
35	все же	2	6
36	например в	6	6
37	в их	2	6
38	не может	6	6
39	так же	3	6
40	так как	13	6
41	у него	2	6
42	с этим	6	6
43	и все	3	6
44	связи с	2	6
45	то что	18	6
46	время в	3	6
47	в ее	2	6
48	как в	10	6
49	человеческой жизни	3	6
50	что в	17	5
51	в образе	3	5
52	не в	15	5
53	и до	2	5
54	в разных	2	5
55	точки зрения	2	5
56	но все	2	5
57	если бы	12	5
58	но не	7	5
59	еще не	5	5
60	он не	4	5
61	отношению к	5	5
62	того чтобы	3	5
63	для того	4	5
64	могут быть	3	5
65	время и	2	4
66	в своем	5	4
67	и следовательно	3	4
68	в котором	4	4
69	все это	4	4
70	не имеет	6	4
71	потому что	46	4
72	и с	2	4
73	в ней	8	4
74	в них	5	4
75	то время	4	4
76	и проч	16	4
77	том что	18	4
78	и то	8	4
79	только в	21	4
80	и это	4	4
81	жизни не	3	3
82	не могут	5	3
83	себя и	4	3
84	к тому	7	3
85	с тем	7	3
86	при этом	3	3
87	один из	4	3
88	в форме	2	3
89	по отношению	5	3
90	этом отношении	2	3
91	с одной	7	3
92	именно в	3	3
93	в одно	3	3
94	друг друга	3	3
95	а в	12	3
96	их в	2	3
97	сказать что	5	3
98	одно из	5	3
99	в начале	3	3
100	его в	3	3
101	в одном	2	3
102	а как	2	3
103	был бы	2	3
104	не знает	3	3
105	к этому	3	3
106	есть не	7	3
107	же в	2	3
108	одно и	5	3
109	со своей	2	3
110	одной из	2	3
111	и потому	4	3
112	что и	13	3
113	вместе с	12	3
114	сих пор	3	3
115	только на	3	3
116	а не	15	3
117	что не	8	3
118	мы не	9	3
119	мы видим	2	3
120	в таком	3	3
121	или в	3	3
122	с другими	5	3
123	быть только	4	3
124	в себе	16	3
125	входит в	2	3
126	до сих	3	3
127	место в	3	2
128	уже в	5	2
129	с другой	7	2
130	никто не	3	2
131	что все	3	2
132	была бы	4	2
133	а только	3	2
134	для нас	20	2
135	есть в	3	2
136	в свою	3	2
137	для него	9	2
138	одной стороны	3	2
139	есть только	5	2
140	в целом	3	2
141	не к	4	2
142	отношение к	2	2
143	уже на	2	2
144	природы и	2	2
145	к своему	2	2
146	те же	6	2
147	можно только	2	2
148	в буквальном	2	2
149	того что	18	2
150	и даже	2	2
151	и по	4	2
152	в которых	2	2
153	же и	3	2
154	что мы	8	2
155	мы должны	4	2
156	здесь только	3	2
157	буквальном смысле	2	2
158	с ним	6	2
159	во многом	2	2
160	не как	2	2
161	же что	6	2
162	тогда когда	9	2
163	по себе	16	2
164	об этом	2	2
165	в чем	3	2
166	не были	2	2
167	и может	3	2
168	было бы	9	2
169	этот образ	4	2
170	но оно	6	2
171	том же	2	2
172	к ней	5	2
173	оно не	4	2
174	в своей	2	2
175	как бы	3	2
176	связь между	2	2
177	уже не	6	2
178	в которой	3	2
179	той же	2	2
180	от этого	2	2
181	тем что	7	2
182	в каком	5	2
183	и вообще	3	2
184	далеко не	4	2
185	слова и	5	2
186	там где	3	2
187	здесь как	3	2
