N	2gram	Losev_Dial_4	Komedia
1	и в	15	26
2	и не	30	14
3	едва ли	3	14
4	так и	5	12
5	и его	7	12
6	в том	11	11
7	может быть	17	11
8	но и	4	10
9	в этом	11	10
10	что в	7	9
11	том что	10	9
12	если бы	6	9
13	вместе с	2	9
14	ясно что	11	8
15	было бы	9	8
16	и на	5	7
17	из них	2	7
18	не только	8	7
19	что и	6	7
20	в своем	5	6
21	то что	16	6
22	еще не	4	6
23	в нем	5	6
24	того чтобы	5	6
25	потому что	10	6
26	в то	6	6
27	о том	5	6
28	таким образом	5	6
29	с его	5	5
30	с тем	4	5
31	в которой	2	5
32	к этому	3	5
33	что он	7	5
34	в качестве	2	5
35	один из	4	5
36	ни в	8	5
37	в истории	3	5
38	на основании	3	5
39	с этим	3	5
40	для того	5	5
41	так что	6	5
42	и с	4	5
43	не менее	2	4
44	в частности	2	4
45	в них	2	4
46	прежде всего	11	4
47	из этих	2	4
48	как и	7	4
49	как будто	2	4
50	с их	4	4
51	одной из	2	4
52	хотя и	6	4
53	в его	4	4
54	все же	2	4
55	не по	2	4
56	в самом	2	4
57	и для	5	4
58	точки зрения	14	4
59	только в	7	4
60	что это	13	4
61	так как	14	4
62	как это	2	4
63	это было	2	4
64	для всех	3	3
65	с этой	2	3
66	вопрос о	2	3
67	надо было	3	3
68	что на	2	3
69	но если	5	3
70	жизни и	4	3
71	но все	2	3
72	во всех	2	3
73	же время	6	3
74	никто не	2	3
75	из которых	3	3
76	да и	2	3
77	в ней	5	3
78	в котором	2	3
79	не имеет	14	3
80	себя в	2	3
81	в своей	3	3
82	и их	2	3
83	даже не	2	3
84	в их	3	3
85	все это	9	3
86	того как	2	3
87	той же	5	3
88	то же	9	3
89	не было	2	3
90	как в	3	3
91	или в	7	3
92	или иначе	2	3
93	тем что	2	3
94	не может	11	3
95	в этой	4	3
96	тех же	2	3
97	но в	3	3
98	мы можем	3	3
99	и есть	19	2
100	отнюдь не	4	2
101	однако в	2	2
102	не всегда	3	2
103	то ни	4	2
104	это не	12	2
105	в одном	4	2
106	представление о	2	2
107	этом смысле	4	2
108	вовсе не	6	2
109	что именно	7	2
110	нет и	2	2
111	в пользу	2	2
112	об этом	3	2
113	в ее	2	2
114	не в	8	2
115	в силу	4	2
116	и тех	2	2
117	на этом	3	2
118	что по	2	2
119	только потому	3	2
120	и если	3	2
121	как не	2	2
122	ни одна	2	2
123	от того	2	2
124	как бы	14	2
125	говоря уже	3	2
126	хотя бы	4	2
127	и т	17	2
128	с той	2	2
129	и это	8	2
130	не говоря	3	2
131	со стороны	3	2
132	что она	5	2
133	уже о	4	2
134	в течение	4	2
135	одних и	2	2
136	мы находим	2	2
137	и что	9	2
138	бы и	3	2
139	отличие от	2	2
140	да еще	2	2
141	мы не	9	2
142	с ними	4	2
143	во всяком	2	2
144	от этого	3	2
145	и во	2	2
146	и ее	8	2
147	на что	2	2
148	говорить о	11	2
149	в один	3	2
150	и все	11	2
151	бы в	4	2
152	мы имеем	5	2
153	в виду	9	2
