N	2gram	Losev_Prob_5	FransuaR
1	и в	30	29
2	то есть	21	21
3	таким образом	13	20
4	и не	12	16
5	в эпоху	3	15
6	и все	9	13
7	в этой	10	13
8	как и	7	12
9	но в	9	12
10	так и	7	11
11	и на	6	11
12	в этом	17	11
13	то же	2	10
14	как мы	2	10
15	в то	4	10
16	не только	18	10
17	вовсе не	8	9
18	в конце	8	9
19	но и	13	9
20	все эти	2	9
21	и с	5	9
22	его в	6	9
23	прежде всего	6	8
24	в его	12	8
25	и его	6	8
26	как бы	6	8
27	в них	2	7
28	еще и	4	7
29	так же	5	7
30	в том	12	7
31	так как	6	7
32	из них	2	6
33	здесь в	2	6
34	в атмосфере	2	6
35	но он	5	6
36	поэтому и	2	5
37	у него	11	5
38	это не	2	5
39	того же	4	5
40	и о	5	5
41	далеко не	4	5
42	в нем	6	5
43	в своей	22	5
44	и до	2	5
45	сказать что	9	5
46	он и	5	5
47	только для	2	4
48	что он	7	4
49	еще не	3	4
50	конце концов	6	4
51	один из	2	4
52	то что	18	4
53	жизни и	2	4
54	конечно не	2	4
55	этот образ	2	4
56	с помощью	2	4
57	с другой	6	4
58	жизнь и	3	4
59	также и	12	4
60	в результате	7	4
61	тем что	2	4
62	точки зрения	10	4
63	мира и	2	4
64	в которой	5	4
65	том числе	2	3
66	все время	3	3
67	в частности	4	3
68	в качестве	4	3
69	в своем	11	3
70	что у	5	3
71	в ее	3	3
72	все же	9	3
73	том что	17	3
74	и как	6	3
75	в дальнейшем	7	3
76	что здесь	2	3
77	мы можем	5	3
78	и сам	4	3
79	тот же	3	3
80	того что	3	3
81	и их	5	3
82	он не	3	3
83	к нему	3	3
84	здесь не	7	3
85	другой стороны	6	3
86	при этом	4	3
87	и они	2	3
88	в году	5	3
89	и за	2	3
90	того чтобы	2	3
91	для того	3	3
92	и даже	14	3
93	и вполне	4	3
94	в ней	3	3
95	в себе	4	3
96	по своей	2	3
97	в чем	2	3
98	уже в	2	2
99	бы не	3	2
100	связи с	7	2
101	уже и	2	2
102	и другие	3	2
103	к этому	2	2
104	жизни в	4	2
105	по всему	2	2
106	нового времени	4	2
107	к тому	2	2
108	и к	4	2
109	подобного рода	7	2
110	но только	3	2
111	все в	3	2
112	ни в	4	2
113	он был	2	2
114	да и	2	2
115	людей но	4	2
116	из этого	4	2
117	что они	3	2
118	есть в	2	2
119	именно в	3	2
120	но не	7	2
121	то время	3	2
122	кроме того	2	2
123	одной стороны	3	2
124	не может	5	2
125	о своем	2	2
126	время это	2	2
127	на его	2	2
128	может быть	7	2
129	власти и	2	2
130	хотя и	8	2
131	никогда не	7	2
132	уже не	6	2
133	а также	3	2
134	в виду	3	2
135	в котором	2	2
136	раз в	2	2
137	и для	6	2
138	и земли	2	2
139	как в	2	2
140	до нас	7	2
141	как раз	5	2
142	в других	3	2
143	с одной	3	2
144	в трех	2	2
145	всякого рода	2	2
146	они не	2	2
147	и у	5	2
148	с точки	8	2
149	бы на	2	2
150	или в	4	2
151	не мог	4	2
152	и то	5	2
153	в одной	2	2
154	даже и	4	2
155	как будто	3	2
156	только в	9	2
157	о том	12	2
158	дело в	2	2
159	с ним	3	2
160	это конечно	2	2
161	же не	4	2
