N	2gram	Vygotskiy__4	Komedia
1	и в	20	26
2	и не	8	14
3	едва ли	2	14
4	к тому	6	12
5	так и	5	12
6	и его	5	12
7	в том	42	11
8	тому же	6	11
9	может быть	12	11
10	но и	9	10
11	в этом	24	10
12	что в	19	9
13	столь же	3	9
14	том что	35	9
15	если бы	5	9
16	вместе с	8	9
17	ясно что	2	8
18	было бы	8	8
19	и на	6	7
20	из них	4	7
21	не только	15	7
22	что и	9	7
23	ли не	2	7
24	в своем	4	6
25	то что	15	6
26	еще не	2	6
27	наряду с	3	6
28	в нем	2	6
29	того чтобы	7	6
30	потому что	12	6
31	и здесь	2	6
32	о том	5	6
33	таким образом	25	6
34	с тем	6	5
35	в которой	3	5
36	к этому	4	5
37	что он	6	5
38	а затем	2	5
39	в качестве	21	5
40	один из	3	5
41	ни в	3	5
42	в истории	10	5
43	с этим	5	5
44	для того	5	5
45	так что	3	5
46	и с	4	5
47	место в	2	4
48	уже в	6	4
49	не менее	3	4
50	в частности	5	4
51	у него	2	4
52	в этих	3	4
53	тому что	4	4
54	и от	3	4
55	прежде всего	2	4
56	из этих	2	4
57	как мы	13	4
58	как и	9	4
59	в целом	11	4
60	одной из	3	4
61	в его	11	4
62	все же	5	4
63	не по	2	4
64	в самом	6	4
65	и для	4	4
66	можно было	6	4
67	точки зрения	24	4
68	в начале	2	4
69	только в	10	4
70	что это	2	4
71	так как	10	4
72	на этот	3	4
73	как это	9	4
74	его в	6	4
75	между тем	9	4
76	это слово	2	4
77	том числе	2	3
78	представить себе	2	3
79	с этой	4	3
80	в каждом	2	3
81	что на	2	3
82	мы найдем	2	3
83	связи с	3	3
84	но не	3	3
85	того же	9	3
86	первую очередь	4	3
87	для нас	4	3
88	в первую	4	3
89	в обоих	3	3
90	в ней	2	3
91	речь идет	5	3
92	не имеет	2	3
93	себя в	3	3
94	в своей	7	3
95	в их	12	3
96	в связи	3	3
97	того как	2	3
98	той же	6	3
99	то же	16	3
100	как в	5	3
101	к нему	2	3
102	друг друга	4	3
103	а в	2	3
104	тем что	7	3
105	не может	6	3
106	как он	4	3
107	в этой	3	3
108	но в	3	3
109	и поэтому	3	3
110	мы можем	5	3
111	все время	4	2
112	одновременно с	3	2
113	и другие	9	2
114	обоих случаях	3	2
115	в другой	2	2
116	отнюдь не	3	2
117	в нашем	4	2
118	в какой	3	2
119	с другой	12	2
120	это не	5	2
121	этом смысле	8	2
122	в следующем	2	2
123	и к	5	2
124	с которым	2	2
125	идет о	3	2
126	не в	4	2
127	в силу	6	2
128	является не	4	2
129	тот же	9	2
130	и тех	2	2
131	чем в	3	2
132	на этом	3	2
133	по своему	4	2
134	как известно	3	2
135	одной стороны	9	2
136	в действительности	5	2
137	вслед за	2	2
138	одним из	2	2
139	от того	3	2
140	друг с	7	2
141	как бы	7	2
142	которые в	4	2
143	всяком случае	3	2
144	даже в	2	2
145	не является	5	2
146	в развитии	25	2
147	с той	2	2
148	и это	2	2
149	всех остальных	2	2
150	со стороны	3	2
151	целый ряд	5	2
152	в отличие	2	2
153	если не	2	2
154	с одной	9	2
155	в той	2	2
156	и что	8	2
157	и у	2	2
158	отличие от	2	2
159	роль в	4	2
160	во всяком	4	2
161	и во	3	2
162	с другом	7	2
163	в один	3	2
164	бы в	3	2
165	мы имеем	2	2
166	в виду	3	2
167	же не	2	2
