N	2gram	Vygotskiy__2	Psycholo
1	и в	15	38
2	то что	20	35
3	все время	3	30
4	в том	33	25
5	в самом	11	25
6	самом деле	6	21
7	что в	14	20
8	может быть	9	19
9	и что	8	18
10	на то	6	16
11	что она	3	16
12	точки зрения	26	16
13	если бы	8	14
14	том что	27	14
15	как бы	7	14
16	потому что	7	14
17	в этой	6	13
18	и мы	2	13
19	в этом	19	13
20	мы видим	4	12
21	было бы	10	12
22	не только	15	12
23	мы увидим	2	12
24	таким образом	14	12
25	не в	8	12
26	что он	12	11
27	что это	6	10
28	в сущности	9	10
29	то же	5	10
30	же самое	2	10
31	и не	7	10
32	и все	3	10
33	о которых	3	9
34	с точки	18	9
35	того чтобы	12	9
36	увидим что	2	9
37	все же	4	8
38	перед нами	2	8
39	с этим	3	8
40	в одном	2	8
41	вовсе не	6	8
42	для нас	4	8
43	как и	6	8
44	и как	2	8
45	говорит что	5	8
46	как раз	4	8
47	для того	10	8
48	и это	3	8
49	с другой	6	7
50	а не	3	7
51	мы можем	10	7
52	не может	9	7
53	показать что	5	7
54	что у	3	7
55	как мы	6	7
56	а в	4	7
57	заключается в	8	7
58	мы уже	6	7
59	из них	3	6
60	с и	4	6
61	к тому	7	6
62	мы видели	6	6
63	в котором	2	6
64	не имеет	4	6
65	указывает на	2	6
66	он не	7	6
67	с одной	7	6
68	так как	4	6
69	если мы	6	6
70	он говорит	3	6
71	к чему	2	6
72	как это	6	6
73	и его	4	6
74	в которых	3	6
75	о том	9	6
76	там где	6	6
77	казалось бы	8	5
78	в своем	9	5
79	с такой	2	5
80	одной стороны	7	5
81	несмотря на	4	5
82	иначе говоря	2	5
83	в своей	4	5
84	вместе с	6	5
85	но и	10	5
86	к которым	4	5
87	или в	3	5
88	мы не	10	5
89	в другом	2	5
90	в его	2	5
91	могли бы	4	5
92	в которой	4	5
93	которую мы	2	4
94	что если	2	4
95	никогда не	8	4
96	что эта	6	4
97	идет о	3	4
98	мы могли	4	4
99	мысль что	6	4
100	что они	3	4
101	при этом	3	4
102	не можем	3	4
103	что с	5	4
104	когда он	3	4
105	и для	2	4
106	во всех	2	4
107	в самой	3	4
108	но если	2	4
109	речь идет	2	4
110	что и	2	4
111	ее в	2	4
112	раз в	2	4
113	в целом	10	4
114	те два	2	4
115	как в	4	4
116	в течение	2	4
117	все эти	3	4
118	при помощи	4	4
119	того что	17	4
120	когда в	2	4
121	из которых	3	4
122	и даже	5	4
123	сказать что	6	4
124	больше чем	2	4
125	у него	2	4
126	только в	4	4
127	и другое	2	4
128	в себе	2	4
129	на деле	5	4
130	не то	2	4
131	в виду	6	4
132	как только	2	3
133	действительно не	3	3
134	были бы	2	3
135	в них	4	3
136	оба эти	2	3
137	только для	3	3
138	из этих	4	3
139	что все	4	3
140	со всей	4	3
141	к этому	4	3
142	в такой	2	3
143	и к	6	3
144	ни в	2	3
145	того же	3	3
146	с уверенностью	2	3
147	тот же	7	3
148	когда она	2	3
149	наряду с	2	3
150	в один	2	3
151	в основе	3	3
152	из двух	3	3
153	должен быть	2	3
154	уже говорили	3	3
155	все это	4	3
156	и только	3	3
157	всякий раз	2	3
158	что как	3	3
159	и тем	2	3
160	из всех	2	3
161	того как	4	3
162	тем что	2	3
163	состоит в	3	3
164	которое мы	3	3
165	полагает что	5	3
166	едва ли	7	3
167	но в	6	3
168	реакции на	2	2
169	в общем	3	2
170	в данном	3	2
171	признать что	4	2
172	не могут	2	2
173	и более	2	2
174	видели что	5	2
175	раньше всего	2	2
176	в этих	2	2
177	смысле этого	3	2
178	отнюдь не	2	2
179	следует что	2	2
180	хотя бы	4	2
181	столь же	2	2
182	с этой	2	2
183	лежит в	3	2
184	на самом	3	2
185	в полном	2	2
186	с с	2	2
187	во всяком	7	2
188	что оно	4	2
189	но что	2	2
190	что именно	3	2
191	и ее	3	2
192	о мире	3	2
193	только что	3	2
194	увидим ниже	2	2
195	той степени	2	2
196	по существу	5	2
197	своей жизни	2	2
198	это есть	2	2
199	в силу	2	2
200	у них	2	2
201	что здесь	2	2
202	очевидно что	3	2
203	животных и	3	2
204	для него	3	2
205	под этим	2	2
206	они не	3	2
207	в первой	2	2
208	и той	2	2
209	совершенно в	2	2
210	к ней	2	2
211	развития и	3	2
212	всяком случае	6	2
213	все те	2	2
214	для этого	3	2
215	но мы	3	2
216	с ее	2	2
217	мы старались	4	2
218	данном случае	3	2
219	со стороны	3	2
220	видим в	2	2
221	что же	2	2
222	так точно	2	2
223	целый ряд	2	2
224	что его	4	2
225	вытекает из	3	2
226	так же	4	2
227	в совершенно	4	2
228	а с	4	2
229	должны были	3	2
230	для всех	4	2
231	и по	3	2
232	действия и	3	2
233	той же	2	2
234	в качестве	4	2
235	с но	8	2
236	их в	4	2
237	он в	3	2
238	говорит он	12	2
239	это же	3	2
240	к себе	2	2
241	к его	2	2
242	представляет собой	2	2
243	в истории	6	2
244	его к	2	2
245	этого слова	3	2
246	однако и	2	2
247	заметить что	2	2
248	к этой	3	2
249	с ним	3	2
250	ничего не	3	2
251	в эту	4	2
252	старались показать	2	2
