N	2gram	Voloshinov_1	Istorich
1	и в	12	24
2	не только	4	21
3	может быть	14	14
4	не может	16	14
5	в этих	2	13
6	что в	2	13
7	мы имеем	2	12
8	как в	5	12
9	в этом	4	12
10	и здесь	2	12
11	но и	3	11
12	это не	2	10
13	том что	5	10
14	и что	2	10
15	и другие	2	9
16	с другой	4	9
17	не в	4	9
18	все же	4	9
19	о том	3	9
20	еще не	3	8
21	что и	2	8
22	все это	3	8
23	другой стороны	2	8
24	то же	5	8
25	а не	5	8
26	так как	9	8
27	в том	6	7
28	то что	5	7
29	вместе с	2	7
30	к нему	4	7
31	таким образом	12	7
32	с этой	2	6
33	для нас	7	6
34	как и	5	6
35	так же	3	6
36	но не	2	6
37	в нем	6	6
38	он не	2	6
39	и все	2	6
40	того что	3	6
41	только в	6	6
42	не менее	3	5
43	одной стороны	2	5
44	отношение к	4	5
45	так и	4	5
46	с одной	2	5
47	в чем	2	5
48	с ним	3	5
49	ничего не	2	5
50	имеем в	2	5
51	героя и	5	5
52	там где	2	5
53	но в	5	5
54	никогда не	5	4
55	тем не	3	4
56	но все	2	4
57	при этом	6	4
58	как бы	13	4
59	и не	10	4
60	мы не	3	4
61	точки зрения	14	4
62	в данном	2	4
63	мы можем	2	4
64	уже в	2	3
65	с его	2	3
66	в них	3	3
67	тогда когда	2	3
68	кроме того	2	3
69	и герой	3	3
70	его в	4	3
71	когда он	3	3
72	сих пор	3	3
73	данном случае	2	3
74	этой точки	3	3
75	этой стороны	2	3
76	и наконец	3	3
77	и по	3	3
78	и его	13	3
79	но это	2	3
80	что мы	5	3
81	как только	2	2
82	и так	2	2
83	к этому	2	2
84	прежде всего	8	2
85	в литературе	4	2
86	стороны и	2	2
87	вместе со	2	2
88	и ее	3	2
89	в то	2	2
90	ни в	3	2
91	но тем	2	2
92	в форме	2	2
93	она не	2	2
94	в самом	4	2
95	с героем	3	2
96	к ним	2	2
97	но для	3	2
98	в основном	2	2
99	в котором	3	2
100	и др	5	2
101	от всех	2	2
102	на него	2	2
103	но конечно	2	2
104	связь с	2	2
105	здесь не	3	2
106	уже не	4	2
107	в особенности	2	2
108	это как	3	2
109	что не	4	2
110	не так	2	2
111	как это	2	2
112	можно найти	2	2
113	сказать что	7	2
114	и на	4	2
115	только на	3	2
116	все эти	3	2
117	конечно не	3	2
118	до сих	3	2
