N	2gram	Propp_Isto_6	EvropaiE
1	и в	26	37
2	что в	12	21
3	не только	10	18
4	в то	5	16
5	то же	5	15
6	в своем	2	14
7	в качестве	3	14
8	но и	9	14
9	и не	10	14
10	но в	7	14
11	в этом	12	12
12	в том	12	11
13	так и	5	10
14	прежде всего	4	9
15	не может	6	9
16	т е	22	9
17	в себе	3	9
18	только в	5	9
19	так же	2	9
20	к тому	2	8
21	одной стороны	7	8
22	было бы	2	8
23	в своей	3	8
24	с одной	7	8
25	как и	5	7
26	нам кажется	2	7
27	того что	2	7
28	а также	4	7
29	с другой	10	7
30	так как	18	7
31	с этой	2	6
32	вовсе не	2	6
33	том что	10	6
34	стороны и	2	6
35	может быть	11	6
36	на то	2	6
37	как бы	4	6
38	то что	6	6
39	и на	12	6
40	же как	3	5
41	в частности	3	5
42	не в	3	5
43	но не	2	5
44	со стороны	3	5
45	как мы	4	5
46	тем самым	2	5
47	и по	4	5
48	от этого	3	5
49	в виде	6	5
50	независимо от	3	4
51	вопрос о	3	4
52	можно сказать	2	4
53	в ней	5	4
54	даже в	2	4
55	для нас	2	4
56	мы не	6	4
57	не имеет	2	4
58	сказать что	3	4
59	как это	5	4
60	с тем	4	3
61	на своем	4	3
62	никогда не	13	3
63	в них	3	3
64	вообще не	3	3
65	и от	3	3
66	мы видели	11	3
67	представляет собой	2	3
68	мы можем	7	3
69	того же	2	3
70	связано с	4	3
71	страны и	2	3
72	всяком случае	2	3
73	и тем	4	3
74	что и	4	3
75	не будет	5	3
76	когда он	3	3
77	ее в	6	3
78	как в	6	3
79	и только	3	3
80	она в	2	3
81	и некоторые	2	3
82	как на	3	3
83	можно было	2	3
84	в которых	2	3
85	потому что	13	3
86	во всяком	2	3
87	тем что	5	3
88	себе в	4	3
89	в данном	3	3
90	о том	7	3
91	северной америке	2	3
92	там где	5	3
93	мира и	2	3
94	отметить что	2	3
95	а не	2	2
96	в этих	2	2
97	не означает	2	2
98	с этим	2	2
99	в одном	3	2
100	представление о	9	2
101	главным образом	3	2
102	в северной	2	2
103	утверждать что	2	2
104	и эта	3	2
105	и как	2	2
106	такой же	3	2
107	но как	4	2
108	должна быть	3	2
109	приводит нас	2	2
110	вопрос не	3	2
111	народов не	2	2
112	что это	2	2
113	кажется что	2	2
114	она не	3	2
115	нас к	5	2
116	он не	2	2
117	в его	5	2
118	не есть	2	2
119	при помощи	3	2
120	в свои	2	2
121	жизни и	2	2
122	в некоторых	2	2
123	наряду с	3	2
124	вместе с	8	2
125	данном случае	3	2
126	целый ряд	2	2
127	что же	2	2
128	а в	3	2
129	таким образом	12	2
130	если бы	3	2
131	случаях когда	3	2
132	и других	3	2
133	а именно	9	2
134	и сейчас	2	2
135	и что	5	2
136	и наконец	3	2
137	другой стороны	8	2
138	в других	4	2
139	мы видим	5	2
140	или в	3	2
141	в своих	3	2
142	что эти	2	2
143	и с	6	2
144	могут быть	3	2
145	в этой	2	2
146	и то	3	2
147	как будто	3	2
148	мы должны	2	2
149	далеко не	3	2
150	в эту	2	2
