N	2gram	Ircho_Kome_1	Myshleni
1	в том	11	28
2	и в	22	28
3	то что	2	28
4	в этом	3	27
5	потому что	5	22
6	не может	2	19
7	том что	12	19
8	таким образом	8	18
9	что он	6	18
10	только в	3	18
11	что в	6	17
12	в силу	2	17
13	не только	10	16
14	так же	3	15
15	может быть	9	13
16	точки зрения	4	13
17	и не	8	11
18	в отношении	6	10
19	к тому	6	10
20	как мы	4	10
21	но и	11	10
22	по отношению	3	10
23	так как	4	10
24	но не	2	10
25	отношению к	3	10
26	было бы	2	9
27	мы можем	4	9
28	в самом	2	8
29	мы видели	2	8
30	еще не	2	8
31	тем что	4	8
32	того же	2	7
33	в нем	4	7
34	в сущности	2	7
35	и других	7	7
36	как известно	2	7
37	отношение к	3	7
38	он не	3	7
39	вместе с	2	7
40	то же	6	7
41	в которой	6	7
42	же как	3	6
43	и как	3	6
44	в то	10	6
45	же самое	2	6
46	его в	3	6
47	как и	9	6
48	то время	5	6
49	так и	5	6
50	как раз	3	6
51	мы не	3	6
52	в чем	3	6
53	в области	2	6
54	вопрос о	3	5
55	и тем	2	5
56	время как	4	5
57	и на	3	5
58	и все	3	5
59	но в	4	5
60	того как	3	5
61	могут быть	3	5
62	в этой	7	5
63	именно в	4	4
64	в частности	3	4
65	на то	3	4
66	мы знаем	2	4
67	не в	6	4
68	на этом	2	4
69	в состоянии	2	4
70	в сознании	3	4
71	ясно что	4	4
72	в качестве	4	4
73	относится к	2	4
74	что и	4	4
75	как по	2	4
76	в себе	2	4
77	независимо от	2	3
78	как это	3	3
79	до конца	2	3
80	при этом	5	3
81	на его	5	3
82	в первую	2	3
83	мог бы	2	3
84	хотя и	3	3
85	в целом	3	3
86	в их	4	3
87	этом отношении	3	3
88	и по	6	3
89	в своих	2	3
90	образом в	2	3
91	и здесь	2	3
92	по своей	2	3
93	в них	3	3
94	связанные с	2	3
95	раз в	2	3
96	первую очередь	3	3
97	до сих	2	3
98	один из	5	3
99	в его	5	3
100	сих пор	2	3
101	как в	5	3
102	в себя	2	3
103	и его	8	3
104	ту же	2	3
105	не менее	3	2
106	казалось бы	3	2
107	все более	3	2
108	поэтому мы	2	2
109	для этого	2	2
110	с другой	5	2
111	в конце	6	2
112	в любом	3	2
113	именно потому	2	2
114	прежде всего	5	2
115	но это	2	2
116	несмотря на	4	2
117	в котором	4	2
118	во второй	3	2
119	из них	10	2
120	все это	5	2
121	другой стороны	5	2
122	меньшей мере	2	2
123	которых мы	2	2
124	принадлежит к	2	2
125	в других	2	2
126	с достаточной	2	2
127	но он	2	2
128	известно что	4	2
129	что у	2	2
130	которые он	2	2
131	у него	3	2
132	для всех	2	2
133	в одном	8	2
134	у нас	3	2
135	по своему	3	2
136	еще в	5	2
137	все же	3	2
138	ее в	2	2
139	а в	6	2
140	только что	2	2
141	нас в	2	2
142	к которому	3	2
143	в другом	4	2
144	что они	4	2
