N	2gram	Losev_Dial_1	Istorich
1	и т	21	27
2	и в	18	26
3	т д	19	24
4	т е	25	18
5	так же	4	18
6	то что	13	16
7	не только	13	15
8	что в	13	14
9	может быть	17	14
10	же как	2	13
11	но и	7	12
12	и пр	5	11
13	что он	11	10
14	так и	9	10
15	что и	3	9
16	все же	5	9
17	и не	30	9
18	так как	11	9
19	то же	10	8
20	а в	5	8
21	в этих	5	7
22	об этом	4	7
23	как и	2	7
24	в качестве	2	7
25	он не	3	7
26	как в	2	7
27	в этом	12	7
28	что здесь	2	7
29	мы имеем	2	7
30	в дальнейшем	5	6
31	мы видим	4	6
32	что они	3	6
33	еще не	2	6
34	не может	12	6
35	а не	14	6
36	к нему	8	6
37	и то	9	6
38	потому что	14	6
39	мы можем	4	6
40	могут быть	3	6
41	как он	4	6
42	и как	7	5
43	это не	9	5
44	точно так	2	5
45	к этому	2	5
46	это и	4	5
47	но все	3	5
48	но не	4	5
49	на нем	2	5
50	ничего не	17	5
51	в его	3	5
52	и у	2	5
53	до сих	2	5
54	то это	4	5
55	сих пор	2	5
56	как мы	4	5
57	и что	12	5
58	уже не	2	5
59	не в	6	5
60	с ними	2	5
61	и с	5	5
62	в другом	2	5
63	мы должны	5	5
64	но в	6	5
65	с другой	6	4
66	вовсе не	7	4
67	вопрос о	2	4
68	указывает на	3	4
69	в своей	2	4
70	даже в	3	4
71	другой стороны	4	4
72	же он	2	4
73	не просто	7	4
74	но эта	3	4
75	и даже	13	4
76	живая и	2	4
77	в которых	2	4
78	о том	4	4
79	только что	3	3
80	что ни	3	3
81	и более	4	3
82	сравнению с	2	3
83	по сравнению	2	3
84	из этих	2	3
85	в том	9	3
86	том что	9	3
87	но это	8	3
88	и при	2	3
89	во всем	2	3
90	связанные с	2	3
91	она не	6	3
92	мы увидим	2	3
93	относится к	2	3
94	как бы	11	3
95	все эти	2	3
96	и он	5	3
97	на то	5	3
98	что она	7	3
99	только тогда	2	3
100	на земле	2	3
101	как это	4	3
102	не имеет	15	3
103	есть только	5	3
104	он всегда	2	3
105	в данном	3	3
106	только в	3	3
107	что эта	4	3
108	о чем	2	3
109	можно указать	2	2
110	содержит в	3	2
111	в мифе	12	2
112	должна быть	3	2
113	не менее	2	2
114	и есть	16	2
115	никогда не	9	2
116	в своем	5	2
117	с этим	2	2
118	и все	3	2
119	в одну	3	2
120	по себе	25	2
121	не говорит	4	2
122	же это	3	2
123	это мы	4	2
124	ни в	15	2
125	говорит о	5	2
126	так что	15	2
127	что я	3	2
128	от него	4	2
129	на этом	2	2
130	есть и	5	2
131	говорит что	3	2
132	было бы	12	2
133	но есть	2	2
134	если бы	12	2
135	или на	2	2
136	конечно не	3	2
137	в частности	2	2
138	к ним	2	2
139	в современной	2	2
140	хотя и	4	2
141	хотя бы	6	2
142	в нем	16	2
143	не есть	40	2
144	с той	2	2
145	в отдельности	2	2
146	отношение к	5	2
147	другими словами	2	2
148	из них	2	2
149	дело не	2	2
150	и их	2	2
151	все это	11	2
152	что это	11	2
153	тут и	2	2
154	и вот	6	2
155	этой стороны	2	2
156	того что	2	2
157	только с	3	2
158	с этой	2	2
159	сказать что	10	2
160	в виде	2	2
161	даже и	3	2
162	его с	3	2
163	в себе	11	2
164	можно найти	2	2
165	в особенности	5	2
166	то мы	2	2
