N	2gram	Propp_Isto_3	Vladivir
1	и в	22	31
2	не только	14	24
3	но и	12	19
4	то что	7	18
5	и не	12	17
6	у него	3	15
7	и даже	2	15
8	том что	8	14
9	что в	15	14
10	в этом	17	14
11	и с	4	14
12	там же	2	13
13	что он	9	12
14	в его	3	12
15	но в	10	12
16	в том	9	11
17	между прочим	3	11
18	потому что	3	11
19	о том	3	11
20	так что	5	10
21	и то	2	10
22	он не	5	10
23	никогда не	3	9
24	как мы	8	9
25	а в	6	9
26	в течение	6	9
27	только в	4	9
28	в дальнейшем	4	8
29	в то	2	8
30	так как	7	8
31	в доме	12	7
32	и и	2	7
33	и его	4	7
34	как это	4	7
35	сказать что	3	7
36	мы уже	6	7
37	мы сейчас	2	7
38	он и	3	6
39	к этому	7	6
40	и к	3	6
41	можно сказать	2	6
42	у нас	4	6
43	в качестве	2	6
44	и потому	2	6
45	может быть	11	6
46	в котором	2	6
47	так и	2	6
48	не может	4	6
49	то же	6	6
50	и что	2	6
51	вовсе не	2	5
52	не в	4	5
53	видно что	2	5
54	и от	3	5
55	а также	2	5
56	что и	9	5
57	жизни и	2	5
58	не было	2	5
59	но он	4	5
60	после смерти	2	4
61	я не	3	4
62	в своем	2	4
63	что у	3	4
64	и все	3	4
65	в нем	9	4
66	для нас	4	4
67	к ней	4	4
68	да и	2	4
69	как и	3	4
70	и как	3	4
71	в этой	5	4
72	хотя и	2	4
73	один из	5	4
74	в этот	2	4
75	в особенности	2	4
76	не раз	2	4
77	и у	3	4
78	к нему	5	4
79	мы увидим	3	3
80	к тому	3	3
81	в виде	2	3
82	с другой	7	3
83	и так	2	3
84	в жизни	2	3
85	со своими	2	3
86	как в	2	3
87	увидим ниже	3	3
88	но не	7	3
89	но это	3	3
90	что они	8	3
91	всю жизнь	2	3
92	ничего не	6	3
93	все же	5	3
94	на его	3	3
95	в целом	3	3
96	отношение к	4	3
97	вместе с	9	3
98	только на	2	3
99	другой стороны	7	3
100	в связи	3	3
101	таким образом	10	3
102	все эти	4	3
103	на одной	2	3
104	и вот	2	3
105	если не	2	3
106	здесь мы	5	3
107	не мог	2	3
108	уже не	7	3
109	и он	2	3
110	и на	4	3
111	то мы	2	3
112	на себя	2	3
113	и здесь	7	3
114	во время	6	3
115	но этот	2	3
116	здесь не	3	3
117	и действительно	2	3
118	но она	2	3
119	это делает	2	2
120	тем что	4	2
121	с тем	2	2
122	не менее	5	2
123	в частности	5	2
124	для нее	2	2
125	в них	6	2
126	на все	2	2
127	образом в	2	2
128	в тех	2	2
129	указать на	2	2
130	тем не	5	2
131	мы знаем	2	2
132	ни в	2	2
133	тому же	2	2
134	особого рода	3	2
135	от него	2	2
136	на этом	4	2
137	все что	3	2
138	то время	2	2
139	еще не	10	2
140	при этом	2	2
141	того что	5	2
142	было бы	3	2
143	некоторое время	3	2
144	совершенно не	2	2
145	что на	4	2
146	и о	2	2
147	одним из	4	2
148	на это	2	2
149	всяком случае	2	2
150	к жизни	2	2
151	даже в	2	2
152	и т	16	2
153	из них	7	2
154	выше мы	3	2
155	несколько дней	2	2
156	не будем	3	2
157	который был	2	2
158	со стороны	3	2
159	что она	5	2
160	а именно	4	2
161	даже не	2	2
162	то и	6	2
163	именно так	2	2
164	т д	15	2
165	и для	2	2
166	той же	2	2
167	с того	2	2
168	с ними	3	2
169	во всяком	2	2
170	знаем что	2	2
171	известно что	2	2
172	точки зрения	2	2
173	из этих	3	2
174	у меня	5	2
175	мы должны	7	2
176	его на	2	2
177	и это	2	2
178	за это	2	2
179	в чем	3	2
