N	2gram	Vinokur_St_1	Istorich
1	и в	44	26
2	т е	15	22
3	так как	5	18
4	мы имеем	2	14
5	никогда не	5	13
6	потому что	6	13
7	что в	30	12
8	таким образом	7	12
9	в том	36	12
10	в этом	21	12
11	может быть	15	11
12	с другой	9	10
13	том что	29	10
14	и т	30	10
15	и не	16	10
16	не только	18	10
17	представление о	4	9
18	что он	10	9
19	еще не	3	9
20	но и	10	9
21	а именно	3	9
22	в нем	5	8
23	все же	8	8
24	другой стороны	7	8
25	т д	21	8
26	все эти	5	8
27	и это	2	8
28	превращается в	2	7
29	с одной	3	7
30	одной стороны	2	7
31	например в	8	7
32	и его	8	7
33	у него	2	7
34	о том	17	7
35	но в	10	7
36	этом случае	2	6
37	то что	18	6
38	как в	13	6
39	не может	8	6
40	в виде	3	6
41	и с	3	6
42	мы не	2	6
43	очень часто	3	5
44	у нас	11	5
45	как и	9	5
46	в ней	3	5
47	в его	9	5
48	то это	3	5
49	так и	9	5
50	то же	5	5
51	и что	4	5
52	как это	4	5
53	тем что	5	5
54	в то	9	5
55	только в	10	5
56	его в	2	5
57	там где	5	5
58	это не	8	4
59	из этих	6	4
60	прежде всего	7	4
61	не всегда	2	4
62	но это	6	4
63	до сих	7	4
64	не имели	2	4
65	как бы	4	4
66	и тем	3	4
67	что и	6	4
68	сих пор	7	4
69	что оно	3	4
70	и по	5	4
71	а также	2	4
72	в очень	3	4
73	в других	2	4
74	или иное	3	3
75	при помощи	2	3
76	если бы	9	3
77	в частности	4	3
78	могут быть	5	3
79	вообще не	2	3
80	должна быть	3	3
81	вопрос о	4	3
82	в тех	3	3
83	так что	6	3
84	не в	12	3
85	такой же	5	3
86	же как	3	3
87	к концу	2	3
88	в качестве	4	3
89	то время	2	3
90	так например	7	3
91	она не	2	3
92	том как	4	3
93	что здесь	2	3
94	в своей	6	3
95	данном случае	6	3
96	что она	4	3
97	со стороны	6	3
98	а в	17	3
99	при этом	2	3
100	время как	2	3
101	в своих	2	3
102	в данном	14	3
103	и то	5	3
104	их в	2	3
105	сказать что	7	3
106	и только	3	3
107	в себе	2	3
108	не было	4	3
109	как будто	4	3
110	от этого	2	3
111	с этой	3	2
112	уже выше	2	2
113	это место	2	2
114	в этих	2	2
115	в своем	2	2
116	что у	4	2
117	но он	2	2
118	того же	3	2
119	с этим	3	2
120	вовсе не	19	2
121	что там	2	2
122	на то	4	2
123	для нас	7	2
124	он был	3	2
125	по отношению	3	2
126	это явление	2	2
127	но все	4	2
128	что они	7	2
129	без всяких	2	2
130	но не	3	2
131	так же	5	2
132	что при	2	2
133	что мы	5	2
134	было бы	17	2
135	и сам	2	2
136	кажется что	3	2
137	никто не	4	2
138	но для	2	2
139	в свое	2	2
140	всяком случае	6	2
141	ни одной	2	2
142	на эти	7	2
143	даже в	3	2
144	отношению к	3	2
145	не имеет	4	2
146	жизни и	5	2
147	своего рода	3	2
148	ни в	3	2
149	на него	2	2
150	что же	6	2
151	целый ряд	2	2
152	за что	4	2
153	или же	2	2
154	он не	2	2
155	а с	3	2
156	мы находим	4	2
157	и сейчас	4	2
158	тем самым	2	2
159	а не	16	2
160	того что	9	2
161	что не	3	2
162	должны быть	3	2
163	то или	3	2
164	и те	2	2
165	можно было	13	2
166	что этот	2	2
167	во всяком	6	2
168	что касается	3	2
169	в которых	5	2
170	о котором	2	2
171	видно что	3	2
172	в этой	11	2
173	здесь совершенно	3	2
174	которые в	2	2
175	что это	4	2
176	отметить что	2	2
177	ничего не	2	2
178	нет ни	2	2
179	е в	2	2
180	значит что	3	2
