N	3gram	Losev_Dial_3	VeschiIm
1	и т д	23	20
2	не может быть	6	18
3	это значит что	21	17
4	и больше ничего	4	9
5	не что иное	6	8
6	что иное как	6	8
7	т д и	6	7
8	т е в	4	7
9	д и т	5	7
10	по крайней мере	5	6
11	на то что	3	6
12	в том что	3	6
13	от всего прочего	5	6
14	не есть ни	3	6
15	одно и то	2	5
16	тем не менее	10	5
17	есть не что	3	5
18	и то же	2	5
19	значит что мы	4	5
20	т е не	4	4
21	что не есть	2	4
22	с точки зрения	14	4
23	не есть просто	4	4
24	что она есть	3	3
25	в самом деле	5	3
26	не есть явление	2	3
27	само по себе	5	3
28	сама по себе	4	3
29	и не только	3	3
30	из того что	2	3
31	сам по себе	5	3
32	подобно тому как	4	3
33	но это –	2	3
34	но что такое	4	3
35	что же такое	2	2
36	что это есть	2	2
37	всего прочего и	2	2
38	к тому что	2	2
39	но даже и	2	2
40	но то что	2	2
41	я не буду	3	2
42	или ничего не	2	2
43	этой точки зрения	2	2
44	ни от чего	3	2
45	то это значит	4	2
46	с этой точки	2	2
47	того что она	2	2
48	и не просто	2	2
49	по себе совершенно	2	2
50	но это значит	2	2
51	на себя функции	3	2
52	есть не только	2	2
53	так или иначе	2	2
