N	2gram	Propp_Isto_5	Formalny
1	и в	25	38
2	в этом	10	27
3	т е	16	26
4	может быть	17	23
5	и пр	3	21
6	и его	9	21
7	таким образом	9	20
8	и не	11	20
9	прежде всего	6	15
10	не в	6	15
11	и т	20	14
12	не может	6	14
13	в нем	7	13
14	но и	13	13
15	связи с	8	13
16	в пределах	4	12
17	с тем	8	11
18	в том	6	11
19	вовсе не	2	11
20	в его	12	10
21	в связи	4	10
22	с другими	4	10
23	и с	3	9
24	как и	7	9
25	не только	13	9
26	что и	6	8
27	все же	10	8
28	самом деле	2	8
29	тем что	10	8
30	точки зрения	2	8
31	что в	8	7
32	по себе	2	7
33	по существу	2	7
34	в своей	2	7
35	язык и	2	7
36	в других	2	7
37	как мы	5	7
38	уже не	11	7
39	то что	7	6
40	в истории	4	6
41	в ней	5	6
42	в этой	3	6
43	вместе с	22	6
44	то же	4	6
45	все эти	8	6
46	а не	2	6
47	могут быть	6	6
48	он не	4	6
49	только в	7	6
50	а в	3	6
51	если бы	2	5
52	что он	22	5
53	во всех	2	5
54	с этим	5	5
55	т д	18	5
56	и для	2	5
57	в то	3	5
58	не как	4	4
59	к этому	2	4
60	мы видели	7	4
61	в дальнейшем	4	4
62	совершенно не	2	4
63	как таковое	2	4
64	как бы	2	4
65	из них	2	4
66	в некоторых	4	4
67	как в	6	4
68	другой стороны	8	4
69	входит в	5	4
70	в особенности	3	4
71	там где	6	4
72	они не	3	4
73	ничего не	2	4
74	так как	11	4
75	если в	3	3
76	же как	4	3
77	и др	3	3
78	с другой	9	3
79	а как	2	3
80	мы знаем	8	3
81	и здесь	7	3
82	и как	3	3
83	но все	5	3
84	например в	5	3
85	должно было	2	3
86	в ином	3	3
87	то это	3	3
88	в целом	3	3
89	жизни и	2	3
90	все это	4	3
91	так в	2	3
92	к нему	3	3
93	такой же	2	3
94	именно на	2	3
95	того что	2	3
96	того чтобы	3	3
97	для того	3	3
98	особенно в	2	3
99	роль в	2	3
100	мы не	5	3
101	или в	6	3
102	и на	8	3
103	и все	3	3
104	его в	9	3
105	что это	5	3
106	это было	2	3
107	от этого	4	3
108	уже в	2	2
109	никогда не	3	2
110	в этих	6	2
111	в качестве	7	2
112	особенности в	2	2
113	перед нами	2	2
114	это не	6	2
115	представление о	17	2
116	ее и	3	2
117	это время	2	2
118	в ее	4	2
119	том что	8	2
120	но это	7	2
121	то в	2	2
122	но не	5	2
123	очевидно что	2	2
124	или же	3	2
125	она не	2	2
126	в целях	3	2
127	даже в	2	2
128	один из	2	2
129	и тем	4	2
130	центр тяжести	2	2
131	ее в	2	2
132	со стороны	2	2
133	а именно	4	2
134	его не	3	2
135	на этом	3	2
136	и других	2	2
137	находится в	2	2
138	превращается в	7	2
139	и по	2	2
140	формы и	2	2
141	их в	3	2
142	сказать что	2	2
143	к его	2	2
144	при помощи	7	2
145	и это	4	2
146	и этим	2	2
147	потому что	7	2
148	в которой	4	2
149	с ним	4	2
150	из него	2	2
