N	2gram	Propp_Isto_6	Dialekti
1	не есть	2	47
2	т е	22	30
3	и не	10	30
4	может быть	11	20
5	и в	26	19
6	не только	10	19
7	и т	10	17
8	в мифе	4	16
9	а не	2	16
10	т д	8	15
11	в себе	3	15
12	то что	6	14
13	что она	3	14
14	в том	12	14
15	как бы	4	14
16	так как	18	14
17	потому что	13	14
18	вовсе не	2	13
19	но и	9	12
20	то же	5	12
21	значит что	2	12
22	что это	2	10
23	ни в	2	10
24	как и	5	10
25	и как	2	10
26	в нем	8	10
27	так и	5	10
28	том что	10	10
29	это не	4	10
30	сказать что	3	10
31	никогда не	13	9
32	не может	6	9
33	прежде всего	4	8
34	она не	3	8
35	мы уже	6	8
36	не в	3	8
37	в этом	12	8
38	в своей	3	8
39	как это	5	7
40	но это	4	7
41	что в	12	7
42	время как	3	7
43	и то	3	7
44	как будто	3	7
45	так что	3	7
46	что он	9	6
47	что не	2	6
48	что они	2	6
49	в то	5	6
50	но не	2	6
51	есть и	4	6
52	того что	2	6
53	жизни и	2	6
54	не потому	3	6
55	должна быть	3	5
56	с другой	10	5
57	можно сказать	2	5
58	что и	4	5
59	и это	8	5
60	а именно	9	5
61	в одно	2	5
62	и что	5	5
63	только что	2	5
64	и его	7	5
65	тела и	2	5
66	но как	4	5
67	только в	5	5
68	о том	7	5
69	и с	6	5
70	или иное	3	4
71	независимо от	3	4
72	а потом	2	4
73	в своем	2	4
74	та же	3	4
75	в одном	3	4
76	все же	8	4
77	при этом	3	4
78	то время	3	4
79	еще не	9	4
80	он не	2	4
81	только то	2	4
82	от того	3	4
83	другой стороны	8	4
84	и только	3	4
85	таким образом	12	4
86	что оно	4	4
87	и вот	3	4
88	и по	4	4
89	то или	2	4
90	а в	3	4
91	в одной	2	4
92	могут быть	3	4
93	но он	2	4
94	как он	6	4
95	с ним	8	4
96	как только	3	3
97	же как	3	3
98	е в	2	3
99	о чем	2	3
100	же мы	5	3
101	все время	2	3
102	в этих	2	3
103	в это	4	3
104	и от	3	3
105	вопрос о	3	3
106	как мы	4	3
107	что иное	2	3
108	уже не	7	3
109	в этой	2	3
110	кроме того	3	3
111	было бы	2	3
112	или вообще	2	3
113	даже в	2	3
114	по воздуху	3	3
115	с этим	2	3
116	не было	3	3
117	мы имеем	14	3
118	мы находим	2	3
119	должны быть	2	3
120	после этого	4	3
121	или другой	2	3
122	что этот	2	3
123	в данном	3	3
124	от этого	3	3
125	может иметь	2	3
126	уже знаем	2	3
127	они не	3	3
128	его с	3	3
129	о котором	2	3
130	его в	5	3
131	или как	2	3
132	когда мы	2	3
133	ничего не	2	3
134	нет ни	2	3
135	же не	2	3
136	что же	2	2
137	связана с	3	2
138	быть только	2	2
139	зависит от	4	2
140	в частности	3	2
141	что у	2	2
142	перед нами	2	2
143	но мы	2	2
144	в тех	3	2
145	то это	5	2
146	к тому	2	2
147	это еще	3	2
148	нами как	2	2
149	но все	2	2
150	мы видим	5	2
151	эти два	2	2
152	только через	3	2
153	зависимости от	2	2
154	не будет	5	2
155	с тем	4	2
156	это мы	2	2
157	до сих	4	2
158	миф и	2	2
159	на его	4	2
160	в ней	5	2
161	всяком случае	2	2
162	сих пор	4	2
163	в некоторых	2	2
164	на него	2	2
165	ее в	6	2
166	данном случае	3	2
167	так же	2	2
168	в царство	11	2
169	например в	7	2
170	того как	3	2
171	солнце и	2	2
172	с одной	7	2
173	как в	6	2
174	и они	2	2
175	имеется в	3	2
176	в очень	4	2
177	его не	2	2
178	или в	3	2
179	с ними	2	2
180	в своих	3	2
181	их в	3	2
182	тем что	5	2
183	в виде	6	2
184	миф о	2	2
185	что здесь	3	2
186	что мы	2	2
187	мы должны	2	2
188	во всяком	2	2
189	но вот	2	2
190	что эти	2	2
191	все эти	8	2
192	но в	7	2
193	том как	3	2
194	вместе с	8	2
