N	2gram	Voloshinov_1	Istorich
1	и в	12	26
2	так как	9	18
3	мы имеем	2	14
4	никогда не	5	13
5	что в	2	12
6	таким образом	12	12
7	в том	6	12
8	и на	4	12
9	в этом	4	12
10	связь с	2	11
11	может быть	14	11
12	с другой	4	10
13	том что	5	10
14	и не	10	10
15	не только	4	10
16	еще не	3	9
17	но и	3	9
18	в нем	6	8
19	все же	4	8
20	вместе с	2	8
21	другой стороны	2	8
22	все эти	3	8
23	с ним	3	8
24	уже не	4	7
25	с одной	2	7
26	мы можем	2	7
27	одной стороны	2	7
28	и его	13	7
29	о том	3	7
30	но в	5	7
31	то что	5	6
32	как в	5	6
33	не может	16	6
34	и с	3	6
35	мы не	3	6
36	как и	5	5
37	в ней	6	5
38	в его	2	5
39	так и	4	5
40	то же	5	5
41	и что	2	5
42	как это	2	5
43	в то	2	5
44	только в	6	5
45	его в	4	5
46	там где	2	5
47	это не	2	4
48	имеем в	2	4
49	прежде всего	8	4
50	зависит от	2	4
51	с его	2	4
52	но это	2	4
53	до сих	3	4
54	как бы	13	4
55	что и	2	4
56	сих пор	3	4
57	и по	3	4
58	как только	2	3
59	и ее	3	3
60	независимо от	2	3
61	и другие	2	3
62	если бы	9	3
63	могут быть	2	3
64	в них	3	3
65	должна быть	5	3
66	к этому	2	3
67	не в	4	3
68	такой же	2	3
69	кроме того	2	3
70	она не	2	3
71	от того	4	3
72	когда он	3	3
73	в своей	3	3
74	из этого	3	3
75	данном случае	2	3
76	при этом	6	3
77	и наконец	3	3
78	как на	2	3
79	в данном	2	3
80	и то	2	3
81	сказать что	7	3
82	в себе	3	3
83	с этой	2	2
84	все время	6	2
85	в этих	2	2
86	в своем	2	2
87	стороны и	2	2
88	можно сказать	5	2
89	для нас	7	2
90	по отношению	11	2
91	но все	2	2
92	но не	2	2
93	так же	3	2
94	что мы	5	2
95	не так	2	2
96	но для	3	2
97	относится к	2	2
98	и др	5	2
99	но мы	2	2
100	не есть	2	2
101	отношению к	11	2
102	жизни и	4	2
103	в некоторых	3	2
104	ни в	3	2
105	на него	2	2
106	в форме	2	2
107	окно и	2	2
108	он не	2	2
109	а не	5	2
110	того что	3	2
111	что не	4	2
112	и те	2	2
113	быть только	2	2
114	зависимости от	4	2
115	здесь не	3	2
116	из него	2	2
117	ничего не	2	2
