N	2gram	Potebnia_M_2	Istorich
1	и в	24	25
2	что он	4	22
3	вместе с	11	22
4	и т	6	20
5	т д	3	18
6	может быть	23	17
7	не только	15	13
8	но и	9	13
9	в его	2	12
10	и не	19	11
11	уже не	4	11
12	так как	10	11
13	все же	5	10
14	в этом	8	10
15	тем что	7	10
16	с другой	6	9
17	его в	3	9
18	и его	2	9
19	таким образом	11	9
20	с тем	4	8
21	связи с	6	8
22	что в	16	8
23	мы знаем	2	8
24	том что	8	8
25	мы видим	2	8
26	еще не	4	8
27	на него	3	8
28	другой стороны	2	8
29	все эти	2	8
30	и что	4	8
31	и на	8	8
32	во время	4	7
33	как и	7	7
34	но это	3	7
35	то что	20	7
36	одной стороны	3	7
37	в нем	9	7
38	с одной	4	7
39	превращается в	2	7
40	потому что	49	7
41	и здесь	2	7
42	только в	11	7
43	о том	5	7
44	в этих	3	6
45	это не	3	6
46	прежде всего	7	6
47	в нее	4	6
48	что и	11	6
49	как в	10	6
50	не может	12	6
51	не в	13	6
52	не совсем	3	6
53	или в	2	6
54	могут быть	8	6
55	в том	18	6
56	там где	4	6
57	что это	3	5
58	с этим	7	5
59	для нас	31	5
60	но все	2	5
61	но не	12	5
62	связано с	2	5
63	например в	3	5
64	в ней	3	5
65	так же	2	5
66	мы не	11	5
67	не менее	5	4
68	если не	4	4
69	что у	2	4
70	не как	3	4
71	что все	2	4
72	и тем	3	4
73	с другими	5	4
74	тем не	6	4
75	из себя	2	4
76	в некоторых	4	4
77	все это	2	4
78	в связи	2	4
79	то же	12	4
80	его на	2	4
81	мы должны	2	4
82	и это	2	4
83	в которой	5	4
84	с ним	5	4
85	того как	7	4
86	никогда не	4	3
87	и как	6	3
88	и все	3	3
89	в целом	3	3
90	в свою	6	3
91	после того	2	3
92	что его	3	3
93	в то	6	3
94	также что	2	3
95	в себя	2	3
96	того чтобы	2	3
97	но эти	2	3
98	если в	3	3
99	только один	4	3
100	но мы	3	3
101	то это	3	3
102	не знаем	2	3
103	на этом	2	3
104	только после	2	3
105	для того	5	3
106	друг друга	2	3
107	его не	3	3
108	а в	8	3
109	их в	2	3
110	можно бы	2	3
111	они не	4	3
112	человека в	3	3
113	и вообще	3	3
114	но вместе	2	3
115	или же	7	3
116	уже в	5	2
117	под влиянием	8	2
118	у него	2	2
119	связанные с	2	2
120	в животном	2	2
121	что во	2	2
122	и затем	2	2
123	только тогда	3	2
124	тогда когда	10	2
125	человека и	3	2
126	к этому	2	2
127	вовсе не	9	2
128	вопрос о	2	2
129	по себе	15	2
130	и вместе	4	2
131	на то	5	2
132	от них	3	2
133	некоторых случаях	2	2
134	так что	10	2
135	указывают на	2	2
136	о которых	3	2
137	же в	5	2
138	мы легко	2	2
139	такое же	2	2
140	и при	3	2
141	такой же	4	2
142	одна из	4	2
143	очевидно что	3	2
144	того же	14	2
145	животных и	2	2
146	в формах	2	2
147	до сих	4	2
148	если бы	11	2
149	от себя	2	2
150	некоторое время	2	2
151	как бы	9	2
152	и потому	2	2
153	по мере	5	2
154	один из	2	2
155	сих пор	4	2
156	во всех	7	2
157	со стороны	3	2
158	так например	3	2
159	по отношению	2	2
160	образом мы	2	2
161	и для	3	2
162	что за	2	2
163	и других	2	2
164	и они	2	2
165	находится в	3	2
166	в одно	8	2
167	самом деле	2	2
168	на ней	3	2
169	а не	18	2
170	того что	7	2
171	и по	2	2
172	в других	4	2
173	так в	4	2
174	сказать что	2	2
175	образом в	4	2
176	но он	2	2
177	во всем	2	2
178	что мы	11	2
179	из них	5	2
180	это было	2	2
181	том как	3	2
182	мы можем	12	2
