N	2gram	Voloshinov_1	slovoVRo
1	и в	38	41
2	в нем	4	30
3	то есть	4	26
4	во всех	6	17
5	но и	13	16
6	и не	14	16
7	точки зрения	10	16
8	языка в	2	16
9	не только	27	16
10	а не	6	15
11	то же	14	14
12	может быть	13	14
13	не может	12	14
14	и его	7	14
15	и на	6	14
16	в то	9	14
17	в его	6	13
18	слова и	5	13
19	же время	7	12
20	как бы	28	12
21	языка и	4	12
22	в этом	10	12
23	так и	6	11
24	язык и	9	10
25	слово в	2	10
26	в той	5	10
27	или иной	4	9
28	той или	3	9
29	таким образом	7	9
30	все эти	2	9
31	себя в	4	9
32	слова в	5	8
33	прежде всего	21	8
34	на его	5	8
35	но в	5	8
36	как в	2	8
37	как мы	9	8
38	с точки	5	8
39	или в	2	8
40	не в	6	7
41	и следовательно	5	7
42	отношение к	2	7
43	зрения на	2	7
44	с ним	2	7
45	вовсе не	2	7
46	всех его	2	7
47	в своей	2	7
48	все же	7	7
49	в слове	3	7
50	в отношении	2	6
51	это не	3	6
52	при этом	9	6
53	и даже	3	6
54	а в	5	6
55	слова как	2	6
56	к своему	4	6
57	только в	6	6
58	в самом	4	5
59	на слушателя	4	5
60	слово как	7	5
61	все это	4	5
62	в основе	2	5
63	точек зрения	4	5
64	и к	4	5
65	еще более	2	5
66	к нему	2	5
67	с другими	2	5
68	так сказать	4	5
69	связанных с	3	4
70	перед нами	3	4
71	и от	7	4
72	кроме того	2	4
73	в ней	8	4
74	один из	4	4
75	лишь в	4	4
76	и наконец	5	4
77	и с	5	4
78	в которой	7	4
79	и все	4	4
80	с его	7	4
81	ли он	2	4
82	как и	10	4
83	еще не	3	4
84	и потому	2	4
85	в процессе	6	4
86	язык в	6	4
87	и для	3	4
88	ничего не	8	4
89	как только	4	3
90	все время	5	3
91	никогда не	7	3
92	точку зрения	3	3
93	хотя бы	18	3
94	же слово	2	3
95	к тому	4	3
96	словом и	3	3
97	мы найдем	2	3
98	в том	2	3
99	и сам	2	3
100	в свою	6	3
101	речь но	2	3
102	для него	3	3
103	в зависимости	5	3
104	из них	3	3
105	его и	3	3
106	в разных	3	3
107	того что	4	3
108	речь и	4	3
109	друг друга	2	3
110	также и	2	3
111	и здесь	3	3
112	не было	2	3
113	о том	4	3
114	его в	4	3
115	так как	7	3
116	с этим	2	3
117	связанные с	2	3
118	не должно	2	3
119	в себе	9	3
120	зависимости от	5	3
121	в качестве	4	3
122	было бы	7	3
123	одной из	2	3
124	конечно не	3	3
125	он не	2	3
126	внутренней речи	18	3
127	бы и	2	3
128	при всем	2	3
129	и стилистика	2	3
130	выражение в	3	3
131	которые в	2	3
132	свою очередь	4	2
133	в частности	3	2
134	тому что	5	2
135	язык не	3	2
136	или даже	2	2
137	этом случае	3	2
138	можно сказать	4	2
139	войти в	2	2
140	для нас	3	2
141	и той	5	2
142	для того	9	2
143	хотя и	3	2
144	между ними	3	2
145	и тем	6	2
146	в целом	4	2
147	в этих	2	2
148	друг другу	2	2
149	и кроме	2	2
150	уже не	4	2
151	те же	4	2
152	у них	2	2
153	должно быть	2	2
154	так же	4	2
155	высказывания не	2	2
156	сказать что	3	2
157	потому что	5	2
158	того или	5	2
159	свое выражение	2	2
160	между тем	3	2
161	не является	5	2
162	в сознании	3	2
163	в котором	3	2
164	для них	2	2
165	между собой	2	2
166	в одном	3	2
167	к этому	2	2
168	связь с	2	2
169	или иного	5	2
170	у нас	4	2
171	том что	3	2
172	не с	3	2
173	мы видим	3	2
174	но не	2	2
175	по своему	3	2
176	а на	2	2
177	одно и	4	2
178	слов и	7	2
179	мы уже	10	2
180	совершенно не	3	2
181	которые являются	2	2
182	речи но	2	2
183	сих пор	2	2
184	слово не	4	2
185	с ней	2	2
186	в ее	3	2
187	стилистическое своеобразие	2	2
188	а с	5	2
189	социальной группы	3	2
190	на самом	3	2
191	всех своих	4	2
192	если мы	4	2
193	только на	3	2
194	и слово	3	2
195	и эта	3	2
196	высказывания и	3	2
197	той же	5	2
198	роль в	3	2
199	мы не	9	2
200	говорящего и	6	2
201	можно было	4	2
202	и то	3	2
203	эти слова	8	2
204	тем и	2	2
205	связи с	3	2
206	и вообще	2	2
207	на возможность	2	2
208	здесь не	2	2
