N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	28
2	может быть	10	25
3	и т	2	25
4	не может	8	15
5	а не	17	15
6	никогда не	6	14
7	для нас	2	13
8	мы имеем	3	13
9	что в	4	12
10	то же	4	12
11	не только	26	12
12	только в	11	11
13	что он	5	10
14	все же	6	10
15	прежде всего	6	10
16	но и	15	10
17	мы не	2	10
18	и что	2	10
19	в том	14	9
20	о том	5	9
21	то что	8	9
22	и не	14	9
23	не в	8	9
24	так и	9	9
25	что это	4	8
26	если бы	4	8
27	таким образом	5	8
28	в этом	13	8
29	но в	6	8
30	это не	3	7
31	том что	13	7
32	еще не	2	7
33	было бы	2	7
34	в ней	2	7
35	а в	9	7
36	так же	2	7
37	и здесь	2	7
38	с другой	5	6
39	не менее	4	6
40	к тому	9	6
41	тем не	5	6
42	видно что	2	6
43	вслед за	6	6
44	что и	2	6
45	в этой	4	6
46	представляют собой	2	6
47	должна быть	2	5
48	не должен	2	5
49	в силу	4	5
50	что они	3	5
51	восходит к	2	5
52	но не	3	5
53	в качестве	14	5
54	что она	2	5
55	в своем	6	5
56	можно было	2	5
57	сказать что	3	5
58	героя в	6	5
59	в его	6	5
60	к которому	2	5
61	между собой	3	4
62	превращается в	2	4
63	на то	2	4
64	об этом	4	4
65	но это	2	4
66	представляет собой	16	4
67	одной стороны	5	4
68	один из	3	4
69	на него	5	4
70	с одной	5	4
71	как и	4	4
72	того что	6	4
73	и даже	3	4
74	хотя бы	2	4
75	и для	3	4
76	потому что	2	4
77	они не	2	4
78	как правило	3	4
79	все эти	3	4
80	здесь не	2	4
81	не все	2	4
82	я не	5	3
83	точку зрения	3	3
84	в какой	4	3
85	может оказаться	2	3
86	представления о	2	3
87	во время	2	3
88	точно так	2	3
89	перед нами	4	3
90	ему в	2	3
91	именно в	2	3
92	в начале	2	3
93	при этом	14	3
94	у меня	2	3
95	в котором	5	3
96	и по	3	3
97	отношению к	5	3
98	в современной	2	3
99	в форме	5	3
100	уже не	4	3
101	и его	3	3
102	и он	2	3
103	как это	4	3
104	или даже	3	3
105	по отношению	5	3
106	должен был	2	3
107	в другом	4	3
108	в то	5	3
109	могли бы	2	3
110	дело с	2	2
111	а с	2	2
112	в рамках	6	2
113	зависит от	2	2
114	отличие от	5	2
115	в частности	11	2
116	столь же	2	2
117	вовсе не	2	2
118	вследствие этого	2	2
119	как уже	2	2
120	к своему	2	2
121	в ее	4	2
122	по своей	3	2
123	одна из	3	2
124	как о	2	2
125	для него	4	2
126	мысль о	2	2
127	с ним	4	2
128	же как	2	2
129	и когда	3	2
130	как бы	6	2
131	о нем	3	2
132	не вполне	2	2
133	подчеркнуть что	2	2
134	однако не	2	2
135	и тем	5	2
136	в нем	5	2
137	говорит о	2	2
138	себя в	2	2
139	в целом	3	2
140	со стороны	6	2
141	как в	5	2
142	как раз	3	2
143	то и	3	2
144	в отличие	5	2
145	он не	5	2
146	в виде	2	2
147	по его	2	2
148	ничего не	6	2
149	между тем	3	2
150	однако в	2	2
151	вступает в	2	2
152	можно назвать	2	2
153	в себе	8	2
154	в конечном	3	2
155	бы в	2	2
156	как он	2	2
157	ведет к	2	2
158	ответ на	5	2
159	в области	2	2
160	том как	2	2
