N	2gram	Bakhtin_Fr_3	Mirosoze
1	и в	40	46
2	в нем	5	22
3	у него	8	22
4	может быть	9	21
5	в этом	15	20
6	для него	5	18
7	и не	13	18
8	не только	13	18
9	но и	11	15
10	не может	3	15
11	как и	11	13
12	а не	5	13
13	прежде всего	16	12
14	потому что	2	12
15	не было	5	11
16	в ней	4	11
17	но он	2	11
18	у нас	4	11
19	но в	8	10
20	он не	9	10
21	в себе	3	10
22	он был	3	9
23	и есть	3	8
24	но это	3	8
25	как бы	3	8
26	в своем	7	8
27	так как	4	8
28	отношение к	8	8
29	связана с	2	7
30	в мире	4	7
31	в этой	3	7
32	в нашем	4	7
33	что он	2	7
34	и к	3	7
35	и потому	4	7
36	как в	3	7
37	хотя бы	2	7
38	и для	5	7
39	жизнь в	3	6
40	и здесь	4	6
41	жизни и	4	6
42	то же	7	5
43	и вот	2	5
44	в самом	6	5
45	один из	4	5
46	те же	5	5
47	это не	2	5
48	в конце	3	5
49	и все	9	5
50	в духе	7	5
51	во всем	3	5
52	по преимуществу	2	5
53	то что	5	5
54	в своей	6	5
55	для того	3	5
56	и его	17	5
57	образ и	2	5
58	в его	13	5
59	и это	2	5
60	что в	12	4
61	они и	2	4
62	для этого	3	4
63	все что	2	4
64	до конца	6	4
65	его отношение	2	4
66	они не	3	4
67	должны быть	2	4
68	также и	4	4
69	с его	3	4
70	думать что	2	4
71	том что	4	4
72	что и	3	4
73	так и	3	4
74	того чтобы	4	4
75	и от	3	3
76	ни в	4	3
77	в том	8	3
78	смысле слова	4	3
79	момент в	2	3
80	и перед	2	3
81	не так	3	3
82	в своих	5	3
83	и на	8	3
84	сказать что	3	3
85	и с	8	3
86	о том	4	3
87	как он	2	3
88	они были	3	3
89	если бы	3	3
90	страдания и	2	3
91	в них	9	3
92	и во	4	3
93	что было	2	3
94	это и	2	3
95	есть и	2	3
96	до сих	4	3
97	сих пор	4	3
98	той же	8	3
99	тем что	3	3
100	он в	2	3
101	только в	3	3
102	уже в	2	2
103	и глубже	4	2
104	не был	2	2
105	мы еще	6	2
106	в этих	6	2
107	или иной	2	2
108	это есть	2	2
109	он считает	2	2
110	и если	2	2
111	на его	2	2
112	такого рода	3	2
113	и той	2	2
114	же и	3	2
115	к нему	2	2
116	он также	2	2
117	не к	2	2
118	по отношению	3	2
119	в разных	2	2
120	и других	6	2
121	лишь в	2	2
122	а в	3	2
123	в более	3	2
124	в основе	5	2
125	точки зрения	2	2
126	между тем	3	2
127	на этом	2	2
128	поэтому он	3	2
129	него и	2	2
130	и самое	3	2
131	бы за	2	2
132	мы видим	5	2
133	связи с	6	2
134	в обычном	2	2
135	мы увидим	2	2
136	в сущности	9	2
137	во всех	6	2
138	еще в	3	2
139	отношению к	2	2
140	вместе с	3	2
141	еще более	4	2
142	одной и	2	2
143	из этой	2	2
144	можно было	3	2
145	нас в	2	2
146	еще вернемся	4	2
147	в которой	2	2
