N	2gram	Losev_Prob_4	Psycholo
1	то что	15	32
2	и в	20	31
3	в том	20	30
4	и т	4	26
5	то есть	27	26
6	что в	3	23
7	может быть	9	22
8	таким образом	8	20
9	при помощи	10	20
10	ясно что	7	19
11	при этом	6	19
12	совершенно ясно	2	19
13	так как	5	18
14	не может	5	17
15	как и	6	16
16	том что	12	16
17	и не	28	16
18	точки зрения	14	15
19	только в	23	14
20	а не	7	13
21	не только	24	13
22	что и	3	13
23	так же	5	12
24	если мы	5	12
25	мы не	7	12
26	в этом	9	12
27	в самом	2	11
28	не в	13	11
29	в области	3	11
30	потому что	15	10
31	по себе	11	9
32	ни в	17	9
33	как в	5	9
34	самом деле	3	9
35	вместе с	5	8
36	все это	9	8
37	т д	3	8
38	и что	2	8
39	во всяком	8	8
40	что мы	3	8
41	что он	8	7
42	том чтобы	2	7
43	есть в	7	7
44	и его	10	7
45	заключается в	2	7
46	того чтобы	2	7
47	сказать что	7	7
48	о том	5	7
49	что это	2	6
50	вовсе не	21	6
51	зависимости от	3	6
52	было бы	14	6
53	если бы	8	6
54	всяком случае	4	6
55	отнюдь не	10	6
56	а в	4	6
57	что она	4	6
58	для того	3	6
59	и даже	9	6
60	в его	3	6
61	и есть	4	5
62	и все	8	5
63	не является	10	5
64	в ее	5	5
65	все же	2	5
66	так что	6	5
67	то время	2	5
68	для нас	6	5
69	говорит что	2	5
70	несмотря на	4	5
71	совершенно не	3	5
72	в какой	4	5
73	как бы	4	5
74	в зависимости	3	5
75	другой стороны	6	5
76	и для	4	5
77	то же	7	5
78	с другой	7	5
79	время как	2	5
80	это есть	3	5
81	и совершенно	2	5
82	в то	4	5
83	как будто	11	5
84	к тому	3	4
85	в которой	2	4
86	в котором	2	4
87	все время	2	4
88	в виду	6	4
89	прежде всего	11	4
90	столь же	2	4
91	в себе	12	4
92	указывает на	4	4
93	со всеми	2	4
94	и если	5	4
95	у нас	14	4
96	и о	5	4
97	никак не	4	4
98	в этих	5	4
99	в совершенно	2	4
100	для всех	3	4
101	в результате	8	4
102	мы можем	3	4
103	как это	3	4
104	мы имеем	6	4
105	дело с	2	3
106	уже в	4	3
107	с тем	4	3
108	только не	4	3
109	в частности	2	3
110	в своем	3	3
111	только при	6	3
112	у пушкина	3	3
113	точно так	3	3
114	представить себе	2	3
115	стороны и	2	3
116	и к	3	3
117	тому же	2	3
118	это и	4	3
119	но это	6	3
120	не будет	2	3
121	но не	5	3
122	смысле слова	15	3
123	из которых	3	3
124	нет никакой	4	3
125	в этой	4	3
126	хотя и	5	3
127	он не	2	3
128	и когда	2	3
129	художественным произведением	2	3
130	чистом виде	2	3
131	не есть	12	3
132	жизни и	5	3
133	в своей	4	3
134	каждой из	2	3
135	так и	10	3
136	только на	2	3
137	не было	3	3
138	но только	2	3
139	какой мере	4	3
140	и по	2	3
141	почти всегда	2	3
142	в таком	6	3
143	и только	4	3
144	с этим	4	3
145	у меня	2	3
146	во всем	2	3
147	в конце	2	3
148	и это	2	3
149	в художественном	4	3
150	это все	2	3
151	когда мы	5	3
152	но в	8	3
153	в известном	2	2
154	не менее	10	2
155	не существует	5	2
156	сама по	2	2
157	казалось бы	3	2
158	уже и	3	2
159	независимо от	3	2
160	этом смысле	3	2
161	можно ли	3	2
162	по этому	2	2
163	и как	3	2
164	но даже	4	2
165	и без	6	2
166	в них	5	2
167	и во	4	2
168	и от	6	2
169	в жизни	3	2
170	или иных	3	2
171	с ним	4	2
172	есть не	6	2
173	там же	2	2
174	а только	6	2
175	она в	2	2
176	тем не	10	2
177	уже не	5	2
178	и потому	7	2
179	это можно	2	2
180	мы совершенно	2	2
181	что они	2	2
182	более или	2	2
183	что здесь	6	2
184	в качестве	10	2
185	есть нечто	9	2
186	того же	2	2
187	всех других	2	2
188	тот же	2	2
189	случае не	5	2
190	и может	2	2
191	этого произведения	2	2
192	образы и	3	2
193	только они	2	2
194	и очень	5	2
195	тех или	4	2
196	далеко не	2	2
197	и понятия	2	2
198	и тем	7	2
199	в нем	5	2
200	из них	3	2
201	но и	14	2
202	говорит о	2	2
203	или менее	2	2
204	без всякого	4	2
205	и тогда	2	2
206	как мы	3	2
207	только что	2	2
208	отличается от	4	2
209	как раз	4	2
210	то и	5	2
211	действия и	2	2
212	в связи	3	2
213	слова то	2	2
214	же самое	6	2
215	на самом	5	2
216	тем самым	4	2
217	к нему	3	2
218	есть только	2	2
219	с точки	11	2
220	в чем	2	2
221	образ и	2	2
222	как они	2	2
223	и с	7	2
224	мы все	3	2
225	в каком	6	2
226	заключается не	2	2
227	приходит к	2	2
228	бы и	3	2
229	но как	3	2
230	в сознании	3	2
231	и то	2	2
232	будто бы	2	2
233	его в	2	2
234	из этого	3	2
235	не то	2	2
236	в одном	4	2
