N	2gram	Bakhtin_Fr_1	RusskieA
1	и в	65	36
2	не только	10	22
3	что в	3	19
4	том что	6	19
5	в том	16	17
6	но и	10	16
7	так как	6	15
8	во время	4	14
9	и другие	8	13
10	в этом	15	12
11	в других	3	11
12	это не	3	10
13	как мы	6	10
14	как и	5	10
15	и на	11	10
16	потому что	5	10
17	из них	4	8
18	может быть	6	8
19	и по	2	8
20	о том	2	8
21	так и	10	7
22	и других	3	7
23	между тем	5	7
24	и не	22	6
25	для нас	4	6
26	так например	2	6
27	при этом	6	6
28	в них	5	6
29	уже не	3	6
30	все это	9	6
31	то что	3	6
32	все же	6	5
33	как бы	22	5
34	и у	6	5
35	во многих	2	5
36	одно из	6	5
37	как в	5	5
38	из этих	2	4
39	в тех	3	4
40	к тому	2	4
41	еще не	6	4
42	связи с	4	4
43	и др	24	4
44	во всех	9	4
45	в некоторых	2	4
46	и их	3	4
47	в их	4	4
48	не может	3	4
49	входит в	4	4
50	того что	2	4
51	но это	3	4
52	а иногда	2	4
53	только в	7	4
54	начиная с	2	3
55	к жизни	2	3
56	в этих	2	3
57	в своем	8	3
58	но все	3	3
59	в одном	5	3
60	и к	4	3
61	в это	2	3
62	несмотря на	2	3
63	только на	2	3
64	в основном	2	3
65	приводит к	2	3
66	с точки	3	3
67	на этот	2	3
68	ничего не	3	3
69	их в	2	3
70	точки зрения	7	3
71	то есть	45	3
72	далеко не	3	3
73	связаны с	3	3
74	в области	7	3
75	и многие	2	2
76	всех этих	8	2
77	они были	6	2
78	в частности	5	2
79	могут быть	2	2
80	и начало	2	2
81	и потому	10	2
82	не просто	3	2
83	главным образом	6	2
84	на все	2	2
85	значение и	2	2
86	в народной	2	2
87	его к	2	2
88	в нем	13	2
89	интерес к	2	2
90	и нового	2	2
91	в жизни	4	2
92	его от	2	2
93	он был	2	2
94	в дальнейшем	8	2
95	мы видим	2	2
96	но не	2	2
97	в большинстве	2	2
98	до конца	2	2
99	не были	3	2
100	на тех	2	2
101	например в	2	2
102	народного творчества	2	2
103	на весь	3	2
104	в ней	6	2
105	на что	2	2
106	в его	9	2
107	и с	3	2
108	на этой	3	2
109	в целом	2	2
110	и до	4	2
111	в свете	2	2
112	в особенности	2	2
113	между прочим	2	2
114	обряды и	2	2
115	все эти	10	2
116	на самом	6	2
117	в году	6	2
118	можно говорить	3	2
119	и пр	5	2
120	и для	2	2
121	с ним	3	2
122	или в	2	2
123	в своих	5	2
124	этот вопрос	2	2
125	были связаны	4	2
126	он так	2	2
127	хотя и	2	2
128	это время	2	2
129	и здесь	3	2
130	но в	14	2
131	большинстве случаев	2	2
132	в более	3	2
